cliente_id,tipo_cliente,data_cadastro,canal_aquisicao,campanha_origem_id,segmento_b2b,vendedor_id,municipio,uf,cep_prefixo
CLI002116,B2C,2025-11-24,social pago,SOC-202511,,,Americana,SP,53366
CLI002117,B2C,2025-12-23,social pago,SOC-202512,,,Campinas,SP,58256
CLI002118,B2C,2025-07-27,orgânico,,,,Petrópolis,RJ,59001
CLI002119,B2C,2025-04-16,influenciador,INF-202504,,,Contagem.,MG,21032
CLI002120,B2C,2026-01-15,busca paga,SEA-202601,,,São José dos Campos,SP,75095
CLI002121,B2C,2025-04-04,social pago,SOC-202504,,,Juiz de Fora,MG,24801
CLI002122,B2C,2025-11-18,orgânico,,,,Ponta Grossa,PR,35343
CLI002123,B2C,2026-06-05,CRM,,,,Vitória,ES,34405
CLI002124,B2C,2025-04-12,indicação,,,,São José dos Campos,SP,77821
CLI002125,B2C,2025-04-24,social pago,SOC-202504,,,Limeira,SP,58266
CLI002126,B2C,2025-08-04,busca paga,SEA-202508,,,Bauru,SP,34106
CLI002127,B2C,2026-02-14,influenciador,INF-202602,,,Uberaba,MG,85090
CLI002128,B2C,2026-04-02,busca paga,SEA-202604,,,Americana,SP,42943
CLI002129,B2C,2025-07-09,influenciador,INF-202507,,,Uberlândia,MG,36534
CLI002130,B2C,2025-11-23,busca paga,SEA-202511,,,Florianópolis,SC,21328
CLI002131,B2C,2026-02-25,orgânico,,,,Piracicaba,SP,42544
CLI002132,B2C,2025-05-06,social pago,SOC-202505,,,Florianópolis,SC,82979
CLI002133,B2C,2026-02-26,influenciador,INF-202602,,,Sorocaba,SP,42552
CLI002134,B2C,2026-02-07,busca paga,SEA-202602,,,Florianópolis,SC,40240
CLI002135,B2C,2025-10-31,social pago,SOC-202510,,,Goiânia,GO,16669
CLI002136,B2C,2026-03-02,social pago,SOC-202603,,,Piracicaba,SP,37214
CLI002137,B2C,2025-08-14,busca paga,SEA-202508,,,Sorocaba,SP,04358
CLI002138,B2C,2025-03-04,busca paga,SEA-202503,,,Belo Horizonte,MG,65439
CLI002139,B2C,2025-10-07,orgânico,,,,Juiz de Fora,MG,26033
CLI002140,B2C,2025-04-05,,SOC-202504,,,Caruaru,PE,63447
CLI002141,B2C,2026-01-13,CRM,,,,Niterói,RJ,17430
CLI002142,B2C,2025-12-05,social pago,SOC-202512,,,Canoas,RS,18124
CLI002143,B2C,2025-10-30,orgânico,,,,Sorocaba,SP,78580
CLI002144,B2C,2025-04-06,,,,,São José dos Campos,SP,09287
CLI002145,B2C,2025-04-26,orgânico,,,,Campinas,SP,59614
CLI002146,B2C,2026-01-07,social pago,SOC-202601,,,São Paulo,SP,11535
CLI002147,B2C,2025-11-22,busca paga,SEA-202511,,,Juiz de Fora,MG,66956
CLI002148,B2C,2025-10-04,busca paga,SEA-202510,,,Americana,SP,99852
CLI002149,B2C,2025-03-23,indicação,,,,Petrópolis,RJ,23289
CLI002150,B2C,2026-06-15,influenciador,INF-202606,,,Canoas,RS,12607
CLI002151,B2C,2025-03-27,indicação,,,,Pouso Alegre,MG,10621
CLI002152,B2C,2025-12-10,busca paga,SEA-202512,,,American,SP,11114
CLI002153,B2C,2025-06-04,,,,,Limeira.,SP,31179
CLI002154,B2C,2026-05-29,busca paga,SEA-202605,,,Americana,SP,63925
CLI002155,B2C,2025-10-25,orgânico,,,,Cascavel,PR,82791
CLI002156,B2C,2026-05-01,influenciador,INF-202605,,,Americana,SP,92903
CLI002157,B2C,2026-06-06,social pago,SOC-202606,,,Limeira,SP,06284
CLI002158,B2C,2026-01-30,busca paga,SEA-202601,,,Campinas.,SP,11314
CLI002159,B2C,2025-07-22,busca paga,SEA-202507,,,Jundiaí,SP,30963
CLI002160,B2C,2025-10-09,orgânico,,,,Pelotas,RS,98998
CLI002161,B2C,2026-02-05,social pago,SOC-202602,,,Jundiaí,SP,06775
CLI002162,B2C,2025-10-29,busca paga,SEA-202510,,,Bauru,SP,45023
CLI002163,B2C,2025-06-05,influenciador,INF-202506,,,Bauru,SP,87805
CLI002164,B2C,2025-04-24,influenciador,INF-202504,,,Porto Alegre Mun.,RS,68631
CLI002165,B2C,2025-12-22,busca paga,SEA-202512,,,São José dos Campos.,SP,95405
CLI002166,B2C,2026-06-13,social pago,SOC-202606,,,Ribeirão Preto,SP,57012
CLI002167,B2C,2025-10-14,orgânico,,,,Feira de Santana,BA,35506
CLI002168,B2C,2026-03-10,social pago,SOC-202603,,,Uberlândia,MG,36269
CLI002169,B2C,2025-04-22,CRM,,,,Porto Alegre,RS,47367
CLI002170,B2C,2025-08-22,CRM,,,,Bauru,SP,10119
CLI002171,B2C,2025-09-25,social pago,SOC-202509,,,Piracicaba,SP,64571
CLI002172,B2C,2026-04-17,social pago,INF-202604,,,Pelotas,RS,53325
CLI002173,B2C,2026-01-22,orgânico,,,,Volta Redonda,RJ,46652
CLI002174,B2C,2025-10-09,orgânico,,,,São Paulo,SP,70836
CLI002175,B2C,2025-04-27,orgânico,,,,Jaboatão dos Guararapes.,PE,66687
CLI002176,B2C,2025-07-29,orgânico,,,,Jundiaí,SP,29532
CLI002177,B2C,2026-04-02,orgânico,,,,Limeir,SP,73342
CLI002178,B2C,2026-01-20,social pago,SOC-202601,,,Jundiaí,SP,49815
CLI002179,B2C,2025-11-11,social pago,SOC-202511,,,Piracicaba,SP,29396
CLI002180,B2C,2026-05-21,busca paga,SEA-202605,,,Londrina,PR,77580
CLI002181,B2C,2026-04-16,social pago,SOC-202604,,,Piracicaba,SP,05947
CLI002182,B2C,2026-01-24,busca paga,SEA-202601,,,Brasília,DF,34689
CLI002183,B2C,2026-05-24,social pago,SOC-202605,,,Salvador,BA,35442
CLI002184,B2C,2025-04-22,orgânico,,,,São José dos Campos,SP,47755
CLI002185,B2C,2025-08-19,social pago,SOC-202508,,,São Paulo,SP,49735
CLI002186,B2C,2025-09-04,orgânico,,,,Campinas,SP,07640
CLI002187,B2C,2026-05-30,orgânico,,,,Sorocaba,SP,20052
CLI002188,B2C,2025-02-09,social pago,SOC-202502,,,Porto Alegre,RS,28212
CLI002189,B2C,2025-12-24,CRM,,,,Jundiaí,SP,78252
CLI002190,B2C,2025-12-02,indicação,,,,Campinas,SP,04898
CLI002191,B2C,2026-03-26,influenciador,INF-202603,,,Recife,PE,83545
CLI002192,B2C,2026-03-22,indicação,,,,São Paulo,SP,91304
CLI002193,B2C,2025-07-31,social pago,SOC-202507,,,Pelotas,RS,41974
CLI002194,B2C,2026-03-25,orgânico,,,,Ribeirão Preto,SP,77670
CLI002195,B2C,2025-05-19,social pago,SOC-202505,,,Sorocaba,SP,85193
CLI002196,B2C,2025-10-27,busca paga,SEA-202510,,,Chapecó,SC,87866
CLI002197,B2C,2025-10-01,social pago,SOC-202510,,,Santarém,PA,72084
CLI002198,B2C,2025-05-20,social pago,SOC-202505,,,Uberaba,MG,97588
CLI002199,B2C,2025-04-16,orgânico,,,,Bauru,SP,67231
CLI002200,B2C,2025-11-26,orgânico,,,,Uberlândia,MG,66513
CLI002201,B2C,2026-05-15,busca paga,SEA-202605,,,Canoas.,RS,78020
CLI002202,B2C,2025-01-14,busca paga,SEA-202501,,,Sorocaba,SP,77808
CLI002203,B2C,2026-01-22,social pago,SOC-202601,,,Sorocaba,SP,34805
CLI002204,B2C,2026-06-12,social pago,SOC-202606,,,Petrópolis,RJ,72641
CLI002205,B2C,2025-07-05,orgânico,,,,Curitiba,PR,26659
CLI002206,B2C,2025-08-06,orgânico,,,,Americana,SP,77574
CLI002207,B2C,2026-03-22,,INF-202603,,,Cascavel,PR,47874
CLI002208,B2C,2026-05-01,social pago,SOC-202605,,,Bauru,SP,64854
CLI002209,B2C,2025-07-19,,SOC-202507,,,Blumenau,SC,33468
CLI002210,B2C,2025-05-30,social pago,SOC-202505,,,Ribeirão Preto,SP,70369
CLI002211,B2C,2026-01-18,social pago,SOC-202601,,,São Paulo Mun.,SP,72669
CLI002212,B2C,2025-09-13,orgânico,,,,Canoas,RS,27317
CLI002213,B2C,2025-08-31,orgânico,,,,Uberaba,MG,29316
CLI002214,B2C,2025-11-14,indicação,,,,Campinas,SP,17110
CLI002215,B2C,2026-01-03,influenciador,INF-202601,,,Bauru,SP,50359
CLI002216,B2C,2025-07-03,orgânico,,,,Campinas,SP,16600
CLI002217,B2C,2026-03-10,indicação,,,,São José dos Campos,SP,33831
CLI002218,B2C,2025-03-29,social pago,SOC-202503,,,Campinas,SP,02472
CLI002219,B2C,2025-11-16,orgânico,,,,Piracicaba,SP,22237
CLI002220,B2C,2025-05-19,social pago,SOC-202505,,,Caxias do Sul,RS,49923
CLI002221,B2C,2025-06-19,influenciador,INF-202506,,,Limeira,SP,37780
CLI002222,B2C,2026-04-18,orgânico,,,,Jundiaí,SP,84003
CLI002223,B2C,2026-01-02,busca paga,SEA-202601,,,Brasília,DF,16223
CLI002224,B2C,2025-04-03,CRM,,,,Ribeirão Preto,SP,03557
CLI002225,B2C,2025-09-20,indicação,,,,Blumenau,SC,61918
CLI002226,B2C,2025-01-15,indicação,,,,Curitiba,PR,48100
CLI002227,B2C,2025-06-30,,SOC-202506,,,Uberlândia,MG,10686
CLI002228,B2C,2026-03-08,orgânico,,,,Limeira,SP,50377
CLI002229,B2C,2025-08-16,orgânico,,,,Piracicaba,SP,19213
CLI002230,B2C,2026-02-04,indicação,,,,Campinas,SP,57709
CLI002231,B2C,2025-10-31,busca paga,SEA-202510,,,Americana,SP,86313
CLI002232,B2C,2025-10-03,social pago,SOC-202510,,,São José dos Campos,SP,34313
CLI002233,B2C,2026-04-30,influenciador,INF-202604,,,Ribeirão Preto,SP,67059
CLI002234,B2C,2026-04-10,busca paga,SEA-202604,,,Ponta Grossa,PR,65289
CLI002235,B2C,2025-09-06,social pago,SOC-202509,,,Belém,PA,87775
CLI002236,B2C,2025-01-30,indicação,,,,Petrópolis,RJ,16781
CLI002237,B2C,2025-02-28,busca paga,SEA-202502,,,Uberlândia,MG,16113
CLI002238,B2C,2025-04-19,orgânico,,,,Piracicaba,SP,27772
CLI002239,B2C,2025-04-08,indicação,,,,Pelotas Mun.,RS,21719
CLI002240,B2C,2025-06-25,orgânico,,,,Feira de Santana,BA,48159
CLI002241,B2C,2025-11-02,busca paga,SEA-202511,,,São José dos Campos.,SP,41340
CLI002242,B2C,2026-03-16,influenciador,INF-202603,,,Anápolis,GO,87170
CLI002243,B2C,2025-11-17,CRM,,,,Juiz de Fora.,MG,51535
CLI002244,B2C,2025-11-08,indicação,,,,Porto Alegre,RS,29901
CLI002245,B2C,2025-06-26,,SOC-202506,,,Piracicaba,SP,98575
CLI002246,B2C,2025-02-27,indicação,,,,Vitória da Conquista,BA,21379
CLI002247,B2C,2025-09-10,social pago,SOC-202509,,,Blumenau,SC,43314
CLI002248,B2C,2025-06-29,busca paga,SEA-202506,,,Americana,SP,76269
CLI002249,B2C,2025-01-15,orgânico,,,,Pelotas,RS,82828
CLI002250,B2C,2025-03-31,busca paga,SEA-202503,,,Londrina,PR,86874
CLI002251,B2C,2025-12-07,social pago,SOC-202512,,,Chapecó,SC,77143
CLI002252,B2C,2025-12-12,indicação,,,,Campinas,SP,35377
CLI002253,B2C,2025-01-04,social pago,SOC-202501,,,Contagem,MG,83714
CLI002254,B2C,2025-12-20,busca paga,SEA-202512,,,Bauru,SP,67437
CLI002255,B2C,2025-10-22,indicação,,,,Petrópolis,RJ,20927
CLI002256,B2C,2025-03-20,social pago,SOC-202503,,,Limeira,SP,66992
CLI002257,B2C,2025-05-08,social pago,SOC-202505,,,Goiânia,GO,69799
CLI002258,B2C,2025-07-24,orgânico,,,,Sorocaba,SP,14749
CLI002259,B2C,2025-01-15,orgânico,,,,Jundiaí,SP,78982
CLI002260,B2C,2026-06-05,social pago,SOC-202606,,,Vila Velha,ES,30851
CLI002261,B2C,2026-04-16,social pago,SOC-202604,,,Goiânia,GO,72536
CLI002262,B2C,2026-05-15,social pago,SOC-202605,,,Curitiba,PR,96971
CLI002263,B2C,2026-04-23,social pago,SOC-202604,,,Maringá,PR,07998
CLI002264,B2C,2025-01-09,social pago,SOC-202501,,,São José dos Campos,SP,50287
CLI002265,B2C,2026-03-14,influenciador,INF-202603,,,Jaboatão dos Guararapes,PE,29687
CLI002266,B2C,2026-06-12,social pago,SOC-202606,,,Blumenau,SC,64528
CLI002267,B2C,2026-01-25,,SOC-202601,,,Pouso Alegre,MG,97521
CLI002268,B2C,2025-02-21,social pago,SOC-202502,,,Jundiaí,SP,85759
CLI002269,B2C,2025-08-20,influenciador,INF-202508,,,Maringá,PR,90120
CLI002270,B2C,2026-05-30,social pago,SOC-202605,,,Campinas,SP,53391
CLI002271,B2C,2025-03-08,social pago,SOC-202503,,,Aparecida de Goiânia,GO,06213
CLI002272,B2C,2025-07-31,indicação,,,,Uberaba,MG,27872
CLI002273,B2C,2025-09-06,indicação,,,,Juiz de Fora,MG,77145
CLI002274,B2C,2026-01-30,orgânico,,,,Sorocaba,SP,74077
CLI002275,B2C,2025-01-30,CRM,,,,Bauru Mun.,SP,12143
CLI002276,B2C,2025-11-22,influenciador,INF-202511,,,Bauru,SP,23222
CLI002277,B2C,2025-09-12,orgânico,,,,Aparecida de Goiânia,GO,79090
CLI002278,B2C,2025-02-23,CRM,,,,São José dos Campos,SP,42003
CLI002279,B2C,2025-05-02,CRM,,,,Pouso Alegre,MG,46071
CLI002280,B2C,2025-07-15,busca paga,SEA-202507,,,Uberlândia,MG,68541
CLI002281,B2C,2025-06-01,orgânico,,,,Limeira,SP,40920
CLI002282,B2C,2025-02-25,orgânico,,,,Vitória da Conquista,BA,11266
CLI002283,B2C,2025-09-09,indicação,,,,Bauru,SP,88576
CLI002284,B2C,2026-05-29,influenciador,INF-202605,,,Florianópolis,SC,12498
CLI002285,B2C,2026-05-15,orgânico,,,,Jundiaí,SP,37058
CLI002286,B2C,2025-07-21,social pago,SOC-202507,,,Belo Horizont,MG,96591
CLI002287,B2C,2026-02-16,social pago,SOC-202602,,,Piracicaba,SP,13135
CLI002288,B2C,2025-11-27,CRM,,,,Bauru,SP,77302
CLI002289,B2C,2025-10-05,indicação,,,,Bauru,SP,74784
CLI002290,B2C,2025-04-05,influenciador,INF-202504,,,Campinas,SP,86857
CLI002291,B2C,2026-04-09,indicação,,,,Jaboatão dos Guararapes,PE,38070
CLI002292,B2C,2026-04-13,orgânico,,,,Joinville,SC,66517
CLI002293,B2C,2025-08-02,influenciador,INF-202508,,,Americana,SP,66064
CLI002294,B2C,2025-07-08,orgânico,,,,Pouso Alegre,MG,83954
CLI002295,B2C,2025-09-09,busca paga,SEA-202509,,,Contagem,MG,39874
CLI002296,B2C,2026-04-17,indicação,,,,Manaus,AM,74990
CLI002297,B2C,2025-01-13,busca paga,SEA-202501,,,Niterói,RJ,76043
CLI002298,B2C,2026-01-06,influenciador,INF-202601,,,Brasília,DF,34066
CLI002299,B2C,2026-06-04,influenciador,INF-202606,,,Volta Redonda,RJ,46916
CLI002300,B2C,2025-12-15,orgânico,,,,Feira de Santana,BA,06937
CLI002301,B2C,2025-03-11,social pago,SOC-202503,,,Ponta Grossa,PR,24811
CLI002302,B2C,2026-05-15,orgânico,,,,Sorocaba,SP,11972
CLI002303,B2C,2026-01-11,busca paga,SEA-202601,,,Jundiaí,SP,98007
CLI002304,B2C,2025-07-11,busca paga,SEA-202507,,,São Paulo,SP,24982
CLI002305,B2C,2026-02-12,influenciador,INF-202602,,,Piracicaba,SP,62774
CLI002306,B2C,2025-02-28,busca paga,SEA-202502,,,Sorocaba,SP,47714
CLI002307,B2C,2025-08-28,influenciador,INF-202508,,,Uberaba Mun.,MG,47018
CLI002308,B2C,2026-03-22,social pago,SOC-202603,,,Uberlândia,MG,14267
CLI002309,B2C,2025-10-21,busca paga,SEA-202510,,,Americana,SP,52711
CLI002310,B2C,2026-05-29,busca paga,SEA-202605,,,Uberlândia,MG,93529
CLI002311,B2C,2026-03-16,influenciador,INF-202603,,,São José dos Campos Mun.,SP,75057
CLI002312,B2C,2025-02-02,social pago,SOC-202502,,,Jaboatão dos Guararapes,PE,55018
CLI002313,B2C,2025-05-27,CRM,,,,Jundiaí,SP,53375
CLI002314,B2C,2025-11-08,,,,,São José dos Campos,SP,68360
CLI002315,B2C,2026-05-02,busca paga,SEA-202605,,,Americana,SP,12667
CLI002316,B2C,2025-02-24,indicação,,,,Vitória,ES,12958
CLI002317,B2C,2025-05-30,indicação,,,,Salvador,BA,26412
CLI002318,B2C,2025-02-22,influenciador,INF-202502,,,Bauru,SP,80485
CLI002319,B2C,2026-03-27,CRM,,,,Ponta Grossa,PR,99331
CLI002320,B2C,2026-05-14,CRM,,,,Salvador,BA,49450
CLI002321,B2C,2025-12-07,indicação,,,,Piracicaba,SP,37914
CLI002322,B2C,2026-02-06,busca paga,SEA-202602,,,Limeira,SP,26238
CLI002323,B2C,2026-06-06,orgânico,,,,Pelotas,RS,84817
CLI002324,B2C,2026-01-01,orgânico,,,,Curitiba.,PR,51678
CLI002325,B2C,2025-01-23,social pago,SOC-202501,,,São José dos Campos,SP,08631
CLI002326,B2C,2026-01-21,busca paga,SEA-202601,,,Juiz de Fora,MG,14299
CLI002327,B2C,2025-07-12,,INF-202507,,,Ribeirão Preto,SP,79021
CLI002328,B2C,2026-03-21,influenciador,INF-202603,,,Curitiba,PR,61181
CLI002329,B2C,2025-05-17,influenciador,INF-202505,,,Limeira,SP,66279
CLI002330,B2C,2025-06-27,influenciador,INF-202506,,,São Paulo,SP,78828
CLI002331,B2C,2026-02-01,orgânico,,,,Recife,PE,59835
CLI002332,B2C,2025-06-03,,INF-202506,,,São José dos Campos,SP,84800
CLI002333,B2C,2025-01-26,orgânico,,,,Sorocaba,SP,60316
CLI002334,B2C,2025-01-27,influenciador,INF-202501,,,Campinas,SP,59857
CLI002335,B2C,2026-03-28,influenciador,INF-202603,,,Maringá.,PR,79533
CLI002336,B2C,2026-02-10,social pago,SOC-202602,,,Juiz de Fora,MG,10101
CLI002337,B2C,2025-06-21,CRM,,,,Fortaleza,CE,98767
CLI002338,B2C,2026-06-08,orgânico,,,,Vitória da Conquista,BA,03398
CLI002339,B2C,2026-04-25,,SOC-202604,,,Sorocaba,SP,96128
CLI002340,B2C,2025-03-20,influenciador,INF-202503,,,Petrópolis,RJ,79091
CLI002341,B2C,2025-12-09,social pago,SOC-202512,,,Fortaleza,CE,12164
CLI002342,B2C,2026-04-11,busca paga,SEA-202604,,,São José dos Campos Mun.,SP,06172
CLI002343,B2C,2025-12-25,CRM,,,,Blumenau,SC,91474
CLI002344,B2C,2026-03-12,busca paga,SEA-202603,,,Niterói,RJ,45752
CLI002345,B2C,2025-01-02,orgânico,,,,Niterói,RJ,04569
CLI002346,B2C,2025-04-05,indicação,,,,Aparecida de Goiânia,GO,88664
CLI002347,B2C,2025-07-01,orgânico,,,,Ribeirão Preto,SP,31814
CLI002348,B2C,2026-05-13,orgânico,,,,Rio de Janeiro,RJ,53949
CLI002349,B2C,2025-12-24,social pago,SOC-202512,,,São Paulo,SP,22835
CLI002350,B2C,2025-06-02,social pago,SOC-202506,,,Piracicaba,SP,53394
CLI002351,B2C,2026-06-14,influenciador,INF-202606,,,Rio de Janeiro,RJ,39767
CLI002352,B2C,2025-01-06,orgânico,,,,Jundiaí,SP,77609
CLI002353,B2C,2025-12-09,orgânico,,,,Americana,SP,15279
CLI002354,B2C,2025-11-16,social pago,SOC-202511,,,Juazeiro do Nort,CE,90029
CLI002355,B2C,2025-12-06,influenciador,INF-202512,,,Ponta Grossa,PR,81640
CLI002356,B2C,2025-12-08,busca paga,SEA-202512,,,Juazeiro do Norte,CE,35785
CLI002357,B2C,2025-08-21,CRM,,,,Jundiaí,SP,94560
CLI002358,B2C,2025-02-27,orgânico,,,,Porto Alegre,RS,41477
CLI002359,B2C,2025-09-10,social pago,SOC-202509,,,Vila Velha,ES,85794
CLI002360,B2C,2026-01-29,influenciador,INF-202601,,,Contagem,MG,94071
CLI002361,B2C,2025-02-07,busca paga,SEA-202502,,,Campinas,SP,55932
CLI002362,B2C,2026-02-04,social pago,SOC-202602,,,Joinville Mun.,SC,76616
CLI002363,B2C,2025-03-03,orgânico,,,,Uberlândia,MG,36142
CLI002364,B2C,2025-02-27,social pago,SOC-202502,,,Caxias do Sul,RS,56903
CLI002365,B2C,2025-12-20,social pago,SOC-202512,,,Piracicaba,SP,80794
CLI002366,B2C,2025-01-31,social pago,SOC-202501,,,Jaboatão dos Guararapes,PE,91362
CLI002367,B2C,2026-02-09,indicação,,,,Ribeirão Preto,SP,64127
CLI002368,B2C,2025-10-27,social pago,SOC-202510,,,Blumenau,SC,40653
CLI002369,B2C,2025-06-07,CRM,,,,Campinas,SP,62017
CLI002370,B2C,2025-07-18,indicação,,,,Americana,SP,89986
CLI002371,B2C,2025-08-09,orgânico,,,,Jundiaí,SP,30041
CLI002372,B2C,2025-08-07,influenciador,INF-202508,,,Campinas,SP,62648
CLI002373,B2C,2025-02-14,orgânico,,,,São Paulo,SP,23989
CLI002374,B2C,2025-08-27,orgânico,,,,São Paulo,SP,36501
CLI002375,B2C,2026-04-08,influenciador,INF-202604,,,Jundiaí,SP,09411
CLI002376,B2C,2025-11-21,social pago,SOC-202511,,,Rio de Janeiro,RJ,60159
CLI002377,B2C,2025-12-25,orgânico,,,,Campinas,SP,78359
CLI002378,B2C,2025-04-15,CRM,,,,Vitória Mun.,ES,24554
CLI002379,B2C,2025-04-22,orgânico,,,,Ribeirão Preto,SP,26221
CLI002380,B2C,2025-01-11,influenciador,INF-202501,,,Petrópolis,RJ,82184
CLI002381,B2C,2026-01-11,orgânico,,,,Sorocaba,SP,11405
CLI002382,B2C,2026-02-16,,,,,Porto Alegre,RS,90708
CLI002383,B2C,2026-03-02,busca paga,SEA-202603,,,Ponta Grossa,PR,88543
CLI002384,B2C,2026-05-16,social pago,SOC-202605,,,Limeira,SP,68755
CLI002385,B2C,2025-12-19,influenciador,INF-202512,,,Uberlândia,MG,04408
CLI002386,B2C,2026-05-10,social pago,SOC-202605,,,Americana,SP,13758
CLI002387,B2C,2026-04-02,busca paga,SEA-202604,,,Maringá,PR,53698
CLI002388,B2C,2025-02-11,busca paga,SEA-202502,,,Rio de Janeiro,RJ,05498
CLI002389,B2C,2026-02-06,social pago,SOC-202602,,,Bauru,SP,86120
CLI002390,B2C,2025-11-03,social pago,SOC-202511,,,Canoas,RS,08821
CLI002391,B2C,2025-11-16,CRM,,,,Americana,SP,54711
CLI002392,B2C,2026-03-12,social pago,SOC-202603,,,São José dos Campos.,SP,91626
CLI002393,B2C,2026-05-23,busca paga,SEA-202605,,,Manaus,AM,69064
CLI002394,B2C,2026-04-15,social pago,SOC-202604,,,São Paulo,SP,86192
CLI002395,B2C,2025-10-12,orgânico,,,,Salvador,BA,13376
CLI002396,B2C,2025-10-23,orgânico,,,,Pouso Alegre,MG,90926
CLI002397,B2C,2026-06-11,social pago,SOC-202606,,,Bauru.,SP,89569
CLI002398,B2C,2025-11-11,social pago,SOC-202511,,,Niterói,RJ,31608
CLI002399,B2C,2026-03-25,orgânico,,,,Fortaleza,CE,67988
CLI002400,B2C,2026-01-20,busca paga,SEA-202601,,,Rio de Janeiro,RJ,14463
CLI002401,B2C,2025-10-09,busca paga,SEA-202510,,,Campinas,SP,23088
CLI002402,B2C,2025-02-01,,,,,Campinas,SP,53253
CLI002403,B2C,2025-08-08,orgânico,,,,Recife,PE,38019
CLI002404,B2C,2025-04-11,busca paga,SEA-202504,,,Aparecida de Goiânia,GO,87298
CLI002405,B2C,2025-01-20,social pago,SOC-202501,,,Curitiba,PR,20677
CLI002406,B2C,2026-03-30,CRM,,,,Sorocaba,SP,71135
CLI002407,B2C,2025-08-16,indicação,,,,Campinas,SP,06865
CLI002408,B2C,2025-02-01,indicação,,,,Ribeirão Preto,SP,94979
CLI002409,B2C,2025-04-02,CRM,,,,Juiz de Fora,MG,33233
CLI002410,B2C,2026-05-18,indicação,,,,Belo Horizonte,MG,87531
CLI002411,B2C,2025-02-14,indicação,,,,Limeira,SP,68185
CLI002412,B2C,2025-07-12,influenciador,INF-202507,,,Campinas,SP,28144
CLI002413,B2C,2025-07-22,busca paga,SEA-202507,,,Jaboatão dos Guararapes,PE,71641
CLI002414,B2C,2026-06-06,influenciador,INF-202606,,,Caxias do Sul,RS,24542
CLI002415,B2C,2025-02-14,social pago,SOC-202502,,,Jundiaí,SP,57409
CLI002416,B2C,2025-02-02,influenciador,INF-202502,,,Uberlândia Mun.,MG,88687
CLI002417,B2C,2026-01-30,influenciador,INF-202601,,,Chapecó,SC,63925
CLI002418,B2C,2025-03-04,influenciador,INF-202503,,,Ribeirão Preto,SP,50587
CLI002419,B2C,2025-04-01,indicação,,,,Campinas,SP,32611
CLI002420,B2C,2026-06-02,orgânico,,,,Ribeirão Preto,SP,01017
CLI002421,B2C,2026-04-12,social pago,SOC-202604,,,Serra,ES,75915
CLI002422,B2C,2026-04-09,busca paga,SEA-202604,,,Piracicaba,SP,47638
CLI002423,B2C,2025-02-26,social pago,SOC-202502,,,Rio de Janeiro,RJ,86837
CLI002424,B2C,2025-01-01,orgânico,,,,Caxias do Sul,RS,21321
CLI002425,B2C,2025-12-02,influenciador,INF-202512,,,Londrina,PR,97704
CLI002426,B2C,2025-11-12,indicação,,,,Piracicaba,SP,48614
CLI002427,B2C,2025-10-18,social pago,SOC-202510,,,Bauru.,SP,96222
CLI002428,B2C,2025-01-29,busca paga,SEA-202501,,,Brasília,DF,87171
CLI002429,B2C,2025-03-03,busca paga,SEA-202503,,,Belo Horizonte,MG,99931
CLI002430,B2C,2025-11-09,social pago,SOC-202511,,,São José dos Campos,SP,22700
CLI002431,B2C,2026-02-06,busca paga,SEA-202602,,,Ribeirão Preto,SP,61178
CLI002432,B2C,2026-02-04,busca paga,SEA-202602,,,São José dos Campos,SP,58860
CLI002433,B2C,2025-04-16,indicação,,,,Jundiaí,SP,48733
CLI002434,B2C,2025-11-06,CRM,,,,Vitória da Conquist,BA,99943
CLI002435,B2C,2025-10-16,busca paga,SEA-202510,,,Ribeirão Preto Mun.,SP,23601
CLI002436,B2C,2025-02-15,indicação,,,,Jundiaí,SP,83470
CLI002437,B2C,2025-09-04,social pago,SOC-202509,,,Jundiaí,SP,42282
CLI002438,B2C,2025-05-16,indicação,,,,Bauru,SP,18369
CLI002439,B2C,2026-06-14,influenciador,INF-202606,,,Uberlândia,MG,73186
CLI002440,B2C,2025-11-23,busca paga,SEA-202511,,,Americana,SP,61969
CLI002441,B2C,2025-09-21,influenciador,INF-202509,,,São Paulo,SP,90119
CLI002442,B2C,2026-03-30,influenciador,INF-202603,,,Piracicaba,SP,62994
CLI002443,B2C,2025-03-25,busca paga,SEA-202503,,,Bauru,SP,38992
CLI002444,B2C,2026-01-15,,SOC-202601,,,Dourados,MS,37451
CLI002445,B2C,2025-10-28,busca paga,SEA-202510,,,Belo Horizonte,MG,14620
CLI002446,B2C,2025-09-28,orgânico,,,,Campinas,SP,34148
CLI002447,B2C,2025-07-01,busca paga,SEA-202507,,,Ribeirão Preto,SP,59069
CLI002448,B2C,2025-10-11,indicação,,,,São Paulo,SP,71057
CLI002449,B2C,2025-12-10,indicação,,,,Ananindeua,PA,20891
CLI002450,B2C,2025-09-16,indicação,,,,Campinas,SP,15661
CLI002451,B2C,2025-10-10,busca paga,SEA-202510,,,Caruaru,PE,71290
CLI002452,B2C,2025-06-16,busca paga,SEA-202506,,,Cascavel,PR,69734
CLI002453,B2C,2025-01-26,social pago,SOC-202501,,,Curitiba,PR,24395
CLI002454,B2C,2025-03-30,social pago,SOC-202503,,,Ribeirão Preto,SP,86335
CLI002455,B2C,2025-10-31,indicação,,,,Bauru,SP,11097
CLI002456,B2C,2025-03-11,indicação,,,,Curitiba.,PR,19592
