compra_id,produto_id,fornecedor_id,origem_fornecedor,data_pedido_compra,data_evento_cambio,data_prevista,data_recebimento,quantidade_pedida,quantidade_recebida,moeda,valor_unitario_moeda,taxa_cambio_interna,frete_compra_brl,impostos_compra_brl,lote
CMP00359,PRD0090,FOR019,NACIONAL,2025-10-04,,2025-10-11,2025-10-12,71,71,BRL,25.43,,75.9,61.81,L0090-03
CMP00360,PRD0090,FOR019,NACIONAL,2026-02-15,,2026-03-08,2026-03-08,149,149,BRL,25.62,,182.45,183.23,L0090-04
CMP00361,PRD0091,FOR020,NACIONAL,2025-01-06,,2025-01-21,2025-01-20,38,38,BRL,46.07,,43.12,55.82,L0091-01
CMP00362,PRD0091,FOR020,NACIONAL,2025-05-26,,2025-06-02,2025-06-01,44,44,BRL,47.59,,151.21,109.35,L0091-02
CMP00363,PRD0091,FOR020,NACIONAL,2025-10-07,,2025-10-25,2025-10-28,42,42,BRL,46.53,,58.89,94.67,L0091-03
CMP00364,PRD0091,FOR020,NACIONAL,2026-03-02,,2026-03-13,2026-03-18,84,84,BRL,42.92,,85.11,162.2,L0091-04
CMP00365,PRD0092,FOR021,NACIONAL,2025-01-12,,2025-01-24,2025-01-28,58,58,BRL,27.99,,128.11,85.86,L0092-01
CMP00366,PRD0092,FOR021,NACIONAL,2025-05-26,,2025-06-07,2025-06-05,49,49,BRL,28.97,,88.7,55.3,L0092-02
CMP00367,PRD0092,FOR021,NACIONAL,2025-10-06,,2025-10-17,2025-10-16,57,57,BRL,27.48,,49.41,80.11,L0092-03
CMP00368,PRD0092,FOR021,NACIONAL,2026-02-22,,2026-03-13,2026-03-17,111,111,BRL,27.53,,225.36,159.51,L0092-04
CMP00369,PRD0093,FOR022,NACIONAL,2025-01-02,,2025-01-25,2025-01-29,51,51,BRL,33.35,,38.33,80.88,L0093-01
CMP00370,PRD0093,FOR022,NACIONAL,2025-06-04,,2025-06-27,2025-06-26,46,46,BRL,31.69,,98.05,42.39,L0093-02
CMP00371,PRD0093,FOR022,NACIONAL,2025-10-09,,2025-10-17,2025-10-21,50,50,BRL,34.21,,72.11,73.82,L0093-03
CMP00372,PRD0093,FOR022,NACIONAL,2026-03-01,,2026-03-08,2026-03-08,109,109,BRL,34.1,,105.85,194.09,L0093-04
CMP00373,PRD0094,FOR023,NACIONAL,2025-01-13,,2025-01-22,2025-01-23,42,42,BRL,29.94,,87.9,41.01,L0094-01
CMP00374,PRD0094,FOR023,NACIONAL,2025-05-31,,2025-06-11,2025-06-11,42,42,BRL,30.82,,46.76,38.38,L0094-02
CMP00375,PRD0094,FOR023,NACIONAL,2025-10-04,,2025-10-28,2025-10-31,42,42,BRL,32.41,,63.66,80.57,L0094-03
CMP00376,PRD0094,FOR023,NACIONAL,2026-02-14,,2026-02-26,2026-03-01,84,84,BRL,31.22,,195.8,124.86,L0094-04
CMP00377,PRD0095,FOR024,NACIONAL,2025-01-09,,2025-01-17,2025-01-18,63,63,BRL,20.14,,89.55,44.85,L0095-01
CMP00378,PRD0095,FOR024,NACIONAL,2025-05-29,,2025-06-08,2025-06-08,56,56,BRL,20.99,,63.88,25.31,L0095-02
CMP00379,PRD0095,FOR024,NACIONAL,2025-10-10,,2025-11-02,2025-11-04,53,53,BRL,20.83,,83.12,57.18,L0095-03
CMP00380,PRD0095,FOR024,NACIONAL,2026-03-02,,2026-03-22,2026-03-21,132,132,BRL,19.44,,166.29,158.79,L0095-04
CMP00381,PRD0096,FOR001,NACIONAL,2025-01-16,,2025-01-31,2025-02-02,41,41,BRL,24.74,,32.77,30.08,L0096-01
CMP00382,PRD0096,FOR001,NACIONAL,2025-05-31,,2025-06-08,2025-06-13,40,40,BRL,24.61,,45.17,35.38,L0096-02
CMP00383,PRD0096,FOR001,NACIONAL,2025-09-29,,2025-10-15,2025-10-14,39,39,BRL,24.34,,70.95,33.38,L0096-03
CMP00384,PRD0096,FOR001,NACIONAL,2026-02-13,,2026-02-26,2026-02-26,77,77,BRL,25.31,,147.0,108.27,L0096-04
CMP00385,PRD0097,FOR002,NACIONAL,2025-01-19,,2025-02-05,2025-02-04,38,38,BRL,27.66,,24.16,29.64,L0097-01
CMP00386,PRD0097,FOR002,NACIONAL,2025-06-05,,2025-06-28,2025-07-01,38,38,BRL,27.79,,69.14,71.9,L0097-02
CMP00387,PRD0097,FOR002,NACIONAL,2025-09-29,,2025-10-24,2025-10-28,38,38,BRL,28.48,,77.18,45.68,L0097-03
CMP00388,PRD0097,FOR002,NACIONAL,2026-02-23,,2026-03-05,2026-03-09,86,86,BRL,26.96,,143.47,132.04,L0097-04
CMP00389,PRD0098,FOR003,NACIONAL,2025-01-02,,2025-01-22,2025-01-27,48,48,BRL,34.38,,88.8,66.32,L0098-01
CMP00390,PRD0098,FOR003,NACIONAL,2025-05-17,,2025-06-06,2025-06-10,51,51,BRL,32.94,,63.99,120.38,L0098-02
CMP00391,PRD0098,FOR003,NACIONAL,2025-09-28,,2025-10-23,2025-10-23,47,47,BRL,35.99,,77.79,82.17,L0098-03
CMP00392,PRD0098,FOR003,NACIONAL,2026-02-13,,2026-03-06,2026-03-09,113,113,BRL,32.81,,138.62,126.38,L0098-04
CMP00393,PRD0099,FOR004,NACIONAL,2025-01-21,,2025-02-02,2025-02-04,49,49,BRL,30.43,,84.12,89.39,L0099-01
CMP00394,PRD0099,FOR004,NACIONAL,2025-05-24,,2025-06-12,2025-06-12,44,44,BRL,30.75,,71.09,46.91,L0099-02
CMP00395,PRD0099,FOR004,NACIONAL,2025-09-28,,2025-10-18,2025-10-18,43,43,BRL,31.59,,81.09,35.78,L0099-03
CMP00396,PRD0099,FOR004,NACIONAL,2026-02-20,,2026-03-01,2026-03-05,96,96,BRL,31.85,,185.76,102.97,L0099-04
CMP00397,PRD0100,FOR005,NACIONAL,2025-01-04,,2025-01-11,2025-01-16,43,43,BRL,28.28,,41.43,71.43,L0100-01
CMP00398,PRD0100,FOR005,NACIONAL,2025-06-03,,2025-06-17,2025-06-22,42,42,BRL,30.03,,58.23,78.49,L0100-02
CMP00399,PRD0100,FOR005,NACIONAL,2025-10-03,,2025-10-15,2025-10-19,40,40,BRL,29.34,,32.0,26.75,L0100-03
CMP00400,PRD0100,FOR005,NACIONAL,2026-02-13,,2026-03-07,2026-03-10,98,98,BRL,29.62,,174.89,64.59,L0100-04
CMP00401,PRD0101,FOR006,NACIONAL,2025-01-12,,2025-01-31,2025-01-30,34,34,BRL,40.73,,95.5,66.49,L0101-01
CMP00402,PRD0101,FOR006,NACIONAL,2025-05-31,,2025-06-07,2025-06-09,38,38,BRL,40.98,,42.86,35.74,L0101-02
CMP00403,PRD0101,FOR006,NACIONAL,2025-10-04,,2025-10-25,2025-10-23,40,40,BRL,39.14,,40.86,33.39,L0101-03
CMP00404,PRD0101,FOR006,NACIONAL,2026-02-19,,2026-03-09,2026-03-07,79,79,BRL,37.71,,244.8,107.61,L0101-04
CMP00405,PRD0102,FOR007,NACIONAL,2025-01-18,,2025-01-31,2025-02-01,40,40,BRL,38.52,,79.61,44.66,L0102-01
CMP00406,PRD0102,FOR007,NACIONAL,2025-05-31,,2025-06-14,2025-06-17,37,37,BRL,36.41,,99.31,46.42,L0102-02
CMP00407,PRD0102,FOR007,NACIONAL,2025-09-30,,2025-10-22,2025-10-23,37,37,BRL,38.54,,102.05,51.84,L0102-03
CMP00408,PRD0102,FOR007,NACIONAL,2026-02-16,,2026-02-28,2026-02-28,88,88,BRL,38.08,,177.31,225.47,L0102-04
CMP00409,PRD0103,FOR008,NACIONAL,2025-01-19,,2025-01-29,2025-01-30,47,47,BRL,42.55,,86.75,94.74,L0103-01
CMP00410,PRD0103,FOR008,NACIONAL,2025-05-16,,2025-06-07,2025-06-11,40,40,BRL,41.22,,101.83,78.92,L0103-02
CMP00411,PRD0103,FOR008,NACIONAL,2025-10-04,,2025-10-20,2025-10-24,41,41,BRL,40.42,,127.27,75.1,L0103-03
CMP00412,PRD0103,FOR008,NACIONAL,2026-02-14,,2026-02-26,2026-02-24,96,96,BRL,39.46,,266.16,280.22,L0103-04
CMP00413,PRD0104,FOR009,NACIONAL,2025-01-15,,2025-01-22,2025-01-25,48,48,BRL,33.3,,107.89,84.02,L0104-01
CMP00414,PRD0104,FOR009,NACIONAL,2025-06-05,,2025-06-16,2025-06-20,50,50,BRL,32.45,,49.19,45.82,L0104-02
CMP00415,PRD0104,FOR009,NACIONAL,2025-10-08,,2025-10-29,2025-11-02,44,44,BRL,33.63,,59.36,97.12,L0104-03
CMP00416,PRD0104,FOR009,NACIONAL,2026-02-25,,2026-03-07,2026-03-12,105,105,BRL,34.11,,215.5,206.44,L0104-04
CMP00417,PRD0105,FOR010,NACIONAL,2025-01-02,,2025-01-27,2025-01-31,42,42,BRL,30.54,,63.32,26.26,L0105-01
CMP00418,PRD0105,FOR010,NACIONAL,2025-06-05,,2025-06-15,2025-06-17,45,45,BRL,31.15,,96.85,37.96,L0105-02
CMP00419,PRD0105,FOR010,NACIONAL,2025-10-15,,2025-10-30,2025-10-30,43,43,BRL,30.7,,65.75,40.95,L0105-03
CMP00420,PRD0105,FOR010,NACIONAL,2026-02-13,,2026-02-23,2026-02-26,92,92,BRL,28.72,,206.72,137.4,L0105-04
CMP00421,PRD0106,FOR011,NACIONAL,2025-01-21,,2025-02-07,2025-02-08,42,42,BRL,30.76,,97.97,52.68,L0106-01
CMP00422,PRD0106,FOR011,NACIONAL,2025-05-25,,2025-06-08,2025-06-12,46,46,BRL,31.19,,94.29,37.04,L0106-02
CMP00423,PRD0106,FOR011,NACIONAL,2025-10-14,,2025-11-02,2025-11-02,48,48,BRL,30.39,,59.64,74.34,L0106-03
CMP00424,PRD0106,FOR011,NACIONAL,2026-02-26,,2026-03-19,2026-03-19,88,88,BRL,29.86,,188.26,115.51,L0106-04
CMP00425,PRD0107,FOR012,NACIONAL,2025-01-16,,2025-01-24,2025-01-23,36,36,BRL,38.56,,74.01,43.32,L0107-01
CMP00426,PRD0107,FOR012,NACIONAL,2025-05-31,,2025-06-21,2025-06-20,32,32,BRL,40.21,,32.59,40.31,L0107-02
CMP00427,PRD0107,FOR012,NACIONAL,2025-10-15,,2025-11-03,2025-11-04,33,33,BRL,37.11,,50.32,31.92,L0107-03
CMP00428,PRD0107,FOR012,NACIONAL,2026-02-21,,2026-03-04,2026-03-03,75,75,BRL,37.98,,120.58,58.64,L0107-04
CMP00429,PRD0108,FOR013,NACIONAL,2025-01-20,,2025-02-02,2025-02-07,42,42,BRL,41.9,,114.75,107.7,L0108-01
CMP00430,PRD0108,FOR013,NACIONAL,2025-05-25,,2025-06-07,2025-06-12,49,49,BRL,40.55,,103.72,63.11,L0108-02
CMP00431,PRD0108,FOR013,NACIONAL,2025-10-05,,2025-10-28,2025-11-02,43,43,BRL,43.87,,80.16,111.41,L0108-03
CMP00432,PRD0108,FOR013,NACIONAL,2026-02-12,,2026-02-28,2026-03-03,98,98,BRL,44.79,,161.23,208.88,L0108-04
CMP00433,PRD0109,FOR014,NACIONAL,2025-01-02,,2025-01-22,2025-01-23,45,45,BRL,36.21,,103.2,39.84,L0109-01
CMP00434,PRD0109,FOR014,NACIONAL,2025-06-01,,2025-06-26,2025-07-01,41,41,BRL,33.55,,45.15,57.52,L0109-02
CMP00435,PRD0109,FOR014,NACIONAL,2025-10-06,,2025-10-29,2025-11-01,43,43,BRL,35.99,,49.68,49.87,L0109-03
CMP00436,PRD0109,FOR014,NACIONAL,2026-03-02,,2026-03-14,2026-03-14,79,79,BRL,34.26,,130.45,74.6,L0109-04
CMP00437,PRD0110,FOR015,NACIONAL,2025-01-08,,2025-01-16,2025-01-19,33,33,BRL,32.94,,30.25,43.65,L0110-01
CMP00438,PRD0110,FOR015,NACIONAL,2025-05-16,,2025-05-31,2025-05-31,35,35,BRL,30.71,,41.37,77.97,L0110-02
CMP00439,PRD0110,FOR015,NACIONAL,2025-10-17,,2025-11-08,2025-11-07,36,36,BRL,31.58,,59.45,32.73,L0110-03
CMP00440,PRD0110,FOR015,NACIONAL,2026-03-01,,2026-03-17,2026-03-22,75,75,BRL,30.66,,86.95,135.84,L0110-04
CMP00441,PRD0111,FOR016,NACIONAL,2025-01-14,,2025-02-06,2025-02-05,45,45,BRL,36.18,,76.98,88.14,L0111-01
CMP00442,PRD0111,FOR016,NACIONAL,2025-05-27,,2025-06-09,2025-06-11,41,41,BRL,33.26,,48.52,75.55,L0111-02
CMP00443,PRD0111,FOR016,NACIONAL,2025-10-16,,2025-11-10,2025-11-09,37,37,BRL,36.63,,65.31,47.22,L0111-03
CMP00444,PRD0111,FOR016,NACIONAL,2026-02-27,,2026-03-10,2026-03-11,81,81,BRL,34.84,,221.35,118.51,L0111-04
CMP00445,PRD0112,FOR017,NACIONAL,2025-01-15,,2025-01-28,2025-01-30,52,52,BRL,40.27,,56.49,153.19,L0112-01
CMP00446,PRD0112,FOR017,NACIONAL,2025-05-27,,2025-06-03,2025-06-01,48,48,BRL,40.43,,47.47,87.67,L0112-02
CMP00447,PRD0112,FOR017,NACIONAL,2025-10-10,,2025-10-23,2025-10-22,55,55,BRL,42.56,,93.51,160.21,L0112-03
CMP00448,PRD0112,FOR017,NACIONAL,2026-02-13,,2026-02-26,2026-03-02,98,98,BRL,44.32,,88.5,190.18,L0112-04
CMP00449,PRD0113,FOR018,NACIONAL,2025-01-19,,2025-01-30,2025-01-28,41,41,BRL,42.42,,62.73,91.45,L0113-01
CMP00450,PRD0113,FOR018,NACIONAL,2025-05-22,,2025-06-16,2025-06-15,36,36,BRL,40.8,,45.84,30.98,L0113-02
CMP00451,PRD0113,FOR018,NACIONAL,2025-10-02,,2025-10-25,2025-10-29,43,43,BRL,44.27,,63.62,109.46,L0113-03
CMP00452,PRD0113,FOR018,NACIONAL,2026-02-25,,2026-03-19,2026-03-18,86,86,BRL,41.1,,178.81,174.4,L0113-04
CMP00453,PRD0114,FOR019,NACIONAL,2025-01-02,,2025-01-22,2025-01-25,39,39,BRL,19.96,,42.58,52.36,L0114-01
CMP00454,PRD0114,FOR019,NACIONAL,2025-05-21,,2025-06-01,2025-06-06,45,45,BRL,21.0,,49.34,37.8,L0114-02
CMP00455,PRD0114,FOR019,NACIONAL,2025-10-05,,2025-10-12,2025-10-17,43,43,BRL,19.06,,29.19,31.55,L0114-03
CMP00456,PRD0114,FOR019,NACIONAL,2026-02-19,,2026-03-16,2026-03-20,90,90,BRL,21.4,,59.09,56.83,L0114-04
CMP00457,PRD0115,FOR020,NACIONAL,2025-01-10,,2025-02-01,2025-02-04,32,32,BRL,32.52,,71.98,72.77,L0115-01
CMP00458,PRD0115,FOR020,NACIONAL,2025-05-30,,2025-06-13,2025-06-17,30,30,BRL,32.43,,70.78,25.93,L0115-02
CMP00459,PRD0115,FOR020,NACIONAL,2025-10-04,,2025-10-20,2025-10-20,36,36,BRL,34.08,,31.83,45.16,L0115-03
CMP00460,PRD0115,FOR020,NACIONAL,2026-02-20,,2026-03-17,2026-03-22,73,73,BRL,34.0,,52.02,109.45,L0115-04
CMP00461,PRD0116,FOR021,NACIONAL,2025-01-17,,2025-02-10,2025-02-14,37,37,BRL,35.56,,68.91,54.72,L0116-01
CMP00462,PRD0116,FOR021,NACIONAL,2025-05-19,,2025-05-31,2025-05-31,43,43,BRL,33.99,,92.42,103.33,L0116-02
CMP00463,PRD0116,FOR021,NACIONAL,2025-10-18,,2025-11-05,2025-11-06,36,36,BRL,37.4,,35.89,62.9,L0116-03
CMP00464,PRD0116,FOR021,NACIONAL,2026-02-10,,2026-02-22,2026-02-26,86,86,BRL,37.33,,197.89,160.45,L0116-04
CMP00465,PRD0117,FOR022,NACIONAL,2025-01-12,,2025-01-23,2025-01-27,38,38,BRL,38.09,,63.93,44.4,L0117-01
CMP00466,PRD0117,FOR022,NACIONAL,2025-06-04,,2025-06-11,2025-06-12,43,43,BRL,41.9,,121.49,97.3,L0117-02
CMP00467,PRD0117,FOR022,NACIONAL,2025-09-29,,2025-10-21,2025-10-21,39,39,BRL,39.46,,39.31,54.14,L0117-03
CMP00468,PRD0117,FOR022,NACIONAL,2026-02-28,,2026-03-12,2026-03-13,75,75,BRL,42.52,,207.59,109.98,L0117-04
CMP00469,PRD0118,FOR023,NACIONAL,2025-01-05,,2025-01-23,2025-01-24,38,38,BRL,28.4,,83.72,54.71,L0118-01
CMP00470,PRD0118,FOR023,NACIONAL,2025-06-02,,2025-06-26,2025-06-26,35,35,BRL,26.18,,65.16,28.93,L0118-02
CMP00471,PRD0118,FOR023,NACIONAL,2025-10-10,,2025-10-31,2025-11-03,35,35,BRL,28.38,,23.44,25.31,L0118-03
CMP00472,PRD0118,FOR023,NACIONAL,2026-02-22,,2026-03-14,2026-03-13,65,65,BRL,26.45,,77.26,42.26,L0118-04
CMP00473,PRD0119,FOR024,NACIONAL,2025-01-10,,2025-01-29,2025-02-02,49,49,BRL,29.02,,61.86,83.77,L0119-01
CMP00474,PRD0119,FOR024,NACIONAL,2025-05-25,,2025-06-05,2025-06-08,51,51,BRL,31.11,,50.63,46.48,L0119-02
CMP00475,PRD0119,FOR024,NACIONAL,2025-10-14,,2025-10-26,2025-10-30,50,50,BRL,30.57,,58.89,64.55,L0119-03
CMP00476,PRD0119,FOR024,NACIONAL,2026-02-27,,2026-03-16,2026-03-15,94,94,BRL,32.0,,168.17,114.96,L0119-04
CMP00477,PRD0120,FOR001,NACIONAL,2025-01-18,,2025-02-08,2025-02-13,25,25,BRL,31.02,,16.11,38.83,L0120-01
CMP00478,PRD0120,FOR001,NACIONAL,2025-06-03,,2025-06-27,2025-06-30,22,22,BRL,30.45,,33.19,33.82,L0120-02
CMP00479,PRD0120,FOR001,NACIONAL,2025-10-13,,2025-10-22,2025-10-25,22,22,BRL,31.1,,54.94,33.84,L0120-03
CMP00480,PRD0120,FOR001,NACIONAL,2026-02-10,,2026-02-18,2026-02-16,48,48,BRL,31.26,,106.02,63.47,L0120-04
CMP00481,PRD0121,FOR002,NACIONAL,2025-01-18,,2025-01-28,2025-01-30,33,33,BRL,20.88,,38.02,43.13,L0121-01
CMP00482,PRD0121,FOR002,NACIONAL,2025-05-29,,2025-06-18,2025-06-18,34,34,BRL,20.47,,32.04,23.22,L0121-02
CMP00483,PRD0121,FOR002,NACIONAL,2025-09-29,,2025-10-16,2025-10-15,34,34,BRL,20.93,,32.06,37.11,L0121-03
CMP00484,PRD0121,FOR002,NACIONAL,2026-02-27,,2026-03-11,2026-03-11,73,73,BRL,20.93,,96.66,33.0,L0121-04
CMP00485,PRD0122,FOR003,NACIONAL,2025-01-07,,2025-01-23,2025-01-25,34,34,BRL,43.68,,53.74,35.22,L0122-01
CMP00486,PRD0122,FOR003,NACIONAL,2025-06-01,,2025-06-21,2025-06-21,39,39,BRL,43.9,,92.13,88.36,L0122-02
CMP00487,PRD0122,FOR003,NACIONAL,2025-10-13,,2025-10-28,2025-10-31,39,39,BRL,43.85,,124.25,32.93,L0122-03
CMP00488,PRD0122,FOR003,NACIONAL,2026-02-27,,2026-03-11,2026-03-12,77,77,BRL,40.52,,231.01,212.69,L0122-04
CMP00489,PRD0123,FOR004,NACIONAL,2025-01-13,,2025-02-02,2025-02-07,33,33,BRL,31.9,,45.12,64.6,L0123-01
CMP00490,PRD0123,FOR004,NACIONAL,2025-05-31,,2025-06-09,2025-06-13,37,37,BRL,30.11,,64.54,24.72,L0123-02
CMP00491,PRD0123,FOR004,NACIONAL,2025-10-01,,2025-10-16,2025-10-17,34,34,BRL,31.26,,79.24,25.65,L0123-03
CMP00492,PRD0123,FOR004,NACIONAL,2026-02-23,,2026-03-06,2026-03-06,67,67,BRL,32.61,,153.39,64.41,L0123-04
CMP00493,PRD0124,FOR005,NACIONAL,2025-01-17,,2025-02-03,2025-02-01,43,43,BRL,23.07,,72.75,40.01,L0124-01
CMP00494,PRD0124,FOR005,NACIONAL,2025-06-01,,2025-06-15,2025-06-14,42,42,BRL,24.01,,48.5,26.11,L0124-02
CMP00495,PRD0124,FOR005,NACIONAL,2025-10-14,,2025-10-23,2025-10-28,41,41,BRL,24.93,,20.9,41.21,L0124-03
CMP00496,PRD0124,FOR005,NACIONAL,2026-02-21,,2026-03-08,2026-03-10,88,88,BRL,23.84,,48.28,45.9,L0124-04
CMP00497,PRD0125,FOR006,NACIONAL,2025-01-18,,2025-01-26,2025-01-24,41,41,BRL,34.11,,105.58,74.38,L0125-01
CMP00498,PRD0125,FOR006,NACIONAL,2025-05-21,,2025-06-04,2025-06-08,39,39,BRL,33.66,,65.71,79.45,L0125-02
CMP00499,PRD0125,FOR006,NACIONAL,2025-10-01,,2025-10-25,2025-10-29,37,37,BRL,36.47,,61.84,73.71,L0125-03
CMP00500,PRD0125,FOR006,NACIONAL,2026-02-11,,2026-02-18,2026-02-21,77,77,BRL,32.74,,196.15,121.58,L0125-04
CMP00501,PRD0126,FOR007,NACIONAL,2025-01-08,,2025-01-23,2025-01-22,35,35,BRL,30.42,,68.53,72.83,L0126-01
CMP00502,PRD0126,FOR007,NACIONAL,2025-05-18,,2025-05-29,2025-06-01,36,36,BRL,31.86,,46.31,48.72,L0126-02
CMP00503,PRD0126,FOR007,NACIONAL,2025-10-05,,2025-10-12,2025-10-15,40,40,BRL,32.5,,43.02,72.58,L0126-03
CMP00504,PRD0126,FOR007,NACIONAL,2026-02-25,,2026-03-16,2026-03-21,79,79,BRL,32.71,,74.66,123.62,L0126-04
CMP00505,PRD0127,FOR008,NACIONAL,2025-01-17,,2025-02-10,2025-02-14,30,30,BRL,30.64,,29.32,29.35,L0127-01
CMP00506,PRD0127,FOR008,NACIONAL,2025-05-18,,2025-06-04,2025-06-08,32,32,BRL,33.42,,41.02,58.27,L0127-02
CMP00507,PRD0127,FOR008,NACIONAL,2025-10-12,,2025-10-22,2025-10-25,27,27,BRL,32.96,,30.77,26.38,L0127-03
CMP00508,PRD0127,FOR008,NACIONAL,2026-02-20,,2026-03-09,2026-03-11,60,60,BRL,30.81,,134.27,54.63,L0127-04
CMP00509,PRD0128,FOR009,NACIONAL,2025-01-19,,2025-02-07,2025-02-07,35,35,BRL,31.25,,49.29,68.41,L0128-01
CMP00510,PRD0128,FOR009,NACIONAL,2025-05-18,,2025-06-07,2025-06-05,38,38,BRL,30.8,,71.9,75.33,L0128-02
CMP00511,PRD0128,FOR009,NACIONAL,2025-10-10,,2025-10-18,2025-10-21,39,39,BRL,30.15,,33.76,76.45,L0128-03
CMP00512,PRD0128,FOR009,NACIONAL,2026-02-23,,2026-03-11,2026-03-12,75,75,BRL,29.88,,155.47,91.89,L0128-04
CMP00513,PRD0129,FOR010,NACIONAL,2025-01-11,,2025-01-31,2025-01-29,39,39,BRL,34.68,,41.34,75.89,L0129-01
CMP00514,PRD0129,FOR010,NACIONAL,2025-06-02,,2025-06-23,2025-06-22,39,39,BRL,34.05,,58.4,41.98,L0129-02
CMP00515,PRD0129,FOR010,NACIONAL,2025-10-07,,2025-10-20,2025-10-23,47,47,BRL,33.9,,128.05,46.23,L0129-03
CMP00516,PRD0129,FOR010,NACIONAL,2026-03-02,,2026-03-14,2026-03-18,94,94,BRL,35.63,,86.16,121.17,L0129-04
CMP00517,PRD0130,FOR011,NACIONAL,2025-01-13,,2025-02-03,2025-02-01,28,28,BRL,34.02,,44.45,21.23,L0130-01
CMP00518,PRD0130,FOR011,NACIONAL,2025-05-27,,2025-06-07,2025-06-09,33,33,BRL,36.46,,87.2,49.74,L0130-02
CMP00519,PRD0130,FOR011,NACIONAL,2025-10-18,,2025-11-12,2025-11-16,29,29,BRL,33.84,,40.78,53.34,L0130-03
CMP00520,PRD0130,FOR011,NACIONAL,2026-02-23,,2026-03-18,2026-03-21,63,63,BRL,36.47,,49.92,66.25,L0130-04
CMP00521,PRD0131,FOR012,NACIONAL,2025-01-05,,2025-01-14,2025-01-13,35,35,BRL,25.54,,25.39,26.23,L0131-01
CMP00522,PRD0131,FOR012,NACIONAL,2025-06-03,,2025-06-16,2025-06-15,35,35,BRL,24.93,,57.75,52.41,L0131-02
CMP00523,PRD0131,FOR012,NACIONAL,2025-10-13,,2025-10-20,2025-10-19,33,33,BRL,26.25,,21.68,56.61,L0131-03
CMP00524,PRD0131,FOR012,NACIONAL,2026-02-10,,2026-02-25,2026-03-02,67,67,BRL,25.93,,134.22,66.68,L0131-04
CMP00525,PRD0132,FOR013,NACIONAL,2025-01-11,,2025-01-29,2025-02-02,21,21,BRL,34.53,,24.91,49.71,L0132-01
CMP00526,PRD0132,FOR013,NACIONAL,2025-05-20,,2025-06-10,2025-06-10,26,26,BRL,37.07,,35.05,53.97,L0132-02
CMP00527,PRD0132,FOR013,NACIONAL,2025-10-11,,2025-11-03,2025-11-02,25,25,BRL,34.51,,68.99,44.39,L0132-03
CMP00528,PRD0132,FOR013,NACIONAL,2026-02-26,,2026-03-23,2026-03-21,46,46,BRL,33.87,,110.02,94.62,L0132-04
CMP00529,PRD0133,FOR014,NACIONAL,2025-01-18,,2025-01-31,2025-02-03,38,38,BRL,22.84,,45.49,35.15,L0133-01
CMP00530,PRD0133,FOR014,NACIONAL,2025-05-25,,2025-06-13,2025-06-15,39,39,BRL,22.63,,30.45,32.45,L0133-02
CMP00531,PRD0133,FOR014,NACIONAL,2025-10-11,,2025-10-20,2025-10-25,41,41,BRL,21.44,,42.58,46.26,L0133-03
CMP00532,PRD0133,FOR014,NACIONAL,2026-02-10,,2026-02-27,2026-03-04,88,88,BRL,20.92,,68.97,47.8,L0133-04
CMP00533,PRD0134,FOR015,NACIONAL,2025-01-09,,2025-01-18,2025-01-20,31,31,BRL,21.45,,28.57,40.04,L0134-01
CMP00534,PRD0134,FOR015,NACIONAL,2025-05-26,,2025-06-11,2025-06-10,30,30,BRL,22.42,,42.76,14.72,L0134-02
CMP00535,PRD0134,FOR015,NACIONAL,2025-10-04,,2025-10-18,2025-10-16,33,33,BRL,21.38,,33.9,23.95,L0134-03
CMP00536,PRD0134,FOR015,NACIONAL,2026-02-18,,2026-03-05,2026-03-08,56,56,BRL,22.86,,69.96,29.61,L0134-04
CMP00537,PRD0135,FOR016,NACIONAL,2025-01-02,,2025-01-18,2025-01-21,30,30,BRL,18.69,,28.99,30.67,L0135-01
CMP00538,PRD0135,FOR016,NACIONAL,2025-05-20,,2025-06-01,2025-06-04,28,28,BRL,20.18,,23.62,24.67,L0135-02
CMP00539,PRD0135,FOR016,NACIONAL,2025-09-29,,2025-10-16,2025-10-15,30,30,BRL,18.55,,40.58,20.46,L0135-03
CMP00540,PRD0135,FOR016,NACIONAL,2026-02-26,,2026-03-17,2026-03-17,65,65,BRL,18.59,,68.65,26.2,L0135-04
CMP00541,PRD0136,FOR017,NACIONAL,2025-01-03,,2025-01-26,2025-01-25,23,23,BRL,43.1,,55.61,58.95,L0136-01
CMP00542,PRD0136,FOR017,NACIONAL,2025-06-04,,2025-06-14,2025-06-12,23,23,BRL,40.31,,61.17,26.82,L0136-02
CMP00543,PRD0136,FOR017,NACIONAL,2025-10-05,,2025-10-13,2025-10-13,25,25,BRL,40.1,,41.57,37.6,L0136-03
CMP00544,PRD0136,FOR017,NACIONAL,2026-02-14,,2026-02-27,2026-03-02,46,46,BRL,40.44,,79.06,96.0,L0136-04
CMP00545,PRD0137,FOR018,NACIONAL,2025-01-07,,2025-01-16,2025-01-21,27,27,BRL,26.03,,32.37,16.87,L0137-01
CMP00546,PRD0137,FOR018,NACIONAL,2025-05-25,,2025-06-10,2025-06-09,29,29,BRL,25.59,,51.23,22.91,L0137-02
CMP00547,PRD0137,FOR018,NACIONAL,2025-10-01,,2025-10-24,2025-10-23,30,30,BRL,25.36,,40.49,37.05,L0137-03
CMP00548,PRD0137,FOR018,NACIONAL,2026-02-18,,2026-02-27,2026-03-04,63,63,BRL,25.89,,120.21,67.69,L0137-04
