compra_id;produto_id;fornecedor_id;origem_fornecedor;data_pedido_compra;data_evento_cambio;data_prevista;data_recebimento;quantidade_pedida;quantidade_recebida;moeda;valor_unitario_moeda;taxa_cambio_interna;frete_compra_brl;impostos_compra_brl;lote;data;ptax_venda;ptax_aproximada_por_data_pedido;taxa_cambio_interna_tratada;taxa_preenchida_com_ptax;spread_cambial_pct
CMP00549;PRD0138;FOR019;NACIONAL;20/01/2025;;02/02/2025;05/02/2025;25;25;BRL;25.96;;32.42;35.29;L0138-01;20/01/2025;60.498;True;;False;
CMP00429;PRD0108;FOR013;NACIONAL;20/01/2025;;02/02/2025;07/02/2025;42;42;BRL;41.9;;114.75;107.7;L0108-01;20/01/2025;60.498;True;;False;
CMP00421;PRD0106;FOR011;NACIONAL;21/01/2025;;07/02/2025;08/02/2025;42;42;BRL;30.76;;97.97;52.68;L0106-01;21/01/2025;6.044;True;;False;
CMP00393;PRD0099;FOR004;NACIONAL;21/01/2025;;02/02/2025;04/02/2025;49;49;BRL;30.43;;84.12;89.39;L0099-01;21/01/2025;6.044;True;;False;
CMP00217;PRD0055;FOR008;NACIONAL;21/01/2025;;14/02/2025;16/02/2025;60;60;BRL;39.12;;108.54;139.4;L0055-01;21/01/2025;6.044;True;;False;
CMP00229;PRD0058;FOR011;NACIONAL;21/01/2025;;09/02/2025;08/02/2025;92;92;BRL;43.66;;105.16;231.44;L0058-01;21/01/2025;6.044;True;;False;
CMP00621;PRD0156;FOR013;NACIONAL;21/01/2025;;13/02/2025;18/02/2025;31;31;BRL;12.52;;28.42;18.65;L0156-01;21/01/2025;6.044;True;;False;
CMP00562;PRD0141;FOR022;NACIONAL;16/05/2025;;02/06/2025;01/06/2025;23;23;BRL;11.39;;9.73;5.74;L0141-02;16/05/2025;56.925;True;;False;
CMP00438;PRD0110;FOR015;NACIONAL;16/05/2025;;31/05/2025;31/05/2025;35;35;BRL;30.71;;41.37;77.97;L0110-02;16/05/2025;56.925;True;;False;
CMP00142;PRD0036;FOR013;NACIONAL;16/05/2025;;09/06/2025;10/06/2025;130;130;BRL;63.49;;539.13;321.69;L0036-02;16/05/2025;56.925;True;;False;
CMP00706;PRD0177;FOR010;NACIONAL;16/05/2025;;06/06/2025;10/06/2025;20;20;BRL;11.3;;15.15;12.76;L0177-02;16/05/2025;56.925;True;;False;
CMP00594;PRD0149;FOR006;NACIONAL;16/05/2025;;10/06/2025;08/06/2025;39;39;BRL;15.0;;34.04;15.82;L0149-02;16/05/2025;56.925;True;;False;
CMP00214;PRD0054;FOR007;NACIONAL;16/05/2025;;28/05/2025;28/05/2025;96;96;BRL;96.93;;274.66;348.33;L0054-02;16/05/2025;56.925;True;;False;
CMP00186;PRD0047;FOR024;NACIONAL;16/05/2025;;27/05/2025;29/05/2025;95;95;BRL;70.94;;553.78;213.56;L0047-02;16/05/2025;56.925;True;;False;
CMP00410;PRD0103;FOR008;NACIONAL;16/05/2025;;07/06/2025;11/06/2025;40;40;BRL;41.22;;101.83;78.92;L0103-02;16/05/2025;56.925;True;;False;
CMP00342;PRD0086;FOR015;NACIONAL;16/05/2025;;29/05/2025;31/05/2025;60;60;BRL;35.09;;98.03;69.23;L0086-02;16/05/2025;56.925;True;;False;
CMP00550;PRD0138;FOR019;NACIONAL;16/05/2025;;31/05/2025;03/06/2025;27;27;BRL;24.06;;19.48;23.72;L0138-02;16/05/2025;56.925;True;;False;
CMP00678;PRD0170;FOR003;NACIONAL;17/05/2025;;25/05/2025;23/05/2025;20;20;BRL;11.91;;10.07;9.55;L0170-02;16/05/2025;56.925;True;;False;
CMP00566;PRD0142;FOR023;NACIONAL;17/05/2025;;26/05/2025;24/05/2025;37;37;BRL;6.88;;20.01;14.17;L0142-02;16/05/2025;56.925;True;;False;
CMP00570;PRD0143;FOR024;NACIONAL;17/05/2025;;29/05/2025;28/05/2025;41;41;BRL;13.67;;35.4;11.13;L0143-02;16/05/2025;56.925;True;;False;
CMP00694;PRD0174;FOR007;NACIONAL;17/05/2025;;30/05/2025;28/05/2025;32;32;BRL;12.53;;11.97;26.15;L0174-02;16/05/2025;56.925;True;;False;
CMP00390;PRD0098;FOR003;NACIONAL;17/05/2025;;06/06/2025;10/06/2025;51;51;BRL;32.94;;63.99;120.38;L0098-02;16/05/2025;56.925;True;;False;
CMP00654;PRD0164;FOR021;NACIONAL;17/05/2025;;01/06/2025;06/06/2025;36;36;BRL;7.48;;16.29;10.05;L0164-02;16/05/2025;56.925;True;;False;
CMP00502;PRD0126;FOR007;NACIONAL;18/05/2025;;29/05/2025;01/06/2025;36;36;BRL;31.86;;46.31;48.72;L0126-02;16/05/2025;56.925;True;;False;
CMP00506;PRD0127;FOR008;NACIONAL;18/05/2025;;04/06/2025;08/06/2025;32;32;BRL;33.42;;41.02;58.27;L0127-02;16/05/2025;56.925;True;;False;
CMP00510;PRD0128;FOR009;NACIONAL;18/05/2025;;07/06/2025;05/06/2025;38;38;BRL;30.8;;71.9;75.33;L0128-02;16/05/2025;56.925;True;;False;
CMP00666;PRD0167;FOR024;NACIONAL;18/05/2025;;09/06/2025;13/06/2025;21;21;BRL;6.96;;8.32;3.94;L0167-02;16/05/2025;56.925;True;;False;
CMP00182;PRD0046;FOR023;NACIONAL;18/05/2025;;25/05/2025;26/05/2025;116;116;BRL;54.26;;484.32;389.06;L0046-02;16/05/2025;56.925;True;;False;
CMP00602;PRD0151;FOR008;NACIONAL;19/05/2025;;10/06/2025;14/06/2025;20;20;BRL;10.18;;11.84;4.85;L0151-02;19/05/2025;56.591;True;;False;
CMP00554;PRD0139;FOR020;NACIONAL;19/05/2025;;28/05/2025;29/05/2025;26;26;BRL;39.66;;67.56;52.9;L0139-02;19/05/2025;56.591;True;;False;
CMP00254;PRD0064;FOR017;NACIONAL;19/05/2025;;05/06/2025;06/06/2025;55;55;BRL;43.13;;148.58;63.32;L0064-02;19/05/2025;56.591;True;;False;
CMP00662;PRD0166;FOR023;NACIONAL;19/05/2025;;07/06/2025;10/06/2025;20;20;BRL;12.21;;17.53;11.71;L0166-02;19/05/2025;56.591;True;;False;
CMP00702;PRD0176;FOR009;NACIONAL;19/05/2025;;26/05/2025;25/05/2025;20;20;BRL;11.39;;17.99;9.64;L0176-02;19/05/2025;56.591;True;;False;
CMP00130;PRD0033;FOR010;NACIONAL;19/05/2025;;04/06/2025;02/06/2025;143;143;BRL;118.04;;662.86;760.91;L0033-02;19/05/2025;56.591;True;;False;
CMP00610;PRD0153;FOR010;NACIONAL;19/05/2025;;27/05/2025;28/05/2025;20;20;BRL;13.13;;20.17;9.25;L0153-02;19/05/2025;56.591;True;;False;
CMP00462;PRD0116;FOR021;NACIONAL;19/05/2025;;31/05/2025;31/05/2025;43;43;BRL;33.99;;92.42;103.33;L0116-02;19/05/2025;56.591;True;;False;
CMP00526;PRD0132;FOR013;NACIONAL;20/05/2025;;10/06/2025;10/06/2025;26;26;BRL;37.07;;35.05;53.97;L0132-02;20/05/2025;5.662;True;;False;
CMP00194;PRD0049;FOR002;NACIONAL;20/05/2025;;29/05/2025;02/06/2025;110;110;BRL;45.93;;180.61;173.19;L0049-02;20/05/2025;5.662;True;;False;
CMP00262;PRD0066;FOR019;NACIONAL;20/05/2025;;30/05/2025;02/06/2025;79;79;BRL;67.82;;220.74;161.82;L0066-02;20/05/2025;5.662;True;;False;
CMP00538;PRD0135;FOR016;NACIONAL;20/05/2025;;01/06/2025;04/06/2025;28;28;BRL;20.18;;23.62;24.67;L0135-02;20/05/2025;5.662;True;;False;
CMP00210;PRD0053;FOR006;NACIONAL;20/05/2025;;08/06/2025;07/06/2025;93;93;BRL;69.97;;297.99;195.78;L0053-02;20/05/2025;5.662;True;;False;
CMP00454;PRD0114;FOR019;NACIONAL;21/05/2025;;01/06/2025;06/06/2025;45;45;BRL;21.0;;49.34;37.8;L0114-02;21/05/2025;56.571;True;;False;
CMP00498;PRD0125;FOR006;NACIONAL;21/05/2025;;04/06/2025;08/06/2025;39;39;BRL;33.66;;65.71;79.45;L0125-02;21/05/2025;56.571;True;;False;
CMP00598;PRD0150;FOR007;NACIONAL;21/05/2025;;15/06/2025;15/06/2025;44;44;BRL;11.16;;22.04;18.03;L0150-02;21/05/2025;56.571;True;;False;
CMP00350;PRD0088;FOR017;NACIONAL;21/05/2025;;05/06/2025;09/06/2025;42;42;BRL;25.38;;58.12;25.3;L0088-02;21/05/2025;56.571;True;;False;
CMP00346;PRD0087;FOR016;NACIONAL;21/05/2025;;29/05/2025;03/06/2025;48;48;BRL;24.19;;61.49;44.51;L0087-02;21/05/2025;56.571;True;;False;
CMP00638;PRD0160;FOR017;NACIONAL;21/05/2025;;09/06/2025;08/06/2025;21;21;BRL;15.94;;22.88;19.15;L0160-02;21/05/2025;56.571;True;;False;
CMP00450;PRD0113;FOR018;NACIONAL;22/05/2025;;16/06/2025;15/06/2025;36;36;BRL;40.8;;45.84;30.98;L0113-02;22/05/2025;5.639;True;;False;
CMP00686;PRD0172;FOR005;NACIONAL;22/05/2025;;01/06/2025;02/06/2025;20;20;BRL;12.53;;12.09;8.11;L0172-02;22/05/2025;5.639;True;;False;
CMP00586;PRD0147;FOR004;NACIONAL;22/05/2025;;02/06/2025;04/06/2025;22;22;BRL;7.64;;10.91;9.59;L0147-02;22/05/2025;5.639;True;;False;
CMP00674;PRD0169;FOR002;NACIONAL;23/05/2025;;03/06/2025;04/06/2025;23;23;BRL;6.15;;4.2;4.33;L0169-02;23/05/2025;56.932;True;;False;
CMP00338;PRD0085;FOR014;NACIONAL;23/05/2025;;10/06/2025;08/06/2025;50;50;BRL;26.3;;70.62;58.01;L0085-02;23/05/2025;56.932;True;;False;
CMP00222;PRD0056;FOR009;NACIONAL;23/05/2025;;11/06/2025;15/06/2025;91;91;BRL;62.62;;291.72;408.14;L0056-02;23/05/2025;56.932;True;;False;
CMP00298;PRD0075;FOR004;NACIONAL;23/05/2025;;08/06/2025;10/06/2025;62;62;BRL;78.14;;239.72;165.47;L0075-02;23/05/2025;56.932;True;;False;
CMP00154;PRD0039;FOR016;NACIONAL;24/05/2025;;14/06/2025;16/06/2025;118;118;BRL;74.13;;224.87;404.22;L0039-02;23/05/2025;56.932;True;;False;
CMP00358;PRD0090;FOR019;NACIONAL;24/05/2025;;09/06/2025;10/06/2025;65;65;BRL;26.88;;115.3;103.07;L0090-02;23/05/2025;56.932;True;;False;
CMP00190;PRD0048;FOR001;NACIONAL;24/05/2025;;11/06/2025;16/06/2025;129;129;BRL;47.88;;270.54;244.65;L0048-02;23/05/2025;56.932;True;;False;
CMP00606;PRD0152;FOR009;NACIONAL;24/05/2025;;09/06/2025;12/06/2025;27;27;BRL;12.7;;11.48;21.84;L0152-02;23/05/2025;56.932;True;;False;
CMP00330;PRD0083;FOR012;NACIONAL;24/05/2025;;07/06/2025;10/06/2025;53;53;BRL;44.57;;177.42;74.51;L0083-02;23/05/2025;56.932;True;;False;
CMP00394;PRD0099;FOR004;NACIONAL;24/05/2025;;12/06/2025;12/06/2025;44;44;BRL;30.75;;71.09;46.91;L0099-02;23/05/2025;56.932;True;;False;
CMP00578;PRD0145;FOR002;NACIONAL;25/05/2025;;09/06/2025;09/06/2025;23;23;BRL;8.91;;5.78;14.56;L0145-02;23/05/2025;56.932;True;;False;
CMP00546;PRD0137;FOR018;NACIONAL;25/05/2025;;10/06/2025;09/06/2025;29;29;BRL;25.59;;51.23;22.91;L0137-02;23/05/2025;56.932;True;;False;
CMP00206;PRD0052;FOR005;NACIONAL;25/05/2025;;18/06/2025;19/06/2025;93;93;BRL;64.74;;302.97;142.59;L0052-02;23/05/2025;56.932;True;;False;
CMP00530;PRD0133;FOR014;NACIONAL;25/05/2025;;13/06/2025;15/06/2025;39;39;BRL;22.63;;30.45;32.45;L0133-02;23/05/2025;56.932;True;;False;
CMP00474;PRD0119;FOR024;NACIONAL;25/05/2025;;05/06/2025;08/06/2025;51;51;BRL;31.11;;50.63;46.48;L0119-02;23/05/2025;56.932;True;;False;
CMP00430;PRD0108;FOR013;NACIONAL;25/05/2025;;07/06/2025;12/06/2025;49;49;BRL;40.55;;103.72;63.11;L0108-02;23/05/2025;56.932;True;;False;
CMP00270;PRD0068;FOR021;NACIONAL;25/05/2025;;09/06/2025;08/06/2025;69;69;BRL;48.98;;231.13;154.42;L0068-02;23/05/2025;56.932;True;;False;
CMP00422;PRD0106;FOR011;NACIONAL;25/05/2025;;08/06/2025;12/06/2025;46;46;BRL;31.19;;94.29;37.04;L0106-02;23/05/2025;56.932;True;;False;
CMP00318;PRD0080;FOR009;NACIONAL;25/05/2025;;08/06/2025;13/06/2025;63;63;BRL;22.59;;57.96;60.98;L0080-02;23/05/2025;56.932;True;;False;
CMP00682;PRD0171;FOR004;NACIONAL;26/05/2025;;13/06/2025;13/06/2025;20;20;BRL;11.27;;8.72;13.54;L0171-02;26/05/2025;56.619;True;;False;
CMP00366;PRD0092;FOR021;NACIONAL;26/05/2025;;07/06/2025;05/06/2025;49;49;BRL;28.97;;88.7;55.3;L0092-02;26/05/2025;56.619;True;;False;
CMP00362;PRD0091;FOR020;NACIONAL;26/05/2025;;02/06/2025;01/06/2025;44;44;BRL;47.59;;151.21;109.35;L0091-02;26/05/2025;56.619;True;;False;
CMP00354;PRD0089;FOR018;NACIONAL;26/05/2025;;02/06/2025;01/06/2025;46;46;BRL;43.05;;132.64;133.45;L0089-02;26/05/2025;56.619;True;;False;
CMP00290;PRD0073;FOR002;NACIONAL;26/05/2025;;05/06/2025;10/06/2025;67;67;BRL;55.75;;216.34;128.2;L0073-02;26/05/2025;56.619;True;;False;
CMP00326;PRD0082;FOR011;NACIONAL;26/05/2025;;19/06/2025;20/06/2025;40;40;BRL;27.64;;49.38;44.52;L0082-02;26/05/2025;56.619;True;;False;
CMP00534;PRD0134;FOR015;NACIONAL;26/05/2025;;11/06/2025;10/06/2025;30;30;BRL;22.42;;42.76;14.72;L0134-02;26/05/2025;56.619;True;;False;
CMP00202;PRD0051;FOR004;NACIONAL;27/05/2025;;05/06/2025;03/06/2025;75;75;BRL;68.57;;278.13;288.91;L0051-02;27/05/2025;56.539;True;;False;
CMP00150;PRD0038;FOR015;NACIONAL;27/05/2025;;12/06/2025;13/06/2025;116;116;BRL;120.24;;502.43;898.92;L0038-02;27/05/2025;56.539;True;;False;
CMP00650;PRD0163;FOR020;NACIONAL;27/05/2025;;21/06/2025;22/06/2025;29;29;BRL;11.79;;22.83;12.99;L0163-02;27/05/2025;56.539;True;;False;
CMP00138;PRD0035;FOR012;NACIONAL;27/05/2025;;05/06/2025;08/06/2025;158;158;BRL;101.83;;782.33;921.49;L0035-02;27/05/2025;56.539;True;;False;
CMP00446;PRD0112;FOR017;NACIONAL;27/05/2025;;03/06/2025;01/06/2025;48;48;BRL;40.43;;47.47;87.67;L0112-02;27/05/2025;56.539;True;;False;
CMP00518;PRD0130;FOR011;NACIONAL;27/05/2025;;07/06/2025;09/06/2025;33;33;BRL;36.46;;87.2;49.74;L0130-02;27/05/2025;56.539;True;;False;
CMP00322;PRD0081;FOR010;NACIONAL;27/05/2025;;20/06/2025;25/06/2025;49;49;BRL;36.85;;96.13;109.64;L0081-02;27/05/2025;56.539;True;;False;
CMP00442;PRD0111;FOR016;NACIONAL;27/05/2025;;09/06/2025;11/06/2025;41;41;BRL;33.26;;48.52;75.55;L0111-02;27/05/2025;56.539;True;;False;
CMP00282;PRD0071;FOR024;NACIONAL;27/05/2025;;18/06/2025;20/06/2025;64;64;BRL;74.52;;324.09;149.91;L0071-02;27/05/2025;56.539;True;;False;
CMP00266;PRD0067;FOR020;NACIONAL;28/05/2025;;21/06/2025;20/06/2025;58;58;BRL;58.94;;133.26;96.74;L0067-02;28/05/2025;56.936;True;;False;
CMP00302;PRD0076;FOR005;NACIONAL;28/05/2025;;08/06/2025;09/06/2025;64;64;BRL;87.01;;263.74;278.23;L0076-02;28/05/2025;56.936;True;;False;
CMP00558;PRD0140;FOR021;NACIONAL;28/05/2025;;07/06/2025;06/06/2025;32;32;BRL;33.96;;47.23;30.63;L0140-02;28/05/2025;56.936;True;;False;
CMP00166;PRD0042;FOR019;NACIONAL;28/05/2025;;08/06/2025;11/06/2025;105;105;BRL;122.92;;852.03;725.1;L0042-02;28/05/2025;56.936;True;;False;
CMP00482;PRD0121;FOR002;NACIONAL;29/05/2025;;18/06/2025;18/06/2025;34;34;BRL;20.47;;32.04;23.22;L0121-02;29/05/2025;56.559;True;;False;
CMP00378;PRD0095;FOR024;NACIONAL;29/05/2025;;08/06/2025;08/06/2025;56;56;BRL;20.99;;63.88;25.31;L0095-02;29/05/2025;56.559;True;;False;
CMP00622;PRD0156;FOR013;NACIONAL;29/05/2025;;17/06/2025;21/06/2025;27;27;BRL;12.65;;12.42;12.64;L0156-02;29/05/2025;56.559;True;;False;
CMP00198;PRD0050;FOR003;NACIONAL;29/05/2025;;16/06/2025;17/06/2025;124;124;BRL;88.56;;738.14;224.72;L0050-02;29/05/2025;56.559;True;;False;
CMP00658;PRD0165;FOR022;NACIONAL;29/05/2025;;06/06/2025;09/06/2025;37;37;BRL;10.15;;19.3;26.03;L0165-02;29/05/2025;56.559;True;;False;
CMP00178;PRD0045;FOR022;NACIONAL;29/05/2025;;22/06/2025;24/06/2025;97;97;BRL;64.91;;492.05;424.28;L0045-02;29/05/2025;56.559;True;;False;
CMP00670;PRD0168;FOR001;NACIONAL;29/05/2025;;10/06/2025;08/06/2025;20;20;BRL;11.3;;12.92;13.65;L0168-02;29/05/2025;56.559;True;;False;
CMP00158;PRD0040;FOR017;NACIONAL;29/05/2025;;20/06/2025;24/06/2025;135;135;BRL;116.34;;604.17;912.94;L0040-02;29/05/2025;56.559;True;;False;
CMP00458;PRD0115;FOR020;NACIONAL;30/05/2025;;13/06/2025;17/06/2025;30;30;BRL;32.43;;70.78;25.93;L0115-02;30/05/2025;57.087;True;;False;
CMP00258;PRD0065;FOR018;NACIONAL;30/05/2025;;15/06/2025;20/06/2025;88;88;BRL;73.48;;375.07;248.91;L0065-02;30/05/2025;57.087;True;;False;
CMP00246;PRD0062;FOR015;NACIONAL;30/05/2025;;12/06/2025;15/06/2025;63;63;BRL;59.95;;181.64;195.47;L0062-02;30/05/2025;57.087;True;;False;
CMP00174;PRD0044;FOR021;NACIONAL;30/05/2025;;10/06/2025;13/06/2025;111;111;BRL;41.44;;117.95;229.98;L0044-02;30/05/2025;57.087;True;;False;
CMP00274;PRD0069;FOR022;NACIONAL;30/05/2025;;24/06/2025;25/06/2025;67;67;BRL;47.66;;152.8;209.91;L0069-02;30/05/2025;57.087;True;;False;
CMP00286;PRD0072;FOR001;NACIONAL;30/05/2025;;12/06/2025;17/06/2025;52;52;BRL;86.29;;226.28;193.08;L0072-02;30/05/2025;57.087;True;;False;
CMP00634;PRD0159;FOR016;NACIONAL;30/05/2025;;20/06/2025;18/06/2025;33;33;BRL;13.89;;14.0;31.47;L0159-02;30/05/2025;57.087;True;;False;
CMP00238;PRD0060;FOR013;NACIONAL;30/05/2025;;24/06/2025;22/06/2025;83;83;BRL;47.55;;285.84;255.47;L0060-02;30/05/2025;57.087;True;;False;
CMP00242;PRD0061;FOR014;NACIONAL;30/05/2025;;23/06/2025;25/06/2025;84;84;BRL;67.33;;209.63;288.41;L0061-02;30/05/2025;57.087;True;;False;
CMP00642;PRD0161;FOR018;NACIONAL;30/05/2025;;17/06/2025;17/06/2025;28;28;BRL;6.49;;7.97;8.94;L0161-02;30/05/2025;57.087;True;;False;
CMP00426;PRD0107;FOR012;NACIONAL;31/05/2025;;21/06/2025;20/06/2025;32;32;BRL;40.21;;32.59;40.31;L0107-02;30/05/2025;57.087;True;;False;
CMP00402;PRD0101;FOR006;NACIONAL;31/05/2025;;07/06/2025;09/06/2025;38;38;BRL;40.98;;42.86;35.74;L0101-02;30/05/2025;57.087;True;;False;
CMP00614;PRD0154;FOR011;NACIONAL;31/05/2025;;24/06/2025;24/06/2025;30;30;BRL;14.84;;12.84;9.7;L0154-02;30/05/2025;57.087;True;;False;
CMP00490;PRD0123;FOR004;NACIONAL;31/05/2025;;09/06/2025;13/06/2025;37;37;BRL;30.11;;64.54;24.72;L0123-02;30/05/2025;57.087;True;;False;
CMP00406;PRD0102;FOR007;NACIONAL;31/05/2025;;14/06/2025;17/06/2025;37;37;BRL;36.41;;99.31;46.42;L0102-02;30/05/2025;57.087;True;;False;
CMP00382;PRD0096;FOR001;NACIONAL;31/05/2025;;08/06/2025;13/06/2025;40;40;BRL;24.61;;45.17;35.38;L0096-02;30/05/2025;57.087;True;;False;
CMP00374;PRD0094;FOR023;NACIONAL;31/05/2025;;11/06/2025;11/06/2025;42;42;BRL;30.82;;46.76;38.38;L0094-02;30/05/2025;57.087;True;;False;
CMP00278;PRD0070;FOR023;NACIONAL;01/06/2025;;21/06/2025;23/06/2025;73;73;BRL;78.1;;115.84;112.53;L0070-02;30/05/2025;57.087;True;;False;
CMP00434;PRD0109;FOR014;NACIONAL;01/06/2025;;26/06/2025;01/07/2025;41;41;BRL;33.55;;45.15;57.52;L0109-02;30/05/2025;57.087;True;;False;
CMP00218;PRD0055;FOR008;NACIONAL;01/06/2025;;15/06/2025;18/06/2025;56;56;BRL;38.58;;87.75;66.75;L0055-02;30/05/2025;57.087;True;;False;
CMP00582;PRD0146;FOR003;NACIONAL;01/06/2025;;22/06/2025;25/06/2025;39;39;BRL;11.34;;19.61;13.03;L0146-02;30/05/2025;57.087;True;;False;
CMP00486;PRD0122;FOR003;NACIONAL;01/06/2025;;21/06/2025;21/06/2025;39;39;BRL;43.9;;92.13;88.36;L0122-02;30/05/2025;57.087;True;;False;
CMP00494;PRD0124;FOR005;NACIONAL;01/06/2025;;15/06/2025;14/06/2025;42;42;BRL;24.01;;48.5;26.11;L0124-02;30/05/2025;57.087;True;;False;
CMP00574;PRD0144;FOR001;NACIONAL;01/06/2025;;11/06/2025;12/06/2025;29;29;BRL;10.9;;9.31;15.6;L0144-02;30/05/2025;57.087;True;;False;
CMP00514;PRD0129;FOR010;NACIONAL;02/06/2025;;23/06/2025;22/06/2025;39;39;BRL;34.05;;58.4;41.98;L0129-02;02/06/2025;56.937;True;;False;
CMP00590;PRD0148;FOR005;NACIONAL;02/06/2025;;26/06/2025;25/06/2025;32;32;BRL;6.18;;12.42;4.51;L0148-02;02/06/2025;56.937;True;;False;
CMP00690;PRD0173;FOR006;NACIONAL;02/06/2025;;20/06/2025;19/06/2025;23;23;BRL;7.63;;5.31;12.26;L0173-02;02/06/2025;56.937;True;;False;
CMP00710;PRD0178;FOR011;NACIONAL;02/06/2025;;27/06/2025;26/06/2025;20;20;BRL;9.87;;5.91;9.88;L0178-02;02/06/2025;56.937;True;;False;
CMP00618;PRD0155;FOR012;NACIONAL;02/06/2025;;13/06/2025;11/06/2025;33;33;BRL;12.2;;30.38;11.68;L0155-02;02/06/2025;56.937;True;;False;
CMP00470;PRD0118;FOR023;NACIONAL;02/06/2025;;26/06/2025;26/06/2025;35;35;BRL;26.18;;65.16;28.93;L0118-02;02/06/2025;56.937;True;;False;
CMP00170;PRD0043;FOR020;NACIONAL;02/06/2025;;17/06/2025;16/06/2025;123;123;BRL;47.19;;446.05;160.19;L0043-02;02/06/2025;56.937;True;;False;
CMP00250;PRD0063;FOR016;NACIONAL;02/06/2025;;19/06/2025;19/06/2025;74;74;BRL;86.36;;243.45;297.41;L0063-02;02/06/2025;56.937;True;;False;
CMP00478;PRD0120;FOR001;NACIONAL;03/06/2025;;27/06/2025;30/06/2025;22;22;BRL;30.45;;33.19;33.82;L0120-02;03/06/2025;56.694;True;;False;
CMP00646;PRD0162;FOR019;NACIONAL;03/06/2025;;21/06/2025;20/06/2025;27;27;BRL;10.22;;17.29;17.13;L0162-02;03/06/2025;56.694;True;;False;
CMP00134;PRD0034;FOR011;NACIONAL;03/06/2025;;22/06/2025;24/06/2025;182;182;BRL;119.28;;1480.25;572.09;L0034-02;03/06/2025;56.694;True;;False;
CMP00522;PRD0131;FOR012;NACIONAL;03/06/2025;;16/06/2025;15/06/2025;35;35;BRL;24.93;;57.75;52.41;L0131-02;03/06/2025;56.694;True;;False;
CMP00314;PRD0079;FOR008;NACIONAL;03/06/2025;;22/06/2025;24/06/2025;54;54;BRL;43.67;;91.08;133.32;L0079-02;03/06/2025;56.694;True;;False;
CMP00718;PRD0180;FOR013;NACIONAL;03/06/2025;;28/06/2025;02/07/2025;20;20;BRL;10.64;;7.47;13.91;L0180-02;03/06/2025;56.694;True;;False;
CMP00698;PRD0175;FOR008;NACIONAL;03/06/2025;;27/06/2025;26/06/2025;20;20;BRL;7.97;;4.8;9.05;L0175-02;03/06/2025;56.694;True;;False;
CMP00306;PRD0077;FOR006;NACIONAL;03/06/2025;;19/06/2025;24/06/2025;62;62;BRL;50.89;;174.34;102.79;L0077-02;03/06/2025;56.694;True;;False;
CMP00398;PRD0100;FOR005;NACIONAL;03/06/2025;;17/06/2025;22/06/2025;42;42;BRL;30.03;;58.23;78.49;L0100-02;03/06/2025;56.694;True;;False;
CMP00146;PRD0037;FOR014;NACIONAL;04/06/2025;;11/06/2025;15/06/2025;115;115;BRL;89.99;;469.91;594.86;L0037-02;04/06/2025;56.332;True;;False;
CMP00370;PRD0093;FOR022;NACIONAL;04/06/2025;;27/06/2025;26/06/2025;46;46;BRL;31.69;;98.05;42.39;L0093-02;04/06/2025;56.332;True;;False;
CMP00162;PRD0041;FOR018;NACIONAL;04/06/2025;;14/06/2025;14/06/2025;105;105;BRL;105.1;;312.67;581.83;L0041-02;04/06/2025;56.332;True;;False;
CMP00230;PRD0058;FOR011;NACIONAL;04/06/2025;;29/06/2025;03/07/2025;75;75;BRL;44.73;;84.42;200.77;L0058-02;04/06/2025;56.332;True;;False;
CMP00466;PRD0117;FOR022;NACIONAL;04/06/2025;;11/06/2025;12/06/2025;43;43;BRL;41.9;;121.49;97.3;L0117-02;04/06/2025;56.332;True;;False;
CMP00626;PRD0157;FOR014;NACIONAL;04/06/2025;;17/06/2025;19/06/2025;34;34;BRL;15.32;;25.38;19.83;L0157-02;04/06/2025;56.332;True;;False;
CMP00542;PRD0136;FOR017;NACIONAL;04/06/2025;;14/06/2025;12/06/2025;23;23;BRL;40.31;;61.17;26.82;L0136-02;04/06/2025;56.332;True;;False;
CMP00334;PRD0084;FOR013;NACIONAL;04/06/2025;;25/06/2025;30/06/2025;64;64;BRL;25.96;;93.56;86.22;L0084-02;04/06/2025;56.332;True;;False;
CMP00226;PRD0057;FOR010;NACIONAL;05/06/2025;;12/06/2025;14/06/2025;86;86;BRL;84.74;;233.9;434.77;L0057-02;05/06/2025;55.969;True;;False;
CMP00630;PRD0158;FOR015;NACIONAL;05/06/2025;;23/06/2025;25/06/2025;35;35;BRL;13.6;;16.07;10.37;L0158-02;05/06/2025;55.969;True;;False;
CMP00386;PRD0097;FOR002;NACIONAL;05/06/2025;;28/06/2025;01/07/2025;38;38;BRL;27.79;;69.14;71.9;L0097-02;05/06/2025;55.969;True;;False;
CMP00234;PRD0059;FOR012;NACIONAL;05/06/2025;;15/06/2025;20/06/2025;89;89;BRL;82.12;;518.43;459.55;L0059-02;05/06/2025;55.969;True;;False;
CMP00418;PRD0105;FOR010;NACIONAL;05/06/2025;;15/06/2025;17/06/2025;45;45;BRL;31.15;;96.85;37.96;L0105-02;05/06/2025;55.969;True;;False;
CMP00714;PRD0179;FOR012;NACIONAL;05/06/2025;;27/06/2025;30/06/2025;20;20;BRL;5.69;;6.98;5.32;L0179-02;05/06/2025;55.969;True;;False;
CMP00414;PRD0104;FOR009;NACIONAL;05/06/2025;;16/06/2025;20/06/2025;50;50;BRL;32.45;;49.19;45.82;L0104-02;05/06/2025;55.969;True;;False;
