data,campanha_id,campanha,plataforma,tipo_campanha,investimento,impressoes,cliques,sessoes,pedidos_atribuidos,novos_clientes_atribuidos,receita_atribuida
2025-12-30,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,5016,114,100,5,2,1718.26
2025-12-31,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,5476,148,117,15,8,1718.25
2025-12-01,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,1122,51,47,6,2,2168.5
2025-12-02,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,2214,82,66,6,2,2168.5
2025-12-04,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,1904,68,62,6,2,2168.5
2025-12-05,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,2336,73,67,6,2,2168.5
2025-12-09,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,1711,59,50,6,2,2168.5
2025-12-10,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,1560,60,51,6,2,2168.5
2025-12-11,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,2472,103,87,6,2,2168.5
2025-12-15,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,3108,74,63,6,2,2168.5
2025-12-17,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,1932,46,36,6,2,2168.5
2025-12-24,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,2226,53,42,6,2,2168.5
2025-12-25,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,1870,85,78,6,2,2168.5
2025-12-26,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,2385,53,45,6,2,2168.5
2025-12-29,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,4978,131,113,6,2,2168.5
2025-12-30,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.67,2304,72,63,6,2,2168.5
2025-12-31,SOC-202512,Social 12/2025,Meta Ads,SOCIAL,172.62,1078,49,40,7,7,2168.53
2025-12-02,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,629,37,30,1,0,501.99
2025-12-04,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1230,30,25,1,0,501.99
2025-12-05,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1034,47,42,1,0,501.99
2025-12-08,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1749,53,41,1,0,501.99
2025-12-09,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1224,36,33,1,0,501.99
2025-12-10,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1540,35,29,1,0,501.99
2025-12-11,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1764,49,42,1,0,501.99
2025-12-15,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1064,38,31,1,0,501.99
2025-12-16,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,594,27,21,1,0,501.99
2025-12-17,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1368,36,30,1,0,501.99
2025-12-19,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1586,61,55,1,0,501.99
2025-12-23,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1581,51,41,1,0,501.99
2025-12-25,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1463,77,69,1,0,501.99
2025-12-29,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,832,26,23,1,0,501.99
2025-12-30,INF-202512,Influencer 12/2025,Creators,INFLUENCER,97.6,1484,53,43,8,12,502.04
2026-01-01,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,4446,114,94,7,2,2800.89
2026-01-05,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,2394,114,103,7,2,2800.89
2026-01-06,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,4530,151,138,7,2,2800.89
2026-01-08,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,2842,98,77,7,2,2800.89
2026-01-09,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,1890,70,60,7,2,2800.89
2026-01-12,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,5586,147,130,7,2,2800.89
2026-01-13,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,4396,157,124,7,2,2800.89
2026-01-14,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,1992,83,74,7,2,2800.89
2026-01-15,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,2214,123,115,7,2,2800.89
2026-01-19,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,2130,142,131,7,2,2800.89
2026-01-20,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,3002,158,148,7,2,2800.89
2026-01-21,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,2889,107,95,7,2,2800.89
2026-01-26,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,1848,84,69,7,2,2800.89
2026-01-27,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,2736,72,66,7,2,2800.89
2026-01-30,SEA-202601,Search 01/2026,Google Ads,SEARCH,247.5,3402,126,113,16,5,2800.82
2026-01-01,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,3384,141,119,8,3,3124.22
2026-01-05,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,3363,177,141,8,3,3124.22
2026-01-06,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,3762,99,92,8,3,3124.22
2026-01-07,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,2502,139,115,8,3,3124.22
2026-01-08,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,3045,203,174,8,3,3124.22
2026-01-13,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,2058,98,80,8,3,3124.22
2026-01-14,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,3440,86,68,8,3,3124.22
2026-01-15,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,1950,78,61,8,3,3124.22
2026-01-16,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,3270,109,93,8,3,3124.22
2026-01-23,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,1785,105,91,8,3,3124.22
2026-01-26,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,1672,88,81,8,3,3124.22
2026-01-27,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,3927,119,94,8,3,3124.22
2026-01-28,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,5940,198,169,8,3,3124.22
2026-01-29,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.83,4644,172,161,8,3,3124.22
2026-01-30,SOC-202601,Social 01/2026,Meta Ads,SOCIAL,289.88,7735,221,197,18,5,3124.29
2026-01-02,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,4433,143,122,3,2,1515.02
2026-01-05,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,3159,81,70,3,2,1515.02
2026-01-06,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,1892,86,80,3,2,1515.02
2026-01-07,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,5375,125,103,3,2,1515.02
2026-01-09,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,2158,83,76,3,2,1515.02
2026-01-13,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,7040,176,147,3,2,1515.02
2026-01-14,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,3219,87,72,3,2,1515.02
2026-01-15,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,2910,97,89,3,2,1515.02
2026-01-16,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,4563,117,105,3,2,1515.02
2026-01-20,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,1504,94,84,3,2,1515.02
2026-01-21,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,3569,83,77,3,2,1515.02
2026-01-22,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,6650,190,176,3,2,1515.02
2026-01-23,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,4340,140,121,3,2,1515.02
2026-01-26,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,4715,205,180,3,2,1515.02
2026-01-29,INF-202601,Influencer 01/2026,Creators,INFLUENCER,305.0,3977,97,82,14,2,1515.04
2026-02-02,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,6192,144,129,7,2,2941.89
2026-02-04,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,3520,88,71,7,2,2941.89
2026-02-05,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,4018,98,80,7,2,2941.89
2026-02-06,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,3484,134,116,7,2,2941.89
2026-02-10,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,4440,120,95,7,2,2941.89
2026-02-11,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,1914,87,78,7,2,2941.89
2026-02-12,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,4704,147,129,7,2,2941.89
2026-02-16,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,3864,138,108,7,2,2941.89
2026-02-18,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,2160,90,84,7,2,2941.89
2026-02-19,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,3652,83,72,7,2,2941.89
2026-02-20,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,4815,107,86,7,2,2941.89
2026-02-23,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,4704,147,135,7,2,2941.89
2026-02-24,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,2225,89,73,7,2,2941.89
2026-02-25,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,1950,75,67,7,2,2941.89
2026-02-26,SEA-202602,Search 02/2026,Google Ads,SEARCH,262.5,5610,170,136,20,7,2941.95
2026-02-02,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,5292,147,132,9,3,3478.89
2026-02-04,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,3240,135,109,9,3,3478.89
2026-02-05,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,1853,109,89,9,3,3478.89
2026-02-10,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,3937,127,106,9,3,3478.89
2026-02-11,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,7917,203,190,9,3,3478.89
2026-02-12,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,3476,158,128,9,3,3478.89
2026-02-13,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,3080,154,128,9,3,3478.89
2026-02-16,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,1989,117,102,9,3,3478.89
2026-02-17,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,3060,153,127,9,3,3478.89
2026-02-20,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,3375,125,107,9,3,3478.89
2026-02-23,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,4770,159,124,9,3,3478.89
2026-02-24,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,2997,111,91,9,3,3478.89
2026-02-25,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,9141,277,232,9,3,3478.89
2026-02-26,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.67,1836,102,82,9,3,3478.89
2026-02-27,SOC-202602,Social 02/2026,Meta Ads,SOCIAL,357.62,2596,118,109,19,16,3478.89
2026-02-02,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,1782,66,52,3,1,1234.53
2026-02-03,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,3444,164,142,3,1,1234.53
2026-02-06,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,2575,103,92,3,1,1234.53
2026-02-09,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,5280,120,110,3,1,1234.53
2026-02-11,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,3472,124,105,3,1,1234.53
2026-02-12,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,2425,97,75,3,1,1234.53
2026-02-13,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,4988,116,94,3,1,1234.53
2026-02-17,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,1449,69,54,3,1,1234.53
2026-02-18,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,1560,65,52,3,1,1234.53
2026-02-19,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,2220,111,98,3,1,1234.53
2026-02-20,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,7626,186,150,3,1,1234.53
2026-02-23,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,2175,87,75,3,1,1234.53
2026-02-24,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,3213,153,126,3,1,1234.53
2026-02-25,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,3024,84,69,3,1,1234.53
2026-02-26,INF-202602,Influencer 02/2026,Creators,INFLUENCER,244.0,3060,68,61,7,10,1234.48
2026-03-02,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,3939,101,89,8,2,3031.84
2026-03-04,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,3336,139,126,8,2,3031.84
2026-03-06,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,2625,75,65,8,2,3031.84
2026-03-09,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,1520,76,61,8,2,3031.84
2026-03-10,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,3120,104,86,8,2,3031.84
2026-03-11,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,2701,73,60,8,2,3031.84
2026-03-13,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,4128,172,145,8,2,3031.84
2026-03-16,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,9328,212,187,8,2,3031.84
2026-03-19,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,3520,80,73,8,2,3031.84
2026-03-20,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,3720,120,112,8,2,3031.84
2026-03-23,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,6992,184,172,8,2,3031.84
2026-03-24,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,2592,96,81,8,2,3031.84
2026-03-25,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,3952,152,124,8,2,3031.84
2026-03-30,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,2431,143,113,8,2,3031.84
2026-03-31,SEA-202603,Search 03/2026,Google Ads,SEARCH,262.5,5694,146,115,14,7,3031.81
2026-03-02,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,4828,142,112,8,2,3215.63
2026-03-03,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,2646,63,49,8,2,3215.63
2026-03-05,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,2925,65,55,8,2,3215.63
2026-03-06,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,4633,113,105,8,2,3215.63
2026-03-09,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,4185,155,142,8,2,3215.63
2026-03-10,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,1134,63,54,8,2,3215.63
2026-03-12,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,1995,105,98,8,2,3215.63
2026-03-13,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,4590,102,90,8,2,3215.63
2026-03-16,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,2310,110,89,8,2,3215.63
2026-03-18,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,2565,135,119,8,2,3215.63
2026-03-19,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,2941,173,145,8,2,3215.63
2026-03-20,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,3397,79,67,8,2,3215.63
2026-03-24,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,1914,87,78,8,2,3215.63
2026-03-25,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.17,5024,157,130,8,2,3215.63
2026-03-31,SOC-202603,Social 03/2026,Meta Ads,SOCIAL,228.12,2090,95,79,20,9,3215.69
2026-03-03,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,2023,119,102,4,2,1290.77
2026-03-04,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,1620,108,101,4,2,1290.77
2026-03-05,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,4917,149,120,4,2,1290.77
2026-03-06,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,1888,118,99,4,2,1290.77
2026-03-09,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,4624,136,109,4,2,1290.77
2026-03-10,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,2016,112,94,4,2,1290.77
2026-03-11,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,6407,149,121,4,2,1290.77
2026-03-17,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,6444,179,141,4,2,1290.77
2026-03-18,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,4440,111,99,4,2,1290.77
2026-03-20,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,4560,285,236,4,2,1290.77
2026-03-24,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,2310,110,89,4,2,1290.77
2026-03-25,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,3531,107,87,4,2,1290.77
2026-03-27,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,9432,262,230,4,2,1290.77
2026-03-30,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.67,10332,252,208,4,2,1290.77
2026-03-31,INF-202603,Influencer 03/2026,Creators,INFLUENCER,406.62,3420,190,159,4,12,1290.81
2026-04-01,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,4495,145,113,7,2,2517.39
2026-04-03,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,3567,87,74,7,2,2517.39
2026-04-06,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,3492,97,80,7,2,2517.39
2026-04-08,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,6992,184,149,7,2,2517.39
2026-04-09,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,4810,185,147,7,2,2517.39
2026-04-10,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,1260,84,73,7,2,2517.39
2026-04-14,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,6384,168,141,7,2,2517.39
2026-04-15,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,1760,80,72,7,2,2517.39
2026-04-16,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,3010,86,74,7,2,2517.39
2026-04-20,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,4100,205,166,7,2,2517.39
2026-04-22,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,2295,85,69,7,2,2517.39
2026-04-24,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,2349,81,66,7,2,2517.39
2026-04-28,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,2490,83,75,7,2,2517.39
2026-04-29,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,5400,135,108,7,2,2517.39
2026-04-30,SEA-202604,Search 04/2026,Google Ads,SEARCH,255.0,1704,71,64,16,6,2517.44
2026-04-02,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,4480,112,90,9,3,2825.73
2026-04-03,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,3248,116,98,9,3,2825.73
2026-04-08,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,4680,260,210,9,3,2825.73
2026-04-10,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,1952,122,114,9,3,2825.73
2026-04-14,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,4810,130,118,9,3,2825.73
2026-04-15,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,1725,115,101,9,3,2825.73
2026-04-16,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,6096,254,235,9,3,2825.73
2026-04-17,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,4872,116,106,9,3,2825.73
2026-04-20,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,2619,97,88,9,3,2825.73
2026-04-21,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,4964,292,245,9,3,2825.73
2026-04-22,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,2839,167,139,9,3,2825.73
2026-04-23,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,5115,155,125,9,3,2825.73
2026-04-27,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,2541,121,106,9,3,2825.73
2026-04-29,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.83,5910,197,157,9,3,2825.73
2026-04-30,SOC-202604,Social 04/2026,Meta Ads,SOCIAL,363.88,3822,147,136,11,17,2825.76
2026-04-02,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,4032,192,156,4,2,1557.82
2026-04-03,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,3689,119,99,4,2,1557.82
2026-04-06,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,2295,153,122,4,2,1557.82
2026-04-08,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,11745,261,240,4,2,1557.82
2026-04-09,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,6708,172,144,4,2,1557.82
2026-04-13,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,5022,279,233,4,2,1557.82
2026-04-14,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,7250,250,196,4,2,1557.82
2026-04-15,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,4455,135,120,4,2,1557.82
2026-04-16,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,3696,112,94,4,2,1557.82
2026-04-21,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,6370,245,202,4,2,1557.82
2026-04-23,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,2865,191,158,4,2,1557.82
2026-04-24,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,5790,193,177,4,2,1557.82
2026-04-27,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,2970,135,118,4,2,1557.82
2026-04-29,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.67,3672,136,126,4,2,1557.82
2026-04-30,INF-202604,Influencer 04/2026,Creators,INFLUENCER,406.62,3440,172,139,8,12,1557.86
2026-05-04,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,4218,111,90,9,2,3222.39
2026-05-05,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,2048,128,112,9,2,3222.39
2026-05-06,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,2704,104,97,9,2,3222.39
2026-05-07,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,4464,124,106,9,2,3222.39
2026-05-11,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,8022,191,159,9,2,3222.39
2026-05-14,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,3955,113,89,9,2,3222.39
2026-05-15,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,4719,143,116,9,2,3222.39
2026-05-18,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,10101,259,202,9,2,3222.39
2026-05-19,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,3582,199,167,9,2,3222.39
2026-05-20,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,2970,198,183,9,2,3222.39
2026-05-22,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,1936,88,73,9,2,3222.39
2026-05-25,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,6435,165,138,9,2,3222.39
2026-05-26,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,5355,153,128,9,2,3222.39
2026-05-28,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,4200,105,85,9,2,3222.39
2026-05-29,SEA-202605,Search 05/2026,Google Ads,SEARCH,330.0,1914,87,73,21,16,3222.44
2026-05-01,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,6876,191,156,9,3,3389.98
2026-05-04,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,6160,220,182,9,3,3389.98
2026-05-05,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,6345,235,205,9,3,3389.98
2026-05-06,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,1380,92,79,9,3,3389.98
2026-05-07,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,3300,165,131,9,3,3389.98
2026-05-11,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,1710,90,76,9,3,3389.98
2026-05-12,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,1862,98,78,9,3,3389.98
2026-05-15,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,3630,121,105,9,3,3389.98
2026-05-18,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,2489,131,113,9,3,3389.98
2026-05-19,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,1312,82,70,9,3,3389.98
2026-05-20,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,10530,234,183,9,3,3389.98
2026-05-21,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,7421,181,142,9,3,3389.98
2026-05-22,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,3634,158,138,9,3,3389.98
2026-05-26,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.33,2052,114,103,9,3,3389.98
2026-05-27,SOC-202605,Social 05/2026,Meta Ads,SOCIAL,308.38,4118,142,128,11,8,3389.99
2026-05-01,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,5895,131,104,4,2,1881.29
2026-05-05,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,4031,139,130,4,2,1881.29
2026-05-06,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,5945,205,163,4,2,1881.29
2026-05-07,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,8148,194,152,4,2,1881.29
2026-05-08,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,3401,179,152,4,2,1881.29
2026-05-11,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,12642,301,260,4,2,1881.29
2026-05-12,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,4320,144,123,4,2,1881.29
2026-05-15,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,3696,154,136,4,2,1881.29
2026-05-19,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,2715,181,144,4,2,1881.29
2026-05-21,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,4554,207,171,4,2,1881.29
2026-05-22,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,3078,162,128,4,2,1881.29
