pedido_id,cliente_id,data_pedido,canal_venda,campanha_id,vendedor_id,status,valor_bruto_produtos,desconto_itens,desconto_pedido,frete_cobrado,frete_pago,taxa_pagamento,comissao,impostos_venda,data_prometida,data_expedicao,transportadora,urgente
PED008866,CLI003289,2025-12-24T09:40:00-03:00,ECOMMERCE,,,CONCLUÍDO,97.37,9.59,1.33,7.55,30.13,2.86,0.0,6.48,2025-12-25T18:00:00-03:00,2025-12-25T10:18:00-03:00,Expresso Interior,false
PED008867,CLI001955,2025-12-25T14:31:00-03:00,ECOMMERCE,,,CONCLUÍDO,555.14,56.36,9.96,1.71,25.35,15.19,0.0,36.66,2025-12-26T18:00:00-03:00,2025-12-26T16:53:00-03:00,Eixo Cargo,false
PED008868,CLI003117,2025-12-26T18:19:00-03:00,ECOMMERCE,,,CONCLUÍDO,459.69,47.94,5.27,1.62,15.24,9.48,0.0,30.49,2025-12-29T18:00:00-03:00,2025-12-29T09:47:00-03:00,Expresso Interior,false
PED008869,CLI002919,2025-12-11T09:01:00-03:00,ECOMMERCE,,,CANCELADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-12T18:00:00-03:00,,Rápido Sul,false
PED008870,CLI000943,2025-12-29T15:01:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,364.17,17.7,3.88,2.19,22.96,7.94,0.0,25.69,2025-12-30T18:00:00-03:00,2025-12-31T14:14:00-03:00,Rota Nacional,false
PED008871,CLI001075,2025-12-29T15:24:00-03:00,ECOMMERCE,,,CONCLUÍDO,46.52,2.26,0.2,6.17,13.91,1.43,0.0,3.3,2025-12-30T18:00:00-03:00,2025-12-30T12:05:00-03:00,Rota Nacional,false
PED008872,CLI002610,2025-12-02T18:35:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,354.64,25.38,8.15,2.49,36.67,7.91,0.0,24.08,2025-12-03T18:00:00-03:00,2025-12-05T14:46:00-03:00,Eixo Cargo,false
PED008873,CLI000138,2025-12-26T19:58:00-03:00,ECOMMERCE,,,CONCLUÍDO,139.29,8.13,1.86,4.99,15.08,3.52,0.0,9.7,2025-12-29T18:00:00-03:00,2025-12-29T07:40:00-03:00,Expresso Interior,false
PED008874,CLI001993,2025-12-19T12:13:00-03:00,ECOMMERCE,,,DEVOLVIDO_PARCIAL,462.27,37.0,11.32,1.23,22.28,16.49,0.0,31.05,2025-12-22T18:00:00-03:00,2025-12-22T09:15:00-03:00,Rota Nacional,false
PED008875,CLI004195,2025-12-26T08:54:00-03:00,ECOMMERCE,,,CONCLUÍDO,76.19,8.23,0.04,4.37,14.21,2.65,0.0,5.09,2025-12-29T18:00:00-03:00,2025-12-29T15:23:00-03:00,Expresso Interior,false
PED008876,CLI001741,2025-12-22T17:10:00-03:00,ECOMMERCE,,,CONCLUÍDO,314.62,33.84,4.28,7.73,17.68,11.16,0.0,20.74,2025-12-23T18:00:00-03:00,2025-12-23T15:08:00-03:00,Expresso Interior,false
PED008877,CLI002036,2025-12-26T10:10:00-03:00,ECOMMERCE,,,CONCLUÍDO,212.82,11.01,2.1,4.36,15.37,6.17,0.0,14.98,2025-12-29T18:00:00-03:00,2025-12-29T16:49:00-03:00,Rápido Sul,false
PED008878,CLI003854,2025-12-29T17:00:00-03:00,ECOMMERCE,SOC-202512,,CANCELADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-30T18:00:00-03:00,,Eixo Cargo,false
PED008879,CLI002142,2025-12-31T10:42:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,183.54,21.39,1.24,6.21,24.17,6.32,0.0,12.07,2026-01-01T18:00:00-03:00,2026-01-01T12:18:00-03:00,Rápido Sul,false
PED008880,CLI001989,2025-12-02T12:21:00-03:00,ECOMMERCE,,,CONCLUÍDO,719.34,38.45,15.86,0.96,17.87,25.46,0.0,49.88,2025-12-03T18:00:00-03:00,2025-12-03T10:58:00-03:00,Rápido Sul,false
PED008881,CLI002188,2025-12-29T14:26:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,488.82,56.61,7.2,1.97,27.37,11.49,0.0,31.88,2025-12-30T18:00:00-03:00,2026-01-01T11:46:00-03:00,Eixo Cargo,false
PED008882,CLI002927,2025-12-15T16:02:00-03:00,ECOMMERCE,,,CONCLUÍDO,449.5,29.63,3.14,4.19,38.67,14.3,0.0,31.25,2025-12-16T18:00:00-03:00,2025-12-16T11:53:00-03:00,Expresso Interior,false
PED008883,CLI001621,2025-12-18T13:40:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,228.42,12.2,0.01,11.28,33.51,6.86,0.0,16.22,2025-12-19T18:00:00-03:00,2025-12-19T15:33:00-03:00,Eixo Cargo,false
PED008884,CLI003607,2025-12-31T19:26:00-03:00,ECOMMERCE,,,CONCLUÍDO,472.45,38.91,1.05,1.97,20.49,14.33,0.0,32.44,2026-01-01T18:00:00-03:00,2026-01-01T12:06:00-03:00,Eixo Cargo,false
PED008885,CLI002622,2025-12-04T11:58:00-03:00,ECOMMERCE,,,DEVOLVIDO_PARCIAL,160.59,9.8,2.43,5.59,14.76,5.48,0.0,11.13,2025-12-05T18:00:00-03:00,2025-12-08T10:17:00-03:00,Rota Nacional,false
PED008886,CLI000016,2025-12-03T17:15:00-03:00,ECOMMERCE,,,CONCLUÍDO,466.57,29.44,7.9,2.14,28.88,13.54,0.0,32.19,2025-12-04T18:00:00-03:00,2025-12-04T10:14:00-03:00,Rota Nacional,false
PED008887,CLI002020,2025-12-26T13:48:00-03:00,ECOMMERCE,,,CONCLUÍDO,214.71,26.52,0.7,8.31,15.36,7.82,0.0,14.06,2025-12-29T18:00:00-03:00,2025-12-29T08:29:00-03:00,Expresso Interior,false
PED008888,CLI003025,2025-12-11T13:22:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,302.83,22.76,7.47,4.77,16.35,11.2,0.0,20.45,2025-12-12T18:00:00-03:00,2025-12-12T10:52:00-03:00,Rápido Sul,false
PED008889,CLI003989,2025-12-22T12:05:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,116.16,8.59,0.71,5.01,19.05,4.31,0.0,8.01,2025-12-23T18:00:00-03:00,2025-12-23T11:31:00-03:00,Rota Nacional,false
PED008890,CLI001818,2025-12-19T15:27:00-03:00,ECOMMERCE,,,CONCLUÍDO,208.13,11.78,4.02,9.83,18.09,5.2,0.0,14.42,2025-12-22T18:00:00-03:00,2025-12-22T09:52:00-03:00,Eixo Cargo,false
PED008891,CLI001056,2025-12-24T15:55:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,576.01,39.64,0.55,1.95,23.58,13.12,0.0,40.19,2025-12-25T18:00:00-03:00,2025-12-29T12:01:00-03:00,Eixo Cargo,false
PED008892,CLI002670,2025-12-26T09:28:00-03:00,ECOMMERCE,,,CONCLUÍDO,352.81,29.18,5.61,2.36,21.54,13.3,0.0,23.85,2025-12-29T18:00:00-03:00,2025-12-29T11:37:00-03:00,Eixo Cargo,false
PED008893,CLI003066,2025-12-18T17:15:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,431.39,30.37,10.64,1.81,18.0,10.37,0.0,29.28,2025-12-19T18:00:00-03:00,2025-12-19T07:59:00-03:00,Expresso Interior,false
PED008894,CLI003842,2025-12-22T19:24:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,258.96,15.72,2.93,9.58,26.45,5.72,0.0,18.02,2025-12-23T18:00:00-03:00,2025-12-23T07:44:00-03:00,Expresso Interior,false
PED008895,CLI002425,2025-12-26T11:06:00-03:00,ECOMMERCE,,,CONCLUÍDO,191.11,17.78,1.4,10.31,19.92,4.85,0.0,12.89,2025-12-29T18:00:00-03:00,2025-12-31T09:03:00-03:00,Rápido Sul,false
PED008896,CLI004048,2025-12-01T19:28:00-03:00,ECOMMERCE,,,CONCLUÍDO,419.52,31.01,2.04,1.41,21.98,10.05,0.0,28.99,2025-12-02T18:00:00-03:00,2025-12-04T08:48:00-03:00,Eixo Cargo,false
PED008897,CLI002865,2025-12-08T17:24:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,338.2,26.21,6.68,1.35,21.85,9.57,0.0,22.9,2025-12-09T18:00:00-03:00,2025-12-09T08:20:00-03:00,Rota Nacional,false
PED008898,CLI004069,2025-12-25T08:07:00-03:00,ECOMMERCE,,,CONCLUÍDO,791.28,75.78,1.46,2.12,20.62,28.85,0.0,53.55,2025-12-26T18:00:00-03:00,2025-12-26T11:22:00-03:00,Eixo Cargo,false
PED008899,CLI001981,2025-12-18T12:31:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,432.8,24.71,7.37,1.03,16.21,10.35,0.0,30.05,2025-12-19T18:00:00-03:00,2025-12-19T09:20:00-03:00,Expresso Interior,false
PED008900,CLI001005,2025-12-29T14:25:00-03:00,ECOMMERCE,INF-202512,,CONCLUÍDO,368.29,16.79,7.04,1.35,16.79,10.32,0.0,25.83,2025-12-30T18:00:00-03:00,2025-12-30T11:51:00-03:00,Expresso Interior,false
PED008901,CLI001768,2025-12-29T12:28:00-03:00,ECOMMERCE,,,CONCLUÍDO,319.73,37.69,4.94,4.97,16.04,9.38,0.0,20.78,2025-12-30T18:00:00-03:00,2025-12-30T14:25:00-03:00,Expresso Interior,false
PED008902,CLI001187,2025-12-26T16:43:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,837.52,54.37,0.88,2.33,25.16,21.48,0.0,58.67,2025-12-29T18:00:00-03:00,2025-12-29T15:55:00-03:00,Rápido Sul,false
PED008903,CLI002278,2025-12-08T13:22:00-03:00,ECOMMERCE,,,CANCELADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-09T18:00:00-03:00,,Rota Nacional,false
PED008904,CLI001742,2025-12-16T09:14:00-03:00,ECOMMERCE,,,CONCLUÍDO,518.82,22.67,7.38,2.1,24.32,17.55,0.0,36.66,2025-12-17T18:00:00-03:00,2025-12-17T08:06:00-03:00,Expresso Interior,false
PED008905,CLI000346,2025-12-29T15:30:00-03:00,ECOMMERCE,,,CONCLUÍDO,277.98,17.24,2.33,5.26,20.06,7.93,0.0,19.38,2025-12-30T18:00:00-03:00,2025-12-31T16:04:00-03:00,Expresso Interior,false
PED008906,CLI000787,2025-12-11T18:33:00-03:00,ECOMMERCE,,,CONCLUÍDO,175.86,16.3,2.39,15.84,34.64,3.93,0.0,11.79,2025-12-12T18:00:00-03:00,2025-12-12T08:58:00-03:00,Rota Nacional,false
PED008907,CLI001397,2025-12-01T18:59:00-03:00,ECOMMERCE,,,CONCLUÍDO,1394.17,111.77,4.0,3.07,41.59,37.74,0.0,95.88,2025-12-02T18:00:00-03:00,2025-12-02T08:22:00-03:00,Eixo Cargo,false
PED008908,CLI002273,2025-12-25T17:22:00-03:00,ECOMMERCE,,,CONCLUÍDO,72.63,4.19,0.7,4.84,18.0,2.76,0.0,5.08,2025-12-26T18:00:00-03:00,2025-12-26T16:58:00-03:00,Expresso Interior,false
PED008909,CLI002368,2025-12-09T15:20:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,303.66,35.12,7.28,10.03,27.42,8.11,0.0,19.59,2025-12-10T18:00:00-03:00,2025-12-10T07:15:00-03:00,Eixo Cargo,false
PED008910,CLI000485,2025-12-09T10:01:00-03:00,ECOMMERCE,,,CONCLUÍDO,406.89,31.86,1.94,3.79,37.8,15.25,0.0,27.98,2025-12-10T18:00:00-03:00,2025-12-10T11:57:00-03:00,Rápido Sul,false
PED008911,CLI001396,2025-12-30T16:24:00-03:00,ECOMMERCE,,,CONCLUÍDO,249.28,20.97,3.11,8.18,20.11,5.87,0.0,16.89,2025-12-31T18:00:00-03:00,2025-12-31T14:35:00-03:00,Expresso Interior,false
PED008912,CLI002587,2025-12-25T11:09:00-03:00,ECOMMERCE,,,CONCLUÍDO,148.08,13.22,0.68,5.04,14.76,4.44,0.0,10.06,2025-12-26T18:00:00-03:00,2025-12-26T10:42:00-03:00,Eixo Cargo,false
PED008913,CLI002607,2025-12-24T13:54:00-03:00,ECOMMERCE,,,CONCLUÍDO,226.35,22.68,5.57,13.08,33.08,8.15,0.0,14.86,2025-12-25T18:00:00-03:00,2025-12-25T09:35:00-03:00,Rápido Sul,false
PED008914,CLI002920,2025-12-31T13:26:00-03:00,ECOMMERCE,,,CONCLUÍDO,351.55,29.39,0.58,1.44,20.17,13.06,0.0,24.12,2026-01-01T18:00:00-03:00,2026-01-01T08:36:00-03:00,Eixo Cargo,false
PED008915,CLI000528,2025-12-08T14:32:00-03:00,ECOMMERCE,,,CONCLUÍDO,97.02,5.66,0.75,4.6,14.58,2.37,0.0,6.8,2025-12-09T18:00:00-03:00,2025-12-09T07:10:00-03:00,Rota Nacional,false
PED008916,CLI002924,2025-12-25T11:06:00-03:00,ECOMMERCE,,,CONCLUÍDO,343.22,39.88,5.56,6.1,16.49,12.05,0.0,22.33,2025-12-26T18:00:00-03:00,2025-12-26T08:26:00-03:00,Rota Nacional,false
PED008917,CLI002117,2025-12-26T19:20:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,622.98,57.24,12.22,1.04,18.64,22.36,0.0,41.51,2025-12-29T18:00:00-03:00,2025-12-29T11:21:00-03:00,Rápido Sul,false
PED008918,CLI000177,2025-12-10T18:14:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,86.47,6.28,2.14,5.43,13.87,2.6,0.0,5.85,2025-12-11T18:00:00-03:00,2025-12-11T12:07:00-03:00,Eixo Cargo,false
PED008919,CLI003553,2025-12-26T14:40:00-03:00,ECOMMERCE,,,CONCLUÍDO,801.26,45.21,15.65,2.06,40.15,28.98,0.0,55.53,2025-12-29T18:00:00-03:00,2025-12-30T09:11:00-03:00,Rota Nacional,false
PED008920,CLI001962,2025-12-03T11:43:00-03:00,ECOMMERCE,,,CONCLUÍDO,818.67,99.32,3.56,1.92,18.78,27.32,0.0,53.68,2025-12-04T18:00:00-03:00,2025-12-04T14:04:00-03:00,Eixo Cargo,false
PED008921,CLI003493,2025-12-16T18:55:00-03:00,ECOMMERCE,,,CONCLUÍDO,345.64,30.61,4.53,1.62,16.27,10.74,0.0,23.29,2025-12-17T18:00:00-03:00,2025-12-17T11:36:00-03:00,Rápido Sul,false
PED008922,CLI003729,2025-12-12T19:34:00-03:00,ECOMMERCE,,,CONCLUÍDO,199.09,22.98,1.95,8.3,15.64,5.38,0.0,13.06,2025-12-15T18:00:00-03:00,2025-12-15T13:42:00-03:00,Eixo Cargo,false
PED008923,CLI002790,2025-12-02T15:24:00-03:00,ECOMMERCE,,,CONCLUÍDO,903.57,49.04,6.02,1.94,33.58,33.21,0.0,63.64,2025-12-03T18:00:00-03:00,2025-12-04T15:23:00-03:00,Eixo Cargo,false
PED008924,CLI001341,2025-12-26T12:09:00-03:00,ECOMMERCE,,,CONCLUÍDO,274.96,12.81,1.46,7.62,16.66,9.12,0.0,19.55,2025-12-29T18:00:00-03:00,2025-12-30T07:52:00-03:00,Eixo Cargo,false
PED008925,CLI003046,2025-12-08T10:10:00-03:00,ECOMMERCE,,,CONCLUÍDO,776.48,56.99,5.33,1.73,18.11,19.86,0.0,53.56,2025-12-09T18:00:00-03:00,2025-12-09T10:09:00-03:00,Expresso Interior,false
PED008926,CLI001321,2025-12-05T14:32:00-03:00,ECOMMERCE,,,DEVOLVIDO_PARCIAL,182.66,21.48,1.43,5.64,19.01,3.79,0.0,11.98,2025-12-08T18:00:00-03:00,2025-12-08T10:36:00-03:00,Rápido Sul,false
PED008927,CLI000012,2025-12-05T19:30:00-03:00,ECOMMERCE,,,CONCLUÍDO,229.1,17.8,0.65,7.11,20.31,6.13,0.0,15.8,2025-12-08T18:00:00-03:00,2025-12-08T13:14:00-03:00,Rota Nacional,false
PED008928,CLI003342,2025-12-29T12:57:00-03:00,ECOMMERCE,,,DEVOLVIDO_PARCIAL,529.35,36.79,11.81,1.24,22.47,11.67,0.0,36.06,2025-12-30T18:00:00-03:00,2025-12-30T12:06:00-03:00,Expresso Interior,false
PED008929,CLI001872,2025-12-04T11:04:00-03:00,ECOMMERCE,,,CONCLUÍDO,172.99,19.65,1.37,7.76,14.96,3.82,0.0,11.4,2025-12-05T18:00:00-03:00,2025-12-05T08:40:00-03:00,Expresso Interior,false
PED008930,CLI001519,2025-12-30T10:02:00-03:00,ECOMMERCE,,,CONCLUÍDO,649.68,53.11,8.47,1.41,17.88,19.96,0.0,44.11,2025-12-31T18:00:00-03:00,2025-12-31T17:20:00-03:00,Rápido Sul,false
PED008931,CLI000682,2025-12-02T11:16:00-03:00,ECOMMERCE,,,CONCLUÍDO,404.47,30.7,8.34,2.14,23.17,12.56,0.0,27.41,2025-12-03T18:00:00-03:00,2025-12-03T16:13:00-03:00,Rota Nacional,false
PED008932,CLI002647,2025-12-25T12:59:00-03:00,ECOMMERCE,,,CONCLUÍDO,684.73,33.66,10.77,1.34,24.48,21.61,0.0,48.02,2025-12-26T18:00:00-03:00,2025-12-26T08:35:00-03:00,Rota Nacional,false
PED008933,CLI002976,2025-12-02T11:19:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,219.8,24.98,0.49,4.61,15.82,7.33,0.0,14.57,2025-12-03T18:00:00-03:00,2025-12-03T07:54:00-03:00,Eixo Cargo,false
PED008934,CLI001011,2025-12-15T17:57:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,97.46,10.07,1.92,3.72,14.58,2.1,0.0,6.41,2025-12-16T18:00:00-03:00,2025-12-16T08:48:00-03:00,Rota Nacional,false
PED008935,CLI002396,2025-12-16T19:16:00-03:00,ECOMMERCE,,,CONCLUÍDO,376.74,30.08,4.12,1.36,19.6,8.18,0.0,25.69,2025-12-17T18:00:00-03:00,2025-12-17T11:01:00-03:00,Rápido Sul,false
PED008936,CLI001326,2025-12-05T15:56:00-03:00,ECOMMERCE,,,CONCLUÍDO,19.65,1.58,0.08,4.61,13.71,0.5,0.0,1.35,2025-12-08T18:00:00-03:00,2025-12-08T15:10:00-03:00,Rota Nacional,false
PED008937,CLI003990,2025-12-31T16:05:00-03:00,ECOMMERCE,,,CONCLUÍDO,336.72,20.41,3.97,1.3,23.69,9.41,0.0,23.43,2026-01-01T18:00:00-03:00,2026-01-01T09:02:00-03:00,Expresso Interior,false
PED008938,CLI000137,2025-12-30T15:26:00-03:00,ECOMMERCE,,,CONCLUÍDO,606.52,43.15,0.4,1.78,26.7,19.02,0.0,42.22,2025-12-31T18:00:00-03:00,2026-01-01T09:18:00-03:00,Expresso Interior,false
PED008939,CLI003663,2025-12-15T09:32:00-03:00,ECOMMERCE,,,CANCELADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-16T18:00:00-03:00,,Rota Nacional,false
PED008940,CLI001687,2025-12-02T12:57:00-03:00,ECOMMERCE,,,CONCLUÍDO,478.31,50.58,0.41,2.6,28.12,11.12,0.0,32.05,2025-12-03T18:00:00-03:00,2025-12-03T13:59:00-03:00,Eixo Cargo,false
PED008941,CLI002917,2025-12-09T16:36:00-03:00,ECOMMERCE,,,CONCLUÍDO,942.99,101.81,1.15,1.33,20.56,32.02,0.0,63.0,2025-12-10T18:00:00-03:00,2025-12-10T09:29:00-03:00,Rápido Sul,false
PED008942,CLI003866,2025-12-30T14:04:00-03:00,ECOMMERCE,,,CONCLUÍDO,116.21,13.44,0.05,12.66,29.12,3.93,0.0,7.7,2025-12-31T18:00:00-03:00,2025-12-31T09:28:00-03:00,Eixo Cargo,false
PED008943,CLI000266,2025-12-18T14:18:00-03:00,ECOMMERCE,,,CONCLUÍDO,323.42,36.22,7.04,8.66,15.93,8.76,0.0,21.01,2025-12-19T18:00:00-03:00,2025-12-19T07:39:00-03:00,Eixo Cargo,false
PED008944,CLI001896,2025-12-24T17:07:00-03:00,ECOMMERCE,,,CONCLUÍDO,112.27,5.19,0.48,5.77,14.45,3.57,0.0,8.0,2025-12-25T18:00:00-03:00,2025-12-25T13:50:00-03:00,Rota Nacional,false
PED008945,CLI002912,2025-12-12T14:57:00-03:00,ECOMMERCE,,,CONCLUÍDO,226.35,12.4,3.99,6.85,19.86,6.5,0.0,15.75,2025-12-15T18:00:00-03:00,2025-12-15T08:15:00-03:00,Eixo Cargo,false
PED008946,CLI003835,2025-12-31T08:58:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,662.68,65.65,3.66,1.91,20.55,15.3,0.0,44.5,2026-01-01T18:00:00-03:00,2026-01-01T17:08:00-03:00,Eixo Cargo,false
PED008947,CLI004056,2025-12-31T14:42:00-03:00,ECOMMERCE,,,CONCLUÍDO,89.16,8.58,0.22,11.57,21.38,2.18,0.0,6.03,2026-01-01T18:00:00-03:00,2026-01-01T15:54:00-03:00,Expresso Interior,false
PED008948,CLI000873,2025-12-15T09:52:00-03:00,ECOMMERCE,,,CONCLUÍDO,158.72,10.54,3.87,10.27,22.42,4.59,0.0,10.82,2025-12-16T18:00:00-03:00,2025-12-16T11:15:00-03:00,Rota Nacional,false
PED008949,CLI000407,2025-12-22T15:36:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,77.09,9.26,1.78,4.64,13.73,2.1,0.0,4.95,2025-12-23T18:00:00-03:00,2025-12-23T16:15:00-03:00,Rota Nacional,false
PED008950,CLI001294,2025-12-31T16:45:00-03:00,ECOMMERCE,,,CONCLUÍDO,1127.3,131.44,6.02,1.79,23.25,40.76,0.0,74.24,2026-01-01T18:00:00-03:00,2026-01-01T08:14:00-03:00,Rápido Sul,false
PED008951,CLI001944,2025-12-02T19:51:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,98.82,12.31,1.89,6.6,13.8,2.52,0.0,6.35,2025-12-03T18:00:00-03:00,2025-12-03T13:24:00-03:00,Expresso Interior,false
PED008952,CLI001657,2025-12-01T08:15:00-03:00,ECOMMERCE,,,CONCLUÍDO,490.11,55.53,0.09,1.56,22.42,14.65,0.0,32.59,2025-12-02T18:00:00-03:00,2025-12-02T08:18:00-03:00,Eixo Cargo,false
PED008953,CLI002830,2025-12-23T17:02:00-03:00,ECOMMERCE,,,CONCLUÍDO,333.64,16.56,5.75,0.93,16.17,12.23,0.0,23.35,2025-12-24T18:00:00-03:00,2025-12-24T10:48:00-03:00,Rápido Sul,false
PED008954,CLI000052,2025-12-12T08:23:00-03:00,ECOMMERCE,,,CONCLUÍDO,476.89,42.34,3.27,1.37,16.51,17.27,0.0,32.35,2025-12-15T18:00:00-03:00,2025-12-15T09:14:00-03:00,Eixo Cargo,false
PED008955,CLI003762,2025-12-08T13:20:00-03:00,ECOMMERCE,,,CONCLUÍDO,420.93,24.91,5.14,1.24,15.44,15.44,0.0,29.32,2025-12-09T18:00:00-03:00,2025-12-09T11:07:00-03:00,Expresso Interior,false
PED008956,CLI001022,2025-12-08T17:33:00-03:00,ECOMMERCE,,,CONCLUÍDO,192.68,13.11,0.9,7.98,19.37,4.24,0.0,13.4,2025-12-09T18:00:00-03:00,2025-12-10T13:32:00-03:00,Eixo Cargo,false
PED008957,CLI000483,2025-12-31T11:26:00-03:00,ECOMMERCE,,,CONCLUÍDO,145.19,12.02,0.01,15.63,30.24,3.44,0.0,9.99,2026-01-01T18:00:00-03:00,2026-01-01T10:07:00-03:00,Eixo Cargo,false
PED008958,CLI001606,2025-12-31T12:49:00-03:00,ECOMMERCE,,,CONCLUÍDO,411.28,36.46,8.45,1.35,26.83,12.13,0.0,27.48,2026-01-01T18:00:00-03:00,2026-01-01T09:11:00-03:00,Expresso Interior,false
PED008959,CLI001382,2025-12-30T14:25:00-03:00,ECOMMERCE,,,CONCLUÍDO,295.19,16.15,1.38,6.95,23.14,10.8,0.0,20.82,2025-12-31T18:00:00-03:00,2025-12-31T10:43:00-03:00,Rota Nacional,false
PED008960,CLI003858,2025-12-18T19:06:00-03:00,ECOMMERCE,,,CONCLUÍDO,329.72,31.59,2.84,7.92,16.41,7.5,0.0,22.15,2025-12-19T18:00:00-03:00,2025-12-19T09:43:00-03:00,Eixo Cargo,false
PED008961,CLI001242,2025-12-19T13:12:00-03:00,ECOMMERCE,SEA-202512,,CONCLUÍDO,444.59,33.39,8.58,2.27,25.6,15.55,0.0,30.2,2025-12-22T18:00:00-03:00,2025-12-22T17:09:00-03:00,Eixo Cargo,false
PED008962,CLI003493,2025-12-23T11:51:00-03:00,ECOMMERCE,,,CANCELADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-24T18:00:00-03:00,,Expresso Interior,false
PED008963,CLI003907,2025-12-22T08:32:00-03:00,ECOMMERCE,,,CONCLUÍDO,363.81,42.39,5.74,1.42,16.17,13.22,0.0,23.68,2025-12-23T18:00:00-03:00,2025-12-23T17:02:00-03:00,Expresso Interior,false
PED008964,CLI000865,2025-12-25T08:01:00-03:00,ECOMMERCE,,,CONCLUÍDO,109.17,12.18,1.7,7.98,15.23,2.78,0.0,7.15,2025-12-26T18:00:00-03:00,2025-12-29T09:45:00-03:00,Rápido Sul,false
PED008965,CLI003081,2025-12-31T08:17:00-03:00,ECOMMERCE,,,CONCLUÍDO,1065.23,70.49,9.93,3.65,41.44,39.0,0.0,73.86,2026-01-01T18:00:00-03:00,2026-01-01T10:50:00-03:00,Rápido Sul,false
PED008966,CLI002771,2025-12-23T09:42:00-03:00,ECOMMERCE,,,CONCLUÍDO,486.17,50.39,5.52,2.28,28.35,12.19,0.0,32.27,2025-12-24T18:00:00-03:00,2025-12-24T14:42:00-03:00,Eixo Cargo,false
PED008967,CLI003035,2025-12-12T14:30:00-03:00,ECOMMERCE,SEA-202512,,DEVOLVIDO_PARCIAL,812.48,78.54,13.89,2.19,39.7,23.22,0.0,54.0,2025-12-15T18:00:00-03:00,2025-12-16T07:27:00-03:00,Expresso Interior,false
PED008968,CLI003337,2025-12-08T12:50:00-03:00,ECOMMERCE,INF-202512,,DEVOLVIDO_PARCIAL,149.47,10.04,0.17,4.86,19.33,5.81,0.0,10.44,2025-12-09T18:00:00-03:00,2025-12-10T09:44:00-03:00,Rota Nacional,false
PED008969,CLI002944,2025-12-08T17:22:00-03:00,ECOMMERCE,SEA-202512,,CANCELADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-09T18:00:00-03:00,,Rápido Sul,false
PED008970,CLI001665,2025-12-08T14:40:00-03:00,ECOMMERCE,SEA-202512,,CANCELADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-09T18:00:00-03:00,,Rota Nacional,false
PED008971,CLI001109,2025-12-29T10:30:00-03:00,ECOMMERCE,,,CONCLUÍDO,52.44,7.09,0.26,11.42,23.46,1.25,0.0,3.38,2025-12-30T18:00:00-03:00,2025-12-30T08:47:00-03:00,Expresso Interior,false
PED008972,CLI000728,2025-12-24T11:24:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,867.75,42.8,5.2,1.94,26.47,29.91,0.0,61.48,2025-12-25T18:00:00-03:00,2025-12-25T08:48:00-03:00,Expresso Interior,false
PED008973,CLI002427,2025-12-10T08:41:00-03:00,ECOMMERCE,SOC-202512,,CONCLUÍDO,267.96,19.29,3.5,5.36,16.25,8.59,0.0,18.39,2025-12-11T18:00:00-03:00,2025-12-11T10:21:00-03:00,Eixo Cargo,false
PED008974,CLI000731,2025-12-09T16:54:00-03:00,ECOMMERCE,,,CONCLUÍDO,142.2,16.25,0.97,6.99,19.83,4.78,0.0,9.37,2025-12-10T18:00:00-03:00,2025-12-10T12:03:00-03:00,Rápido Sul,false
PED008975,CLI000076,2025-12-31T18:04:00-03:00,ECOMMERCE,INF-202512,,CONCLUÍDO,125.37,12.89,0.49,10.85,19.9,4.17,0.0,8.4,2026-01-01T18:00:00-03:00,2026-01-01T16:58:00-03:00,Rota Nacional,false
