pedido_id,produto_id,quantidade,preco_unitario_bruto,desconto_item,custo_unitario_historico,quantidade_cancelada
PED008120,PRD0077,1,85.37,11.19,51.2,0
PED008120,PRD0004,1,139.97,20.73,73.6,0
PED008120,PRD0043,1,82.01,11.07,47.13,0
PED008121,PRD0001,1,95.23,11.13,53.15,0
PED008122,PRD0005,1,0.0,0.0,0.0,1
PED008123,PRD0035,2,174.25,60.29,98.6,0
PED008123,PRD0008,6,162.37,206.94,96.25,0
PED008123,PRD0052,1,122.02,20.96,66.63,0
PED008123,PRD0017,1,219.3,45.24,110.06,0
PED008124,PRD0007,1,0.0,0.0,0.0,1
PED008125,PRD0046,1,90.57,9.64,55.6,0
PED008125,PRD0001,1,88.99,8.9,51.69,0
PED008126,PRD0008,3,161.36,77.56,95.93,0
PED008126,PRD0056,1,123.03,14.5,67.11,0
PED008127,PRD0003,1,157.43,19.59,84.31,0
PED008128,PRD0004,2,131.65,30.56,74.63,0
PED008129,PRD0001,1,93.58,12.71,50.11,0
PED008129,PRD0027,1,197.45,20.32,114.61,0
PED008129,PRD0003,1,145.11,15.06,87.22,0
PED008130,PRD0132,1,64.68,7.29,35.71,0
PED008131,PRD0092,1,65.18,8.32,28.55,0
PED008131,PRD0003,1,153.03,16.34,82.37,0
PED008132,PRD0054,1,159.64,25.42,91.94,0
PED008132,PRD0003,1,147.7,21.25,81.59,0
PED008133,PRD0110,1,66.6,10.29,32.15,0
PED008134,PRD0002,1,118.75,18.69,67.01,0
PED008134,PRD0004,4,136.08,77.3,74.95,0
PED008135,PRD0127,5,56.47,23.33,32.56,0
PED008135,PRD0042,1,191.48,18.08,117.22,0
PED008136,PRD0074,1,99.68,14.18,57.27,0
PED008136,PRD0004,1,130.93,13.58,76.05,0
PED008136,PRD0165,1,19.52,2.26,10.64,0
PED008137,PRD0050,2,146.71,37.12,91.28,0
PED008137,PRD0020,1,110.52,13.35,67.7,0
PED008138,PRD0002,1,115.81,19.71,62.48,0
PED008139,PRD0004,2,130.38,35.42,75.16,0
PED008140,PRD0035,1,162.59,14.32,97.26,0
PED008140,PRD0037,1,167.49,18.62,94.61,0
PED008140,PRD0002,1,125.29,16.65,62.69,0
PED008140,PRD0001,2,92.85,21.98,49.7,0
PED008141,PRD0001,1,88.35,11.5,50.92,0
PED008141,PRD0003,1,142.22,17.6,84.53,0
PED008142,PRD0016,1,135.93,14.92,73.68,0
PED008142,PRD0005,1,157.36,22.41,86.06,0
PED008143,PRD0003,1,160.69,23.78,83.21,0
PED008144,PRD0001,1,92.79,7.5,51.92,0
PED008145,PRD0001,1,86.17,12.07,51.38,0
PED008145,PRD0005,4,147.17,84.86,86.05,0
PED008145,PRD0006,2,133.99,34.32,71.61,0
PED008146,PRD0025,2,143.09,42.28,70.54,0
PED008146,PRD0078,1,144.92,19.46,82.65,0
PED008147,PRD0069,1,84.92,9.78,49.34,0
PED008147,PRD0020,1,115.99,16.81,64.1,0
PED008147,PRD0146,1,18.37,2.35,10.72,0
PED008148,PRD0081,2,79.59,14.71,38.34,0
PED008148,PRD0027,1,194.57,20.62,114.37,0
PED008148,PRD0048,1,76.55,7.62,44.59,0
PED008149,PRD0023,5,205.68,89.26,118.05,0
PED008149,PRD0001,1,94.53,7.35,50.32,0
PED008149,PRD0018,1,88.52,6.94,51.06,0
PED008149,PRD0003,1,146.86,12.21,81.89,0
PED008150,PRD0062,1,113.1,19.61,60.14,0
PED008150,PRD0014,1,135.69,21.91,72.3,0
PED008150,PRD0012,1,181.83,25.71,98.17,0
PED008151,PRD0002,1,119.4,11.47,64.15,0
PED008151,PRD0030,1,158.73,17.39,85.35,0
PED008152,PRD0031,4,184.67,99.09,87.66,0
PED008152,PRD0002,1,122.43,16.09,62.11,0
PED008153,PRD0010,1,122.15,14.3,67.36,0
PED008154,PRD0021,1,117.2,18.62,65.63,0
PED008154,PRD0007,2,100.02,27.59,55.73,0
PED008154,PRD0006,1,135.57,22.56,72.86,0
PED008155,PRD0128,1,50.31,7.24,29.03,0
PED008155,PRD0005,3,158.25,91.63,83.61,0
PED008155,PRD0004,1,136.59,22.5,72.53,0
PED008156,PRD0020,1,119.88,21.54,65.1,0
PED008156,PRD0011,1,109.5,14.6,55.63,0
PED008157,PRD0008,1,175.99,22.97,95.28,0
PED008157,PRD0116,1,60.66,8.93,36.13,0
PED008157,PRD0007,2,107.93,25.39,53.41,0
PED008157,PRD0061,2,121.47,31.99,67.15,0
PED008158,PRD0034,1,193.8,31.9,113.65,0
PED008159,PRD0104,1,74.15,11.97,33.56,0
PED008159,PRD0003,1,145.77,27.53,82.3,0
PED008160,PRD0004,1,145.21,14.76,74.49,0
PED008160,PRD0092,1,67.3,9.06,29.17,0
PED008160,PRD0007,1,106.78,9.33,52.05,0
PED008160,PRD0043,1,81.14,10.53,47.19,0
PED008161,PRD0001,1,86.21,15.3,49.8,0
PED008162,PRD0002,1,125.77,16.53,63.22,0
PED008162,PRD0010,1,120.16,17.8,67.9,0
PED008163,PRD0022,3,114.36,52.89,59.74,0
PED008163,PRD0017,1,207.55,38.84,108.48,0
PED008164,PRD0158,1,22.21,2.08,13.4,0
PED008165,PRD0036,1,118.09,15.03,60.98,0
PED008166,PRD0001,1,0.0,0.0,0.0,1
PED008167,PRD0063,1,152.22,21.32,85.44,0
PED008167,PRD0002,1,120.57,17.34,67.19,0
PED008168,PRD0006,1,137.01,16.38,72.78,0
PED008169,PRD0005,1,157.11,15.95,86.06,0
PED008170,PRD0009,2,163.52,43.22,88.42,0
PED008170,PRD0015,1,196.53,35.74,104.91,0
PED008170,PRD0003,1,155.14,24.18,86.39,0
PED008170,PRD0006,1,138.22,21.99,75.02,0
PED008171,PRD0141,1,20.11,2.78,11.54,0
PED008171,PRD0001,1,87.22,15.21,49.12,0
PED008171,PRD0017,1,198.5,28.25,109.74,0
PED008171,PRD0003,1,154.24,22.28,84.52,0
PED008172,PRD0084,1,63.82,10.81,27.88,0
PED008173,PRD0001,1,88.37,8.61,52.84,0
PED008173,PRD0006,1,149.3,20.61,74.12,0
PED008174,PRD0002,1,129.63,14.94,64.42,0
PED008174,PRD0104,1,66.42,8.25,33.28,0
PED008174,PRD0147,1,13.26,1.49,7.61,0
PED008174,PRD0004,1,145.44,14.35,75.61,0
PED008175,PRD0006,1,139.56,24.26,69.76,0
PED008175,PRD0026,1,145.2,24.68,79.28,0
PED008175,PRD0003,1,147.97,21.74,84.91,0
PED008176,PRD0021,1,109.46,11.8,65.37,0
PED008176,PRD0002,1,126.57,17.39,65.07,0
PED008176,PRD0019,1,185.5,24.07,103.12,0
PED008176,PRD0004,1,140.02,18.36,75.36,0
PED008177,PRD0001,1,88.1,13.96,48.74,0
PED008177,PRD0101,1,84.58,11.63,39.67,0
PED008178,PRD0121,1,38.59,4.52,21.29,0
PED008179,PRD0099,1,65.93,6.48,31.27,0
PED008179,PRD0157,3,26.2,7.76,15.05,0
PED008180,PRD0017,1,216.81,17.27,105.72,0
PED008181,PRD0096,4,54.94,21.05,24.34,0
PED008181,PRD0009,1,160.82,18.51,87.6,0
PED008181,PRD0075,1,147.34,19.77,76.65,0
PED008182,PRD0010,3,129.95,48.26,71.94,0
PED008182,PRD0004,1,135.15,15.33,76.66,0
PED008183,PRD0001,1,87.69,9.08,49.45,0
PED008184,PRD0001,1,90.02,7.5,50.4,0
PED008185,PRD0138,2,41.01,9.36,24.11,0
PED008186,PRD0001,2,87.59,19.74,49.15,0
PED008186,PRD0003,1,144.21,13.57,83.38,0
PED008186,PRD0006,1,142.3,13.86,70.65,0
PED008187,PRD0022,1,104.49,20.38,60.83,0
PED008187,PRD0008,1,179.59,33.31,96.06,0
PED008187,PRD0007,3,103.19,59.99,52.6,0
PED008187,PRD0003,1,153.88,23.95,81.23,0
PED008188,PRD0003,1,0.0,0.0,0.0,1
PED008189,PRD0011,1,117.4,14.92,56.37,0
PED008189,PRD0013,1,192.29,30.49,98.14,0
PED008190,PRD0009,2,157.58,50.83,85.54,0
PED008190,PRD0003,1,154.16,21.71,81.61,0
PED008191,PRD0001,1,97.16,9.89,49.45,0
PED008191,PRD0174,1,19.61,2.18,11.84,0
PED008191,PRD0010,1,122.6,19.12,70.57,0
PED008191,PRD0027,1,206.88,26.27,111.02,0
PED008192,PRD0005,4,155.23,103.59,85.22,0
PED008193,PRD0006,1,139.9,12.17,70.51,0
PED008193,PRD0009,2,153.88,28.42,84.08,0
PED008193,PRD0012,2,178.26,31.13,97.52,0
PED008194,PRD0003,1,159.14,20.91,81.03,0
PED008195,PRD0076,1,0.0,0.0,0.0,1
PED008196,PRD0002,1,120.75,13.03,64.28,0
PED008196,PRD0061,2,111.32,23.62,66.08,0
PED008197,PRD0001,3,87.17,32.41,,0
PED008197,PRD0008,1,175.85,26.19,97.89,0
PED008197,PRD0018,1,92.49,11.98,52.81,0
PED008197,PRD0154,1,26.01,2.73,13.83,0
PED008198,PRD0001,1,91.82,12.59,50.48,0
PED008198,PRD0014,1,133.73,22.87,67.68,0
PED008199,PRD0011,1,116.19,11.67,55.99,0
PED008199,PRD0030,1,154.5,14.37,88.64,0
PED008199,PRD0003,1,155.57,17.93,83.34,0
PED008199,PRD0001,1,86.41,8.4,51.5,0
PED008199,PRD0040,1,209.12,29.89,114.86,0
PED008200,PRD0009,1,154.75,20.95,86.17,0
PED008201,PRD0090,1,53.87,7.77,26.11,0
PED008201,PRD0126,2,51.82,13.63,30.84,0
PED008202,PRD0002,6,119.06,89.58,65.13,0
PED008202,PRD0023,1,203.93,31.28,115.58,0
PED008202,PRD0021,1,114.34,17.32,60.91,0
PED008203,PRD0024,1,96.5,14.46,52.92,0
PED008203,PRD0002,1,124.02,13.81,63.75,0
PED008203,PRD0001,1,97.31,13.63,52.55,0
PED008203,PRD0003,1,150.0,22.54,87.0,0
PED008204,PRD0002,1,128.93,24.88,64.15,0
PED008205,PRD0002,1,115.22,15.07,62.98,0
PED008206,PRD0002,1,121.33,22.53,65.2,0
PED008206,PRD0001,2,88.64,29.47,49.45,0
PED008206,PRD0070,1,136.17,22.49,73.17,0
PED008207,PRD0032,1,128.0,11.12,66.22,0
PED008207,PRD0090,6,54.27,39.91,26.26,0
PED008207,PRD0082,1,64.17,6.09,28.28,0
PED008207,PRD0031,2,183.65,36.85,92.19,0
PED008207,PRD0037,1,151.79,16.87,93.62,0
PED008208,PRD0001,1,97.81,12.88,50.51,0
PED008209,PRD0124,2,36.49,12.16,23.56,0
PED008209,PRD0069,2,93.64,29.25,49.24,0
PED008210,PRD0018,1,88.92,15.89,51.4,0
PED008210,PRD0004,2,146.48,48.22,76.19,0
PED008211,PRD0119,1,58.06,9.74,30.83,0
PED008211,PRD0037,1,150.61,25.12,91.36,0
PED008211,PRD0001,1,96.9,19.57,50.8,0
PED008211,PRD0005,1,156.19,24.29,83.01,0
PED008212,PRD0027,1,207.25,33.45,114.78,0
PED008212,PRD0007,1,103.48,18.65,53.68,0
PED008212,PRD0019,1,189.12,30.21,101.09,0
PED008213,PRD0094,1,68.59,6.31,32.0,0
PED008213,PRD0023,2,212.79,40.86,116.94,0
PED008214,PRD0041,1,0.0,0.0,0.0,1
PED008214,PRD0013,1,0.0,0.0,0.0,1
PED008215,PRD0060,1,79.6,13.66,44.01,0
PED008215,PRD0001,1,93.76,11.16,51.54,0
PED008215,PRD0017,1,200.0,28.2,106.96,0
PED008216,PRD0003,1,162.39,28.66,82.44,0
PED008217,PRD0063,1,148.28,18.35,84.25,0
PED008217,PRD0006,5,143.0,84.99,74.51,0
PED008218,PRD0002,1,122.01,24.51,63.26,0
PED008218,PRD0072,4,161.18,128.55,87.62,0
PED008218,PRD0171,1,18.35,2.57,11.24,0
PED008219,PRD0010,1,123.97,16.91,70.61,0
PED008220,PRD0024,1,104.16,12.73,52.32,0
PED008220,PRD0002,1,127.37,15.25,64.55,0
PED008220,PRD0001,1,96.52,12.96,49.27,0
PED008220,PRD0012,1,178.09,26.45,97.78,0
PED008221,PRD0002,1,120.46,15.79,66.99,0
PED008221,PRD0001,1,86.52,9.03,50.71,0
PED008221,PRD0008,1,174.3,17.97,99.04,0
PED008222,PRD0006,1,132.39,18.57,73.5,0
PED008223,PRD0167,1,10.81,1.78,7.22,0
PED008223,PRD0002,1,116.09,18.98,64.74,0
PED008223,PRD0003,1,148.01,19.99,80.89,0
PED008224,PRD0035,4,174.67,92.29,98.87,0
PED008224,PRD0011,1,118.33,16.96,59.07,0
PED008224,PRD0009,1,155.56,19.12,88.79,0
PED008224,PRD0038,1,191.28,31.22,126.67,0
PED008225,PRD0022,1,0.0,0.0,0.0,1
PED008225,PRD0004,1,0.0,0.0,0.0,1
PED008226,PRD0024,1,97.86,12.9,53.3,0
PED008227,PRD0008,1,167.24,22.58,91.62,0
PED008227,PRD0066,1,127.1,15.23,71.38,0
PED008227,PRD0043,5,84.77,62.97,47.32,0
PED008228,PRD0007,1,105.9,22.94,54.71,0
PED008229,PRD0002,1,116.79,18.22,64.02,0
PED008229,PRD0001,1,88.68,13.09,50.89,0
PED008229,PRD0013,3,181.63,86.56,104.79,0
PED008230,PRD0061,4,112.33,43.14,66.35,0
PED008230,PRD0002,1,118.48,13.42,65.1,0
PED008230,PRD0004,1,132.72,18.73,75.1,0
PED008230,PRD0029,2,144.9,30.11,82.71,0
PED008231,PRD0005,1,157.26,25.19,88.99,0
PED008231,PRD0003,5,154.27,151.39,86.05,0
PED008232,PRD0002,2,122.97,26.26,64.51,0
PED008232,PRD0005,1,155.36,12.95,88.15,0
PED008233,PRD0055,1,72.75,12.36,38.9,0
PED008233,PRD0018,1,88.77,14.11,50.95,0
PED008234,PRD0001,1,88.17,13.15,50.27,0
PED008234,PRD0015,3,191.94,67.4,109.09,0
PED008234,PRD0004,1,139.07,18.04,76.6,0
PED008234,PRD0006,4,144.46,81.18,71.38,0
PED008235,PRD0002,1,128.02,21.76,66.47,0
PED008235,PRD0001,1,86.74,11.55,52.6,0
PED008236,PRD0002,1,125.46,13.01,64.49,0
PED008237,PRD0004,1,142.63,14.8,74.53,0
PED008238,PRD0001,2,98.38,40.35,50.28,0
PED008238,PRD0009,3,156.61,93.87,86.5,0
PED008239,PRD0060,1,80.12,12.03,46.05,0
PED008239,PRD0022,1,116.41,16.16,61.9,0
PED008239,PRD0010,1,118.07,16.61,70.29,0
PED008240,PRD0080,2,53.03,11.39,21.39,0
PED008240,PRD0030,1,147.39,20.6,88.39,0
PED008240,PRD0007,3,104.85,41.64,51.7,0
PED008241,PRD0002,1,119.7,10.92,62.54,0
PED008241,PRD0057,1,144.21,15.96,79.96,0
PED008241,PRD0008,1,173.92,15.29,93.88,0
PED008242,PRD0004,1,0.0,0.0,0.0,1
PED008242,PRD0013,1,0.0,0.0,0.0,1
PED008242,PRD0008,1,0.0,0.0,0.0,1
PED008243,PRD0042,1,207.15,22.48,119.83,0
PED008243,PRD0003,1,162.8,12.52,85.42,0
PED008244,PRD0017,3,0.0,0.0,0.0,3
PED008244,PRD0108,2,0.0,0.0,0.0,2
PED008244,PRD0133,1,0.0,0.0,0.0,1
PED008245,PRD0080,1,52.26,5.89,21.74,0
PED008245,PRD0002,1,120.97,12.65,63.22,0
PED008245,PRD0001,1,90.6,13.84,50.94,0
PED008245,PRD0033,1,199.57,27.72,115.59,0
PED008246,PRD0003,1,159.78,25.6,,0
PED008247,PRD0001,1,95.13,15.68,52.21,0
PED008247,PRD0084,1,65.93,9.51,27.22,0
PED008248,PRD0021,1,111.85,11.58,61.91,0
PED008248,PRD0002,4,129.52,71.49,64.27,0
PED008249,PRD0001,1,97.45,11.09,52.22,0
PED008250,PRD0006,1,143.98,17.25,70.75,0
PED008250,PRD0001,1,92.81,7.37,50.81,0
PED008250,PRD0140,1,59.05,6.88,33.31,0
PED008250,PRD0003,2,152.5,36.89,84.32,0
PED008251,PRD0002,1,130.34,19.69,63.44,0
PED008251,PRD0001,1,91.37,11.71,49.34,0
PED008251,PRD0005,2,149.15,37.35,87.49,0
PED008252,PRD0172,1,19.86,2.64,12.25,0
PED008252,PRD0018,1,94.53,13.01,52.54,0
PED008252,PRD0023,1,214.28,24.0,116.92,0
PED008253,PRD0127,1,54.8,10.2,31.31,0
PED008253,PRD0001,2,94.61,37.55,50.84,0
PED008253,PRD0040,1,215.26,29.29,117.4,0
PED008254,PRD0006,3,135.2,47.73,72.26,0
PED008254,PRD0003,1,154.12,21.13,83.27,0
PED008255,PRD0051,2,135.28,30.44,69.56,0
PED008255,PRD0008,1,172.37,14.23,94.97,0
PED008256,PRD0001,3,86.87,36.92,50.7,0
PED008257,PRD0113,1,70.23,11.17,41.27,0
PED008257,PRD0002,2,122.16,27.48,67.57,0
PED008257,PRD0005,1,146.47,16.46,87.32,0
PED008258,PRD0004,1,149.28,22.68,76.62,0
PED008259,PRD0108,2,92.15,25.34,42.51,0
PED008260,PRD0008,1,179.69,30.49,93.39,0
PED008261,PRD0007,1,108.56,17.11,54.25,0
PED008261,PRD0003,2,153.29,58.36,82.53,0
PED008262,PRD0035,1,163.96,13.87,95.29,0
PED008262,PRD0002,1,123.85,12.99,65.13,0
PED008262,PRD0001,1,86.89,8.31,51.48,0
PED008263,PRD0001,1,87.42,7.57,52.69,0
PED008263,PRD0008,1,162.72,16.61,100.13,0
PED008264,PRD0013,1,191.0,23.95,100.5,0
PED008264,PRD0009,1,149.91,16.29,84.01,0
PED008265,PRD0016,1,140.66,13.23,75.78,0
PED008265,PRD0001,2,93.67,26.21,51.09,0
PED008266,PRD0001,1,94.63,14.11,50.17,0
PED008266,PRD0014,1,138.65,21.62,68.53,0
PED008267,PRD0001,1,97.81,16.47,53.22,0
PED008267,PRD0005,1,146.62,26.18,90.15,0
PED008267,PRD0155,1,21.66,3.63,12.83,0
PED008267,PRD0006,1,133.66,19.3,72.73,0
PED008268,PRD0004,1,137.78,17.36,72.56,0
PED008269,PRD0003,1,157.22,18.14,82.98,0
PED008270,PRD0097,1,65.67,8.26,26.85,0
PED008270,PRD0095,1,44.53,6.73,19.7,0
PED008271,PRD0062,1,115.97,16.81,60.2,0
PED008271,PRD0081,1,76.84,11.17,38.55,0
PED008271,PRD0004,1,147.3,18.65,72.24,0
PED008271,PRD0075,1,141.51,17.07,75.3,0
PED008272,PRD0004,1,146.98,26.96,74.97,0
PED008273,PRD0016,1,151.85,19.5,78.46,0
PED008273,PRD0011,2,107.78,24.62,57.09,0
PED008274,PRD0001,1,93.39,12.78,49.72,0
PED008275,PRD0021,1,111.57,16.64,63.21,0
PED008275,PRD0011,1,110.53,13.5,57.7,0
PED008275,PRD0028,2,174.23,42.73,85.84,0
PED008275,PRD0004,1,147.96,23.95,76.26,0
PED008276,PRD0002,1,130.04,19.89,65.7,0
PED008276,PRD0127,2,50.78,14.79,31.45,0
PED008276,PRD0089,1,89.53,11.16,42.25,0
PED008276,PRD0026,1,145.46,18.54,78.61,0
PED008277,PRD0141,1,20.54,2.84,11.43,0
PED008277,PRD0016,1,146.91,18.66,78.43,0
PED008277,PRD0003,2,154.15,51.23,87.27,0
PED008278,PRD0147,1,13.29,1.89,7.46,0
PED008278,PRD0086,1,80.54,15.15,33.66,0
PED008278,PRD0010,1,128.29,23.33,70.85,0
PED008279,PRD0008,1,174.75,27.77,94.55,0
PED008279,PRD0004,1,145.2,25.03,73.09,0
PED008280,PRD0159,3,24.71,12.49,14.22,0
PED008280,PRD0002,1,130.35,17.66,65.82,0
PED008280,PRD0011,1,118.79,19.74,58.08,0
PED008281,PRD0097,1,63.05,9.42,26.96,0
PED008281,PRD0047,1,138.59,18.32,,0
PED008281,PRD0004,1,137.08,15.17,75.87,0
PED008282,PRD0041,1,187.25,25.49,98.9,0
PED008282,PRD0003,2,157.84,48.38,87.7,0
PED008283,PRD0016,2,150.99,57.99,76.69,0
PED008283,PRD0005,1,162.47,34.38,87.21,0
PED008284,PRD0016,1,146.65,19.85,79.19,0
PED008284,PRD0001,1,89.77,12.64,50.85,0
PED008284,PRD0052,2,124.42,28.12,66.28,0
PED008285,PRD0002,1,125.11,14.24,64.69,0
PED008285,PRD0008,3,172.03,66.84,96.63,0
PED008286,PRD0002,1,121.57,13.3,63.7,0
PED008286,PRD0003,2,151.59,29.18,83.53,0
PED008287,PRD0052,1,127.34,21.48,67.42,0
PED008287,PRD0014,2,140.22,36.9,71.25,0
PED008287,PRD0003,1,159.7,27.94,81.04,0
PED008288,PRD0001,1,87.6,16.34,49.91,0
PED008288,PRD0083,1,90.52,13.96,42.06,0
PED008289,PRD0001,1,85.62,5.89,51.34,0
PED008290,PRD0044,1,76.73,8.08,42.19,0
PED008290,PRD0165,1,19.19,1.94,10.41,0
PED008291,PRD0002,1,127.75,17.44,62.64,0
PED008291,PRD0005,1,148.15,23.72,84.14,0
PED008291,PRD0003,1,157.77,24.26,82.95,0
PED008292,PRD0034,2,184.34,60.02,113.57,0
PED008292,PRD0072,1,149.96,28.24,88.27,0
PED008293,PRD0062,1,113.72,17.85,61.03,0
PED008293,PRD0001,1,91.4,18.7,51.42,0
PED008294,PRD0113,1,73.88,12.55,41.94,0
PED008294,PRD0003,1,155.55,26.41,86.09,0
PED008295,PRD0035,1,168.25,19.42,95.45,0
PED008295,PRD0001,1,95.64,8.91,50.53,0
PED008295,PRD0003,1,154.7,15.52,85.75,0
PED008296,PRD0001,1,86.25,12.94,50.63,0
PED008296,PRD0030,2,146.75,31.66,87.0,0
PED008297,PRD0173,1,12.94,2.29,7.89,0
PED008298,PRD0016,1,142.19,22.32,77.91,0
PED008298,PRD0057,1,152.27,16.78,82.79,0
PED008299,PRD0008,1,171.66,29.04,97.4,0
PED008299,PRD0077,1,90.51,13.33,49.78,0
PED008299,PRD0003,1,149.44,18.32,86.17,0
PED008300,PRD0118,1,52.32,6.8,26.82,0
PED008300,PRD0003,1,153.04,20.45,86.04,0
PED008301,PRD0057,1,146.74,14.7,81.26,0
PED008301,PRD0004,1,139.05,13.3,75.99,0
PED008302,PRD0028,1,167.81,21.8,85.83,0
PED008302,PRD0002,1,127.51,18.68,61.96,0
PED008302,PRD0005,1,162.74,26.25,86.32,0
PED008302,PRD0001,1,97.18,17.97,49.63,0
PED008302,PRD0026,1,138.69,20.86,76.65,0
PED008303,PRD0003,1,154.49,21.53,82.05,0
PED008304,PRD0039,1,124.16,13.49,70.35,0
PED008304,PRD0001,1,94.38,11.36,50.31,0
PED008304,PRD0005,2,163.1,29.53,89.24,0
PED008304,PRD0004,1,132.4,15.68,76.39,0
PED008305,PRD0084,1,64.45,8.85,26.81,0
PED008305,PRD0047,1,141.86,22.79,73.8,0
PED008305,PRD0017,1,212.11,24.17,104.54,0
PED008306,PRD0021,3,120.11,34.05,63.11,0
PED008306,PRD0022,1,108.22,11.98,61.83,0
PED008306,PRD0035,1,184.48,20.53,99.06,0
PED008307,PRD0109,2,80.37,20.44,33.68,0
PED008307,PRD0035,1,179.8,24.59,97.65,0
PED008307,PRD0006,1,148.9,23.77,73.82,0
PED008308,PRD0129,1,55.47,4.43,34.43,0
PED008308,PRD0007,1,98.04,11.15,55.15,0
PED008309,PRD0002,1,123.79,17.74,63.15,0
PED008310,PRD0016,2,144.07,35.3,77.42,0
PED008310,PRD0002,1,128.73,19.53,63.61,0
PED008310,PRD0010,1,129.47,21.65,68.6,0
PED008311,PRD0009,1,156.17,18.05,87.65,0
PED008311,PRD0004,1,146.21,23.52,76.19,0
PED008311,PRD0040,1,223.72,29.56,116.56,0
PED008312,PRD0017,1,212.29,32.17,109.59,0
PED008313,PRD0008,6,167.84,143.84,92.7,0
PED008313,PRD0003,1,144.66,18.04,80.86,0
PED008314,PRD0001,1,91.11,13.56,50.99,0
PED008314,PRD0007,1,103.21,14.96,53.89,0
PED008315,PRD0001,1,92.85,14.13,49.51,0
PED008315,PRD0090,5,53.78,31.96,26.58,0
PED008315,PRD0005,1,160.32,28.05,86.07,0
PED008315,PRD0012,1,186.74,24.85,96.58,0
PED008316,PRD0044,1,77.56,7.4,41.76,0
PED008316,PRD0012,1,182.81,16.74,96.02,0
PED008317,PRD0042,1,191.23,20.37,119.69,0
PED008318,PRD0002,1,120.59,20.84,66.97,0
PED008318,PRD0036,3,108.5,50.44,60.97,0
PED008318,PRD0012,1,181.37,22.51,97.02,0
PED008318,PRD0003,1,150.25,28.62,85.86,0
PED008319,PRD0103,1,98.49,19.2,42.13,0
PED008319,PRD0002,1,130.83,26.94,65.07,0
PED008319,PRD0038,1,199.09,38.58,128.24,0
PED008320,PRD0015,1,183.6,33.43,106.94,0
PED008320,PRD0125,1,58.09,10.31,33.95,0
PED008321,PRD0001,6,98.33,70.35,52.39,0
PED008321,PRD0008,2,172.38,49.4,94.85,0
PED008322,PRD0002,3,114.66,62.33,65.56,0
PED008322,PRD0128,1,50.38,9.08,30.07,0
PED008322,PRD0056,2,113.8,39.8,63.43,0
PED008322,PRD0006,1,135.26,20.17,70.22,0
PED008323,PRD0129,1,56.15,11.05,34.52,0
PED008323,PRD0139,1,60.74,9.76,40.03,0
PED008324,PRD0001,1,90.79,7.06,51.55,0
PED008324,PRD0004,1,135.87,11.94,75.07,0
PED008325,PRD0001,1,93.44,9.71,50.61,0
PED008325,PRD0010,1,123.81,15.1,68.66,0
PED008325,PRD0007,1,105.57,12.9,54.23,0
PED008325,PRD0087,2,54.09,11.88,25.05,0
PED008326,PRD0002,2,121.81,22.45,63.9,0
PED008326,PRD0009,1,147.29,13.42,83.29,0
PED008326,PRD0027,1,189.92,21.83,113.45,0
PED008327,PRD0033,1,207.99,24.88,111.7,0
PED008328,PRD0002,1,119.2,15.7,68.01,0
PED008328,PRD0033,2,188.63,50.74,111.29,0
PED008329,PRD0001,1,96.27,13.92,51.75,0
PED008329,PRD0008,1,164.83,25.28,99.9,0
PED008329,PRD0030,1,166.99,24.6,88.7,0
PED008330,PRD0076,1,161.68,17.86,82.79,0
PED008331,PRD0008,1,173.25,15.46,94.87,0
PED008332,PRD0001,1,89.12,10.54,51.5,0
PED008332,PRD0008,1,167.35,22.58,95.91,0
PED008332,PRD0006,1,140.39,21.64,71.02,0
PED008333,PRD0001,1,91.75,13.76,49.47,0
PED008333,PRD0009,1,151.15,20.91,86.46,0
PED008334,PRD0113,1,69.35,10.6,41.51,0
PED008335,PRD0031,1,175.62,24.89,89.07,0
PED008335,PRD0001,2,87.58,24.63,51.65,0
PED008336,PRD0001,1,96.54,7.61,51.55,0
PED008336,PRD0077,2,90.47,16.74,51.85,0
PED008337,PRD0001,1,86.47,14.6,50.25,0
PED008337,PRD0014,1,129.66,17.11,72.75,0
PED008338,PRD0022,2,117.32,30.78,62.05,0
PED008338,PRD0103,1,91.91,9.29,41.59,0
PED008338,PRD0006,1,134.33,15.96,74.05,0
PED008339,PRD0006,1,142.49,16.14,71.65,0
PED008339,PRD0032,1,134.45,19.75,68.77,0
PED008339,PRD0003,1,163.32,17.0,84.08,0
PED008340,PRD0001,1,95.83,14.77,52.05,0
PED008340,PRD0005,1,147.48,17.09,85.15,0
PED008341,PRD0104,1,67.62,7.61,33.23,0
PED008341,PRD0076,1,165.58,22.9,80.22,0
PED008341,PRD0035,1,174.44,19.2,96.76,0
PED008341,PRD0006,3,146.82,56.72,,0
PED008341,PRD0004,1,130.9,12.06,72.88,0
PED008342,PRD0172,3,20.67,8.46,12.15,0
PED008342,PRD0001,3,87.14,26.7,51.59,0
PED008342,PRD0040,1,220.48,24.6,115.08,0
PED008343,PRD0026,1,136.86,19.27,78.65,0
PED008343,PRD0006,1,135.94,18.15,72.54,0
PED008344,PRD0078,1,138.29,15.72,83.79,0
PED008344,PRD0007,1,106.84,11.69,52.65,0
PED008344,PRD0144,1,18.77,2.11,10.63,0
PED008345,PRD0057,1,138.39,14.32,80.3,0
PED008346,PRD0006,1,0.0,0.0,0.0,1
PED008346,PRD0075,1,0.0,0.0,0.0,1
