devolucao_id,pedido_id,produto_id,data_solicitacao,data_processamento,quantidade,valor_estornado,motivo,condicao_retorno,custo_logistico
DEV00477,PED004262,PRD0048,2025-06-21,2025-06-22,1,67.75,PRODUTO INCORRETO,DESCARTE,20.07
DEV00478,PED000639,PRD0025,2025-01-20,2025-01-26,2,147.46,QUALIDADE,REVENDAVEL,32.71
DEV00479,PED006228,PRD0020,2025-09-26,2025-10-04,1,87.14,ARREPENDIMENTO,AVARIADO,21.71
DEV00480,PED002859,PRD0019,2025-04-21,2025-05-01,2,297.89,AVARIA,REVENDAVEL,13.59
DEV00481,PED011598,PRD0005,2026-03-08,2026-03-16,1,91.84,PRODUTO INCORRETO,AVARIADO,10.72
DEV00482,PED003832,PRD0003,2025-07-08,2025-07-11,1,134.96,ARREPENDIMENTO,REVENDAVEL,21.32
DEV00483,PED009678,PRD0002,2026-02-08,2026-02-14,1,125.27,QUALIDADE,REVENDAVEL,25.53
DEV00484,PED006150,PRD0002,2025-09-24,2025-10-03,1,108.39,VALIDADE,AVARIADO,26.62
DEV00485,PED001604,PRD0008,2025-04-23,2025-04-29,1,172.86,ARREPENDIMENTO,AVARIADO,22.76
DEV00486,PED007205,PRD0004,2025-10-28,2025-10-29,1,129.07,AVARIA,REVENDAVEL,27.99
DEV00487,PED007626,PRD0001,2025-11-13,2025-11-14,1,81.33,ARREPENDIMENTO,REVENDAVEL,10.3
DEV00488,PED004766,PRD0064,2025-08-11,2025-08-13,1,71.21,AVARIA,REVENDAVEL,26.09
DEV00489,PED002758,PRD0010,2025-05-14,2025-05-20,1,110.18,QUALIDADE,REVENDAVEL,18.04
DEV00490,PED000786,PRD0110,2025-03-13,2025-03-22,1,63.12,QUALIDADE,REVENDAVEL,33.17
DEV00491,PED007108,PRD0048,2025-11-05,2025-11-11,1,63.5,VALIDADE,REVENDAVEL,30.88
DEV00492,PED000071,PRD0119,2025-02-28,2025-03-07,2,99.88,ARREPENDIMENTO,REVENDAVEL,28.41
DEV00493,PED015066,PRD0037,2026-06-20,2026-06-28,1,156.74,QUALIDADE,REVENDAVEL,22.07
DEV00494,PED012347,PRD0004,2026-04-12,2026-04-18,1,133.2,VALIDADE,REVENDAVEL,33.34
DEV00495,PED007657,PRD0002,2025-11-20,2025-11-30,2,150.36,ARREPENDIMENTO,REVENDAVEL,29.53
DEV00496,PED002432,PRD0048,2025-05-02,2025-05-04,1,69.89,VALIDADE,DESCARTE,28.13
DEV00497,PED001265,PRD0002,2025-03-14,2025-03-19,1,124.5,VALIDADE,REVENDAVEL,27.77
DEV00498,PED009352,PRD0055,2025-12-25,2025-12-26,1,59.85,PRODUTO INCORRETO,AVARIADO,30.93
DEV00499,PED010008,PRD0065,2026-02-24,2026-02-28,1,131.35,QUALIDADE,REVENDAVEL,19.21
DEV00500,PED006057,PRD0074,2025-08-18,2025-08-24,1,61.2,ARREPENDIMENTO,REVENDAVEL,29.36
DEV00501,PED001481,PRD0004,2025-03-07,2025-03-16,2,137.54,ARREPENDIMENTO,REVENDAVEL,29.66
DEV00502,PED014070,PRD0047,2026-06-08,2026-06-09,2,267.36,VALIDADE,REVENDAVEL,9.56
DEV00503,PED009158,PRD0004,2025-12-20,2025-12-22,1,125.9,PRODUTO INCORRETO,REVENDAVEL,27.41
DEV00504,PED010413,PRD0127,2026-02-06,2026-02-09,1,48.6,AVARIA,REVENDAVEL,9.47
DEV00505,PED013009,PRD0010,2026-04-22,2026-05-01,1,102.05,VALIDADE,REVENDAVEL,11.66
DEV00506,PED003713,PRD0002,2025-05-27,2025-06-03,1,119.34,VALIDADE,REVENDAVEL,10.46
DEV00507,PED006432,PRD0003,2025-09-29,2025-10-03,1,137.8,PRODUTO INCORRETO,AVARIADO,11.31
DEV00508,PED010037,PRD0006,2026-02-11,2026-02-12,1,132.84,ARREPENDIMENTO,DESCARTE,27.59
DEV00509,PED013700,PRD0006,2026-05-14,2026-05-23,2,158.29,VALIDADE,REVENDAVEL,31.39
DEV00510,PED011877,PRD0014,2026-03-18,2026-03-27,1,114.02,PRODUTO INCORRETO,REVENDAVEL,18.1
DEV00511,PED001825,PRD0001,2025-04-23,2025-04-24,1,85.86,ARREPENDIMENTO,DESCARTE,32.34
DEV00512,PED012288,PRD0016,2026-04-01,2026-04-11,1,136.78,PRODUTO INCORRETO,REVENDAVEL,10.62
DEV00513,PED015510,PRD0054,2026-06-16,2026-06-19,1,146.71,QUALIDADE,DESCARTE,25.29
DEV00514,PED011230,PRD0005,2026-02-25,2026-03-01,1,162.46,PRODUTO INCORRETO,DESCARTE,15.92
DEV00515,PED007523,PRD0021,2025-10-17,2025-10-27,1,105.07,ARREPENDIMENTO,DESCARTE,16.96
DEV00516,PED008874,PRD0060,2026-01-13,2026-01-16,1,77.31,VALIDADE,REVENDAVEL,13.9
DEV00517,PED010708,PRD0018,2026-03-13,2026-03-17,1,89.34,PRODUTO INCORRETO,REVENDAVEL,33.25
DEV00518,PED011120,PRD0132,2026-03-03,2026-03-13,1,60.06,PRODUTO INCORRETO,REVENDAVEL,25.65
DEV00519,PED010707,PRD0010,2026-02-16,2026-02-24,1,114.08,,REVENDAVEL,26.53
DEV00520,PED007867,PRD0013,2025-12-01,2025-12-05,1,153.12,PRODUTO INCORRETO,AVARIADO,18.01
DEV00521,PED007069,PRD0010,2025-10-24,2025-10-28,2,233.61,PRODUTO INCORRETO,REVENDAVEL,34.02
DEV00522,PED006330,PRD0005,2025-10-02,2025-10-09,1,138.68,PRODUTO INCORRETO,AVARIADO,21.29
DEV00523,PED008283,PRD0016,2025-12-14,2025-12-20,1,93.0,ARREPENDIMENTO,REVENDAVEL,8.5
DEV00524,PED005206,PRD0066,2025-08-04,2025-08-13,1,117.94,ARREPENDIMENTO,REVENDAVEL,18.4
DEV00525,PED002796,PRD0001,2025-05-06,2025-05-09,1,93.82,PRODUTO INCORRETO,AVARIADO,10.8
DEV00526,PED006922,PRD0001,2025-09-28,2025-10-02,1,0.0,VALIDADE,AVARIADO,22.58
DEV00527,PED005285,PRD0071,2025-08-25,2025-08-30,1,100.72,VALIDADE,AVARIADO,12.95
DEV00528,PED008657,PRD0025,2025-12-11,2025-12-18,1,121.47,AVARIA,DESCARTE,27.67
DEV00529,PED003715,PRD0004,2025-06-10,2025-06-17,2,207.59,VALIDADE,REVENDAVEL,12.8
DEV00530,PED004411,PRD0001,2025-06-16,2025-06-18,1,82.2,VALIDADE,DESCARTE,23.64
DEV00531,PED003186,PRD0102,2025-05-24,2025-05-27,1,73.46,PRODUTO INCORRETO,AVARIADO,11.89
DEV00532,PED002528,PRD0003,2025-05-11,2025-05-18,1,137.16,ARREPENDIMENTO,AVARIADO,25.03
DEV00533,PED011321,PRD0001,2026-03-11,2026-03-16,1,90.86,PRODUTO INCORRETO,AVARIADO,26.11
DEV00534,PED002265,PRD0079,2025-05-07,2025-05-13,1,86.12,QUALIDADE,REVENDAVEL,26.79
DEV00535,PED001897,PRD0001,2025-03-20,2025-03-30,1,80.54,VALIDADE,REVENDAVEL,33.88
DEV00536,PED006304,PRD0075,2025-09-30,2025-10-01,1,122.58,,DESCARTE,34.89
DEV00537,PED006209,PRD0001,2025-10-06,2025-10-16,1,86.47,AVARIA,DESCARTE,17.79
DEV00538,PED003971,PRD0159,2025-07-11,2025-07-14,1,17.46,VALIDADE,REVENDAVEL,30.22
DEV00539,PED010524,PRD0049,2026-01-11,2026-01-20,2,107.52,VALIDADE,REVENDAVEL,9.07
DEV00540,PED011600,PRD0112,2026-03-12,2026-03-17,1,62.76,PRODUTO INCORRETO,REVENDAVEL,12.37
DEV00541,PED002543,PRD0053,2025-04-29,2025-05-01,1,108.58,VALIDADE,DESCARTE,11.62
DEV00542,PED001469,PRD0002,2025-03-03,2025-03-04,1,26.58,AVARIA,REVENDAVEL,12.59
DEV00543,PED013506,PRD0005,2026-05-14,2026-05-22,1,132.01,ARREPENDIMENTO,REVENDAVEL,32.51
DEV00544,PED012434,PRD0056,2026-04-18,2026-04-23,2,217.77,ARREPENDIMENTO,REVENDAVEL,13.72
DEV00545,PED011807,PRD0016,2026-04-14,2026-04-19,1,125.66,VALIDADE,AVARIADO,8.76
DEV00546,PED000193,PRD0013,2025-02-12,2025-02-13,1,170.5,ARREPENDIMENTO,AVARIADO,23.2
DEV00547,PED004871,PRD0034,2025-07-23,2025-07-24,1,171.52,PRODUTO INCORRETO,AVARIADO,26.0
DEV00548,PED012536,PRD0001,2026-04-01,2026-04-02,1,79.0,PRODUTO INCORRETO,REVENDAVEL,16.92
DEV00549,PED012175,PRD0006,2026-04-18,2026-04-22,1,90.99,QUALIDADE,REVENDAVEL,20.42
DEV00550,PED009956,PRD0029,2026-01-28,2026-01-31,1,143.1,ARREPENDIMENTO,REVENDAVEL,12.92
DEV00551,PED008864,PRD0007,2025-12-24,2026-01-01,1,96.63,AVARIA,REVENDAVEL,32.82
DEV00552,PED011315,PRD0016,2026-03-17,2026-03-18,1,121.39,QUALIDADE,DESCARTE,26.68
DEV00553,PED011974,PRD0005,2026-03-20,2026-03-23,2,259.56,QUALIDADE,REVENDAVEL,27.62
DEV00554,PED014045,PRD0004,2026-06-09,2026-06-19,1,120.8,AVARIA,AVARIADO,16.27
DEV00555,PED008502,PRD0029,2025-12-03,2025-12-09,1,124.25,QUALIDADE,REVENDAVEL,16.29
DEV00556,PED000605,PRD0001,2025-02-01,2025-02-10,1,90.12,AVARIA,AVARIADO,21.84
DEV00557,PED000940,PRD0055,2025-03-10,2025-03-16,1,33.83,VALIDADE,REVENDAVEL,21.16
DEV00558,PED005724,PRD0004,2025-09-21,2025-09-28,1,140.58,QUALIDADE,DESCARTE,16.91
DEV00559,PED010977,PRD0079,2026-03-02,2026-03-04,1,88.62,VALIDADE,REVENDAVEL,19.16
DEV00560,PED011709,PRD0016,2026-04-02,2026-04-03,1,133.8,VALIDADE,DESCARTE,25.24
DEV00561,PED015449,PRD0084,2026-06-28,2026-07-01,1,63.63,QUALIDADE,REVENDAVEL,22.03
DEV00562,PED003298,PRD0005,2025-06-22,2025-06-30,1,145.67,VALIDADE,REVENDAVEL,9.06
DEV00563,PED001637,PRD0004,2025-04-22,2025-04-26,1,128.58,ARREPENDIMENTO,REVENDAVEL,13.23
DEV00564,PED003697,PRD0023,2025-05-21,2025-05-30,2,218.93,ARREPENDIMENTO,AVARIADO,25.23
DEV00565,PED008141,PRD0003,2025-11-17,2025-11-26,1,124.62,,AVARIADO,33.1
DEV00566,PED002999,PRD0012,2025-05-11,2025-05-12,2,351.71,PRODUTO INCORRETO,AVARIADO,10.19
DEV00567,PED000373,PRD0007,2025-02-04,2025-02-13,1,96.9,AVARIA,REVENDAVEL,20.32
DEV00568,PED005045,PRD0002,2025-08-05,2025-08-10,2,222.29,PRODUTO INCORRETO,REVENDAVEL,21.13
DEV00569,PED003913,PRD0001,2025-06-27,2025-07-07,1,90.52,ARREPENDIMENTO,DESCARTE,25.99
DEV00570,PED004350,PRD0038,2025-07-07,2025-07-11,1,183.23,PRODUTO INCORRETO,REVENDAVEL,30.05
DEV00571,PED009918,PRD0075,2026-02-16,2026-02-18,2,262.1,QUALIDADE,REVENDAVEL,23.12
DEV00572,PED000266,PRD0040,2025-01-29,2025-02-07,1,193.71,PRODUTO INCORRETO,REVENDAVEL,18.74
DEV00573,PED009597,PRD0007,2026-01-22,2026-01-24,1,83.66,VALIDADE,REVENDAVEL,32.0
DEV00574,PED004925,PRD0003,2025-07-16,2025-07-19,1,140.17,QUALIDADE,AVARIADO,28.37
DEV00575,PED006086,PRD0008,2025-09-05,2025-09-15,1,127.06,VALIDADE,DESCARTE,16.01
DEV00576,PED000253,PRD0001,2025-02-18,2025-02-27,1,82.45,AVARIA,REVENDAVEL,26.91
DEV00577,PED000960,PRD0013,2025-02-12,2025-02-22,1,166.05,AVARIA,AVARIADO,16.64
DEV00578,PED010699,PRD0024,2026-03-05,2026-03-15,1,93.83,AVARIA,AVARIADO,31.89
DEV00579,PED003320,PRD0027,2025-06-13,2025-06-23,1,201.18,PRODUTO INCORRETO,DESCARTE,20.22
DEV00580,PED004315,PRD0033,2025-06-29,2025-07-08,1,173.35,AVARIA,REVENDAVEL,10.29
DEV00581,PED006731,PRD0002,2025-09-10,2025-09-20,1,108.88,VALIDADE,AVARIADO,29.55
DEV00582,PED009132,PRD0008,2025-12-23,2025-12-28,1,154.4,QUALIDADE,REVENDAVEL,12.42
DEV00583,PED001566,PRD0041,2025-03-19,2025-03-23,1,169.92,ARREPENDIMENTO,REVENDAVEL,26.04
DEV00584,PED013477,PRD0002,2026-04-18,2026-04-23,1,119.37,ARREPENDIMENTO,DESCARTE,20.3
DEV00585,PED000489,PRD0108,2025-01-26,2025-01-29,1,82.0,ARREPENDIMENTO,AVARIADO,20.29
DEV00586,PED012521,PRD0009,2026-03-29,2026-04-03,1,146.71,AVARIA,AVARIADO,15.42
DEV00587,PED008664,PRD0122,2025-12-04,2025-12-10,1,21.69,VALIDADE,REVENDAVEL,11.59
DEV00588,PED001141,PRD0001,2025-03-09,2025-03-13,2,169.41,QUALIDADE,REVENDAVEL,30.97
DEV00589,PED013680,PRD0060,2026-05-03,2026-05-10,1,68.67,AVARIA,REVENDAVEL,12.96
DEV00590,PED001814,PRD0005,2025-04-01,2025-04-08,1,151.42,AVARIA,REVENDAVEL,13.48
DEV00591,PED010053,PRD0029,2026-01-10,2026-01-12,1,143.71,ARREPENDIMENTO,REVENDAVEL,10.6
DEV00592,PED003998,PRD0003,2025-06-30,2025-07-04,1,136.37,ARREPENDIMENTO,REVENDAVEL,34.05
DEV00593,PED007843,PRD0033,2025-12-03,2025-12-07,1,153.16,QUALIDADE,AVARIADO,20.19
DEV00594,PED013036,PRD0043,2026-05-14,2026-05-21,1,73.92,ARREPENDIMENTO,REVENDAVEL,21.76
DEV00595,PED000967,PRD0004,2025-03-02,2025-03-05,1,135.31,QUALIDADE,AVARIADO,34.53
DEV00596,PED012015,PRD0081,2026-04-11,2026-04-15,1,73.78,AVARIA,REVENDAVEL,28.32
DEV00597,PED008131,PRD0092,2025-12-19,2025-12-21,1,56.86,ARREPENDIMENTO,REVENDAVEL,8.55
DEV00598,PED013140,PRD0004,2026-04-28,2026-04-29,1,125.85,AVARIA,REVENDAVEL,27.13
DEV00599,PED014613,PRD0018,2026-06-23,2026-06-29,1,78.68,ARREPENDIMENTO,DESCARTE,29.52
DEV00600,PED007642,PRD0004,2025-11-08,2025-11-13,2,236.26,ARREPENDIMENTO,AVARIADO,21.03
DEV00601,PED000283,PRD0029,2025-02-09,2025-02-18,1,156.13,ARREPENDIMENTO,AVARIADO,34.47
DEV00602,PED003942,PRD0001,2025-07-02,2025-07-10,1,82.37,QUALIDADE,AVARIADO,9.67
DEV00603,PED004116,PRD0057,2025-07-03,2025-07-08,1,89.6,ARREPENDIMENTO,DESCARTE,12.8
DEV00604,PED010120,PRD0073,2026-02-24,2026-03-03,1,96.16,QUALIDADE,REVENDAVEL,17.97
DEV00605,PED001984,PRD0014,2025-04-22,2025-04-27,1,112.97,VALIDADE,AVARIADO,27.91
DEV00606,PED012500,PRD0017,2026-04-19,2026-04-20,1,191.39,QUALIDADE,REVENDAVEL,20.34
DEV00607,PED011726,PRD0001,2026-03-19,2026-03-28,1,69.16,VALIDADE,AVARIADO,24.66
DEV00608,PED002422,PRD0002,2025-05-15,2025-05-20,1,122.74,AVARIA,DESCARTE,27.21
DEV00609,PED008388,PRD0018,2025-11-28,2025-12-07,1,78.94,AVARIA,REVENDAVEL,31.41
DEV00610,PED011605,PRD0001,2026-03-08,2026-03-09,1,81.3,ARREPENDIMENTO,REVENDAVEL,33.33
DEV00611,PED013761,PRD0105,2026-05-29,2026-06-06,1,64.66,QUALIDADE,REVENDAVEL,27.46
DEV00612,PED003617,PRD0013,2025-06-04,2025-06-07,1,95.81,QUALIDADE,AVARIADO,14.93
DEV00613,PED002604,PRD0068,2025-05-26,2025-06-03,1,82.52,PRODUTO INCORRETO,REVENDAVEL,14.56
DEV00614,PED001001,PRD0070,2025-03-23,2025-04-01,1,141.43,AVARIA,AVARIADO,26.36
DEV00615,PED001389,PRD0045,2025-03-14,2025-03-23,2,145.21,PRODUTO INCORRETO,REVENDAVEL,30.74
DEV00616,PED003719,PRD0002,2025-06-17,2025-06-24,1,100.88,AVARIA,REVENDAVEL,33.4
DEV00617,PED007231,PRD0141,2025-11-26,2025-12-01,1,18.71,QUALIDADE,REVENDAVEL,32.21
DEV00618,PED003024,PRD0001,2025-06-05,2025-06-12,1,93.0,QUALIDADE,REVENDAVEL,33.57
DEV00619,PED008213,PRD0094,2025-11-27,2025-12-05,1,62.28,PRODUTO INCORRETO,REVENDAVEL,26.87
DEV00620,PED000754,PRD0114,2025-03-09,2025-03-13,2,63.81,PRODUTO INCORRETO,REVENDAVEL,12.36
DEV00621,PED002034,PRD0045,2025-03-31,2025-04-04,1,106.97,VALIDADE,REVENDAVEL,16.97
DEV00622,PED003717,PRD0001,2025-05-27,2025-06-02,2,160.48,PRODUTO INCORRETO,REVENDAVEL,34.45
DEV00623,PED010101,PRD0156,2026-01-26,2026-01-29,1,20.9,AVARIA,REVENDAVEL,18.87
DEV00624,PED011717,PRD0046,2026-04-01,2026-04-05,1,91.83,VALIDADE,REVENDAVEL,9.9
DEV00625,PED010768,PRD0105,2026-03-08,2026-03-15,1,63.76,PRODUTO INCORRETO,REVENDAVEL,15.08
DEV00626,PED007256,PRD0002,2025-10-09,2025-10-15,1,111.67,AVARIA,REVENDAVEL,19.98
DEV00627,PED005579,PRD0167,2025-09-07,2025-09-13,1,11.37,VALIDADE,REVENDAVEL,16.83
DEV00628,PED009977,PRD0021,2026-01-19,2026-01-29,1,106.19,AVARIA,REVENDAVEL,12.27
DEV00629,PED002060,PRD0002,2025-03-24,2025-03-29,1,114.5,AVARIA,DESCARTE,34.0
DEV00630,PED004081,PRD0074,2025-07-18,2025-07-23,1,88.34,VALIDADE,AVARIADO,20.61
DEV00631,PED011006,PRD0035,2026-03-09,2026-03-18,2,321.57,VALIDADE,REVENDAVEL,30.68
DEV00632,PED010601,PRD0045,2026-02-08,2026-02-09,1,104.42,PRODUTO INCORRETO,REVENDAVEL,31.01
DEV00633,PED001915,PRD0001,2025-03-24,2025-03-25,1,90.54,VALIDADE,REVENDAVEL,11.66
DEV00634,PED000989,PRD0038,2025-02-28,2025-03-09,1,188.73,PRODUTO INCORRETO,REVENDAVEL,17.2
DEV00635,PED008776,PRD0009,2025-12-07,2025-12-14,2,239.35,AVARIA,AVARIADO,31.92
DEV00636,PED013335,PRD0010,2026-05-02,2026-05-07,1,111.14,VALIDADE,REVENDAVEL,16.3
DEV00637,PED013772,PRD0125,2026-06-19,2026-06-27,1,54.25,AVARIA,REVENDAVEL,11.77
DEV00638,PED013519,PRD0001,2026-04-27,2026-05-02,1,77.14,VALIDADE,REVENDAVEL,11.85
DEV00639,PED013151,PRD0125,2026-05-07,2026-05-10,1,52.56,VALIDADE,REVENDAVEL,34.84
DEV00640,PED004268,PRD0021,2025-07-16,2025-07-23,1,108.86,VALIDADE,REVENDAVEL,9.66
DEV00641,PED003516,PRD0039,2025-06-09,2025-06-16,1,119.34,ARREPENDIMENTO,DESCARTE,14.2
DEV00642,PED009251,PRD0044,2026-01-07,2026-01-17,1,72.02,QUALIDADE,REVENDAVEL,29.09
DEV00643,PED005497,PRD0003,2025-09-11,2025-09-19,2,291.04,PRODUTO INCORRETO,AVARIADO,16.18
DEV00644,PED004474,PRD0001,2025-06-24,2025-06-29,1,84.62,AVARIA,REVENDAVEL,23.51
DEV00645,PED011218,PRD0073,2026-03-07,2026-03-14,2,191.64,PRODUTO INCORRETO,REVENDAVEL,33.5
DEV00646,PED010305,PRD0004,2026-01-16,2026-01-21,1,141.49,AVARIA,AVARIADO,32.75
DEV00647,PED001737,PRD0001,2025-04-10,2025-04-20,2,166.61,AVARIA,AVARIADO,25.86
DEV00648,PED006464,PRD0001,2025-09-27,2025-10-07,1,88.92,AVARIA,REVENDAVEL,22.9
DEV00649,PED008447,PRD0013,2025-11-29,2025-12-02,1,143.28,AVARIA,AVARIADO,8.14
DEV00650,PED005293,PRD0022,2025-08-17,2025-08-18,2,135.24,VALIDADE,REVENDAVEL,34.82
