data_referencia,produto_id,lote,data_validade,quantidade_disponivel,quantidade_reservada,entrada_semana,saida_semana,retorno_semana,perda_validade,perda_avaria,custo_medio_unitario
2026-03-16,PRD0106,L0106-04,2028-09-09,88,3,0,0,0,0,0,29.58
2026-03-23,PRD0106,AB0106,2027-06-25,1,0,0,0,1,0,0,29.58
2026-03-23,PRD0106,L0106-03,2028-04-25,42,1,0,0,0,0,0,29.58
2026-03-23,PRD0106,L0106-04,2028-09-09,88,2,0,0,0,0,0,29.58
2026-03-30,PRD0106,AB0106,2027-06-25,1,0,0,0,0,0,0,29.58
2026-03-30,PRD0106,L0106-03,2028-04-25,42,1,0,0,0,0,0,29.58
2026-03-30,PRD0106,L0106-04,2028-09-09,88,5,0,0,0,0,0,29.58
2026-04-06,PRD0106,AB0106,2027-06-25,1,0,0,0,0,0,0,29.58
2026-04-06,PRD0106,L0106-03,2028-04-25,42,0,0,0,0,0,0,29.58
2026-04-06,PRD0106,L0106-04,2028-09-09,88,4,0,0,0,0,0,29.58
2026-04-13,PRD0106,L0106-03,2028-04-25,41,0,0,2,0,0,0,29.58
2026-04-13,PRD0106,L0106-04,2028-09-09,88,3,0,0,0,0,0,29.58
2026-04-20,PRD0106,L0106-03,2028-04-25,41,0,0,0,0,0,0,29.58
2026-04-20,PRD0106,L0106-04,2028-09-09,88,6,0,0,0,0,0,29.58
2026-04-27,PRD0106,L0106-03,2028-04-25,41,2,0,0,0,0,0,29.58
2026-04-27,PRD0106,L0106-04,2028-09-09,88,4,0,0,0,0,0,29.58
2026-05-04,PRD0106,L0106-03,2028-04-25,40,1,0,1,0,0,0,29.58
2026-05-04,PRD0106,L0106-04,2028-09-09,88,4,0,0,0,0,0,29.58
2026-05-11,PRD0106,L0106-03,2028-04-25,32,2,0,8,0,0,0,29.58
2026-05-11,PRD0106,L0106-04,2028-09-09,88,5,0,0,0,0,0,29.58
2026-05-18,PRD0106,L0106-03,2028-04-25,32,0,0,0,0,0,0,29.58
2026-05-18,PRD0106,L0106-04,2028-09-09,88,5,0,0,0,0,0,29.58
2026-05-25,PRD0106,L0106-03,2028-04-25,32,2,0,0,0,0,0,29.58
2026-05-25,PRD0106,L0106-04,2028-09-09,88,6,0,0,0,0,0,29.58
2026-06-01,PRD0106,L0106-03,2028-04-25,29,1,0,3,0,0,0,29.58
2026-06-01,PRD0106,L0106-04,2028-09-09,88,1,0,0,0,0,0,29.58
2026-06-08,PRD0106,L0106-03,2028-04-25,29,2,0,0,0,0,0,29.58
2026-06-08,PRD0106,L0106-04,2028-09-09,88,1,0,0,0,0,0,29.58
2026-06-15,PRD0106,L0106-03,2028-04-25,29,0,0,0,0,0,0,29.58
2026-06-15,PRD0106,L0106-04,2028-09-09,88,1,0,0,0,0,0,29.58
2026-06-22,PRD0106,L0106-03,2028-04-25,28,1,0,1,0,0,0,29.58
2026-06-22,PRD0106,L0106-04,2028-09-09,88,1,0,0,0,0,0,29.58
2026-06-29,PRD0106,L0106-03,2028-04-25,26,0,0,2,0,0,0,29.58
2026-06-29,PRD0106,L0106-04,2028-09-09,88,6,0,0,0,0,0,29.58
2025-01-06,PRD0107,AB0107,2026-09-28,40,1,0,0,0,0,0,39.01
2025-01-13,PRD0107,AB0107,2026-09-28,29,0,0,11,0,0,0,39.01
2025-01-20,PRD0107,AB0107,2026-09-28,29,0,36,0,0,0,0,39.01
2025-01-20,PRD0107,L0107-01,2026-10-20,36,,0,0,0,0,0,39.01
2025-01-27,PRD0107,AB0107,2026-09-28,28,0,0,1,0,0,0,39.01
2025-01-27,PRD0107,L0107-01,2026-10-20,36,2,0,0,0,0,0,39.01
2025-02-03,PRD0107,AB0107,2026-09-28,27,1,0,1,0,0,0,39.01
2025-02-03,PRD0107,L0107-01,2026-10-20,36,1,0,0,0,0,0,39.01
2025-02-10,PRD0107,AB0107,2026-09-28,27,,0,0,0,0,0,39.01
2025-02-10,PRD0107,L0107-01,2026-10-20,36,0,0,0,0,0,0,39.01
2025-02-17,PRD0107,AB0107,2026-09-28,25,1,0,2,0,0,0,39.01
2025-02-17,PRD0107,L0107-01,2026-10-20,36,0,0,0,0,0,0,39.01
2025-02-24,PRD0107,AB0107,2026-09-28,25,0,0,0,0,0,0,39.01
2025-02-24,PRD0107,L0107-01,2026-10-20,36,1,0,0,0,0,0,39.01
2025-03-03,PRD0107,AB0107,2026-09-28,21,0,0,4,0,0,0,39.01
2025-03-03,PRD0107,L0107-01,2026-10-20,36,0,0,0,0,0,0,39.01
2025-03-10,PRD0107,AB0107,2026-09-28,21,0,0,0,0,0,0,39.01
2025-03-10,PRD0107,L0107-01,2026-10-20,36,0,0,0,0,0,0,39.01
2025-03-17,PRD0107,AB0107,2026-09-28,20,0,0,1,0,0,0,39.01
2025-03-17,PRD0107,L0107-01,2026-10-20,36,0,0,0,0,0,0,39.01
2025-03-24,PRD0107,AB0107,2026-09-28,20,,0,0,0,0,0,39.01
2025-03-24,PRD0107,L0107-01,2026-10-20,36,1,0,0,0,0,0,39.01
2025-03-31,PRD0107,AB0107,2026-09-28,18,1,0,2,0,0,0,39.01
2025-03-31,PRD0107,L0107-01,2026-10-20,36,0,0,0,0,0,0,39.01
2025-04-07,PRD0107,AB0107,2026-09-28,18,0,0,0,0,0,0,39.01
2025-04-07,PRD0107,L0107-01,2026-10-20,36,2,0,0,0,0,0,39.01
2025-04-14,PRD0107,AB0107,2026-09-28,17,0,0,1,0,0,0,39.01
2025-04-14,PRD0107,L0107-01,2026-10-20,36,2,0,0,0,0,0,39.01
2025-04-21,PRD0107,AB0107,2026-09-28,9,0,0,8,0,0,0,39.01
2025-04-21,PRD0107,L0107-01,2026-10-20,36,1,0,0,0,0,0,39.01
2025-04-28,PRD0107,AB0107,2026-09-28,5,0,0,4,0,0,0,39.01
2025-04-28,PRD0107,L0107-01,2026-10-20,36,2,0,0,0,0,0,39.01
2025-05-05,PRD0107,AB0107,2026-09-28,4,0,0,1,0,0,0,39.01
2025-05-05,PRD0107,L0107-01,2026-10-20,36,0,0,0,0,0,0,39.01
2025-05-12,PRD0107,L0107-01,2026-10-20,35,1,0,5,0,0,0,39.01
2025-05-19,PRD0107,L0107-01,2026-10-20,35,0,0,0,0,0,0,39.01
2025-05-26,PRD0107,L0107-01,2026-10-20,34,2,0,1,0,0,0,39.01
2025-06-02,PRD0107,L0107-01,2026-10-20,33,2,0,1,0,0,0,39.01
2025-06-09,PRD0107,L0107-01,2026-10-20,33,0,0,0,0,0,0,39.01
2025-06-16,PRD0107,L0107-01,2026-10-20,33,2,32,0,0,0,0,39.01
2025-06-16,PRD0107,L0107-02,2027-03-17,32,1,0,0,0,0,0,39.01
2025-06-23,PRD0107,L0107-01,2026-10-20,26,1,0,7,0,0,0,39.01
2025-06-23,PRD0107,L0107-02,2027-03-17,32,1,0,0,0,0,0,39.01
2025-06-30,PRD0107,L0107-01,2026-10-20,26,1,0,0,0,0,0,39.01
2025-06-30,PRD0107,L0107-02,2027-03-17,32,1,0,0,0,0,0,39.01
2025-07-07,PRD0107,L0107-01,2026-10-20,23,1,0,3,0,0,0,39.01
2025-07-07,PRD0107,L0107-02,2027-03-17,32,,0,0,0,0,0,39.01
2025-07-14,PRD0107,L0107-01,2026-10-20,22,1,0,1,0,0,0,39.01
2025-07-14,PRD0107,L0107-02,2027-03-17,32,,0,0,0,0,0,39.01
2025-07-21,PRD0107,L0107-01,2026-10-20,21,0,0,1,0,0,0,39.01
2025-07-21,PRD0107,L0107-02,2027-03-17,32,1,0,0,0,0,0,39.01
2025-07-28,PRD0107,L0107-01,2026-10-20,20,1,0,1,0,0,0,39.01
2025-07-28,PRD0107,L0107-02,2027-03-17,32,,0,0,0,0,0,39.01
2025-08-04,PRD0107,L0107-01,2026-10-20,20,1,0,0,0,0,0,39.01
2025-08-04,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-08-11,PRD0107,L0107-01,2026-10-20,20,0,0,0,0,0,0,39.01
2025-08-11,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-08-18,PRD0107,L0107-01,2026-10-20,20,0,0,0,0,0,0,39.01
2025-08-18,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-08-25,PRD0107,L0107-01,2026-10-20,18,1,0,2,0,0,0,39.01
2025-08-25,PRD0107,L0107-02,2027-03-17,32,1,0,0,0,0,0,39.01
2025-09-01,PRD0107,L0107-01,2026-10-20,16,0,0,2,0,0,0,39.01
2025-09-01,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-09-08,PRD0107,L0107-01,2026-10-20,16,0,0,0,0,0,0,39.01
2025-09-08,PRD0107,L0107-02,2027-03-17,32,1,0,0,0,0,0,39.01
2025-09-15,PRD0107,L0107-01,2026-10-20,16,0,0,0,0,0,0,39.01
2025-09-15,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-09-22,PRD0107,L0107-01,2026-10-20,16,0,0,0,0,0,0,39.01
2025-09-22,PRD0107,L0107-02,2027-03-17,32,2,0,0,0,0,0,39.01
2025-09-29,PRD0107,AB0107,2026-09-28,1,0,0,1,1,0,0,39.01
2025-09-29,PRD0107,L0107-01,2026-10-20,15,0,0,0,0,0,0,39.01
2025-09-29,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-10-06,PRD0107,AB0107,2026-09-28,1,0,0,0,0,0,0,39.01
2025-10-06,PRD0107,L0107-01,2026-10-20,15,0,0,0,0,0,0,39.01
2025-10-06,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-10-13,PRD0107,AB0107,2026-09-28,1,0,0,0,0,0,0,39.01
2025-10-13,PRD0107,L0107-01,2026-10-20,15,0,0,0,0,0,0,39.01
2025-10-13,PRD0107,L0107-02,2027-03-17,32,,0,0,0,0,0,39.01
2025-10-20,PRD0107,AB0107,2026-09-28,1,0,0,0,0,0,0,39.01
2025-10-20,PRD0107,L0107-01,2026-10-20,15,0,0,0,0,0,0,39.01
2025-10-20,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-10-27,PRD0107,L0107-01,2026-10-20,14,0,0,2,0,0,0,39.01
2025-10-27,PRD0107,L0107-02,2027-03-17,32,2,0,0,0,0,0,39.01
2025-11-03,PRD0107,L0107-01,2026-10-20,14,1,33,0,0,0,0,39.01
2025-11-03,PRD0107,L0107-02,2027-03-17,32,2,0,0,0,0,0,39.01
2025-11-03,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2025-11-10,PRD0107,L0107-01,2026-10-20,13,0,0,1,0,0,0,39.01
2025-11-10,PRD0107,L0107-02,2027-03-17,32,2,0,0,0,0,0,39.01
2025-11-10,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2025-11-17,PRD0107,L0107-01,2026-10-20,12,0,0,1,0,0,0,39.01
2025-11-17,PRD0107,L0107-02,2027-03-17,32,2,0,0,0,0,0,39.01
2025-11-17,PRD0107,L0107-03,2027-08-01,33,2,0,0,0,0,0,39.01
2025-11-24,PRD0107,L0107-01,2026-10-20,12,0,0,0,0,0,0,39.01
2025-11-24,PRD0107,L0107-02,2027-03-17,32,2,0,0,0,0,0,39.01
2025-11-24,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2025-12-01,PRD0107,L0107-01,2026-10-20,11,0,0,1,0,0,0,39.01
2025-12-01,PRD0107,L0107-02,2027-03-17,32,2,0,0,0,0,0,39.01
2025-12-01,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2025-12-08,PRD0107,L0107-01,2026-10-20,10,0,0,1,0,0,0,39.01
2025-12-08,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-12-08,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2025-12-15,PRD0107,L0107-01,2026-10-20,6,0,0,4,0,0,0,39.01
2025-12-15,PRD0107,L0107-02,2027-03-17,32,1,0,0,0,0,0,39.01
2025-12-15,PRD0107,L0107-03,2027-08-01,33,2,0,0,0,0,0,39.01
2025-12-22,PRD0107,L0107-01,2026-10-20,3,0,0,3,0,0,0,39.01
2025-12-22,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2025-12-22,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2025-12-29,PRD0107,L0107-01,2026-10-20,3,0,0,0,0,0,0,39.01
2025-12-29,PRD0107,L0107-02,2027-03-17,32,1,0,0,0,0,0,39.01
2025-12-29,PRD0107,L0107-03,2027-08-01,33,2,0,0,0,0,0,39.01
2026-01-05,PRD0107,L0107-01,2026-10-20,2,0,0,1,0,0,0,39.01
2026-01-05,PRD0107,L0107-02,2027-03-17,32,1,0,0,0,0,0,39.01
2026-01-05,PRD0107,L0107-03,2027-08-01,33,2,0,0,0,0,0,39.01
2026-01-12,PRD0107,L0107-01,2026-10-20,2,0,0,0,0,0,0,39.01
2026-01-12,PRD0107,L0107-02,2027-03-17,32,2,0,0,0,0,0,39.01
2026-01-12,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2026-01-19,PRD0107,L0107-01,2026-10-20,1,0,0,1,0,0,0,39.01
2026-01-19,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2026-01-19,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2026-01-26,PRD0107,L0107-02,2027-03-17,32,1,0,1,0,0,0,39.01
2026-01-26,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2026-02-02,PRD0107,L0107-02,2027-03-17,32,0,0,0,0,0,0,39.01
2026-02-02,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2026-02-09,PRD0107,L0107-02,2027-03-17,30,0,0,2,0,0,0,39.01
2026-02-09,PRD0107,L0107-03,2027-08-01,33,,0,0,0,0,0,39.01
2026-02-16,PRD0107,L0107-02,2027-03-17,28,1,0,2,0,0,0,39.01
2026-02-16,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2026-02-23,PRD0107,L0107-02,2027-03-17,22,1,0,6,0,0,0,39.01
2026-02-23,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2026-03-02,PRD0107,L0107-02,2027-03-17,21,1,75,1,0,0,0,39.01
2026-03-02,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2026-03-02,PRD0107,L0107-04,2027-11-28,75,3,0,0,0,0,0,39.01
2026-03-09,PRD0107,L0107-02,2027-03-17,21,0,0,0,0,0,0,39.01
2026-03-09,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2026-03-09,PRD0107,L0107-04,2027-11-28,75,2,0,0,0,0,0,39.01
2026-03-16,PRD0107,L0107-02,2027-03-17,21,1,0,0,0,0,0,39.01
2026-03-16,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2026-03-16,PRD0107,L0107-04,2027-11-28,75,4,0,0,0,0,0,39.01
2026-03-23,PRD0107,L0107-02,2027-03-17,21,1,0,0,0,0,0,39.01
2026-03-23,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2026-03-23,PRD0107,L0107-04,2027-11-28,75,0,0,0,0,0,0,39.01
2026-03-30,PRD0107,L0107-02,2027-03-17,19,0,0,2,0,0,0,39.01
2026-03-30,PRD0107,L0107-03,2027-08-01,33,2,0,0,0,0,0,39.01
2026-03-30,PRD0107,L0107-04,2027-11-28,75,2,0,0,0,0,0,39.01
2026-04-06,PRD0107,L0107-02,2027-03-17,19,0,0,0,0,0,0,39.01
2026-04-06,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2026-04-06,PRD0107,L0107-04,2027-11-28,75,,0,0,0,0,0,39.01
2026-04-13,PRD0107,L0107-02,2027-03-17,13,0,0,6,0,0,0,39.01
2026-04-13,PRD0107,L0107-03,2027-08-01,33,2,0,0,0,0,0,39.01
2026-04-13,PRD0107,L0107-04,2027-11-28,75,3,0,0,0,0,0,39.01
2026-04-20,PRD0107,L0107-02,2027-03-17,11,0,0,2,0,0,0,39.01
2026-04-20,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2026-04-20,PRD0107,L0107-04,2027-11-28,75,2,0,0,0,0,0,39.01
2026-04-27,PRD0107,L0107-02,2027-03-17,9,0,0,2,0,0,0,39.01
2026-04-27,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2026-04-27,PRD0107,L0107-04,2027-11-28,75,3,0,0,0,0,0,39.01
2026-05-04,PRD0107,L0107-02,2027-03-17,9,0,0,0,0,0,0,39.01
2026-05-04,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2026-05-04,PRD0107,L0107-04,2027-11-28,75,4,0,0,0,0,0,39.01
2026-05-11,PRD0107,L0107-02,2027-03-17,8,0,0,1,0,0,0,39.01
2026-05-11,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2026-05-11,PRD0107,L0107-04,2027-11-28,75,1,0,0,0,0,0,39.01
2026-05-18,PRD0107,L0107-02,2027-03-17,7,0,0,1,0,0,0,39.01
2026-05-18,PRD0107,L0107-03,2027-08-01,33,2,0,0,0,0,0,39.01
2026-05-18,PRD0107,L0107-04,2027-11-28,75,3,0,0,0,0,0,39.01
2026-05-25,PRD0107,L0107-02,2027-03-17,6,0,0,1,0,0,0,39.01
2026-05-25,PRD0107,L0107-03,2027-08-01,33,2,0,0,0,0,0,39.01
2026-05-25,PRD0107,L0107-04,2027-11-28,75,3,0,0,0,0,0,39.01
2026-06-01,PRD0107,L0107-02,2027-03-17,6,0,0,0,0,0,0,39.01
2026-06-01,PRD0107,L0107-03,2027-08-01,33,0,0,0,0,0,0,39.01
2026-06-01,PRD0107,L0107-04,2027-11-28,75,4,0,0,0,0,0,39.01
2026-06-08,PRD0107,L0107-02,2027-03-17,6,0,0,0,0,0,0,39.01
2026-06-08,PRD0107,L0107-03,2027-08-01,33,1,0,0,0,0,0,39.01
2026-06-08,PRD0107,L0107-04,2027-11-28,75,0,0,0,0,0,0,39.01
2026-06-15,PRD0107,L0107-02,2027-03-17,5,0,0,1,0,0,0,39.01
2026-06-15,PRD0107,L0107-03,2027-08-01,33,2,0,0,0,0,0,39.01
2026-06-15,PRD0107,L0107-04,2027-11-28,75,3,0,0,0,0,0,39.01
2026-06-22,PRD0107,L0107-03,2027-08-01,27,0,0,11,0,0,0,39.01
2026-06-22,PRD0107,L0107-04,2027-11-28,75,3,0,0,0,0,0,39.01
2026-06-29,PRD0107,L0107-03,2027-08-01,27,0,0,0,0,0,0,39.01
2026-06-29,PRD0107,L0107-04,2027-11-28,75,4,0,0,0,0,0,39.01
2025-01-06,PRD0108,AB0108,2026-09-28,29,0,0,1,0,0,0,42.85
2025-01-13,PRD0108,AB0108,2026-09-28,29,1,0,0,0,0,0,42.85
2025-01-20,PRD0108,AB0108,2026-09-28,28,0,0,1,0,0,0,42.85
2025-01-27,PRD0108,AB0108,2026-09-28,27,1,0,1,0,0,0,42.85
2025-02-03,PRD0108,AB0108,2026-09-28,26,0,42,1,0,0,0,42.85
2025-02-03,PRD0108,L0108-01,2026-11-04,42,2,0,0,0,0,0,42.85
2025-02-10,PRD0108,AB0108,2026-09-28,26,0,0,0,0,0,1,42.85
2025-02-10,PRD0108,L0108-01,2026-11-04,42,1,0,0,0,0,0,42.85
2025-02-17,PRD0108,AB0108,2026-09-28,26,0,0,0,0,0,0,42.85
2025-02-17,PRD0108,L0108-01,2026-11-04,42,0,0,0,0,0,0,42.85
2025-02-24,PRD0108,AB0108,2026-09-28,24,1,0,2,0,0,0,42.85
2025-02-24,PRD0108,L0108-01,2026-11-04,42,3,0,0,0,0,0,42.85
2025-03-03,PRD0108,AB0108,2026-09-28,18,0,0,6,0,0,0,42.85
2025-03-03,PRD0108,L0108-01,2026-11-04,42,2,0,0,0,0,0,42.85
2025-03-10,PRD0108,AB0108,2026-09-28,17,1,0,1,0,0,0,42.85
2025-03-10,PRD0108,L0108-01,2026-11-04,42,2,0,0,0,0,0,42.85
2025-03-17,PRD0108,AB0108,2026-09-28,17,0,0,0,0,0,0,42.85
2025-03-17,PRD0108,L0108-01,2026-11-04,42,2,0,0,0,0,0,42.85
2025-03-24,PRD0108,AB0108,2026-09-28,17,0,0,0,0,0,0,42.85
2025-03-24,PRD0108,L0108-01,2026-11-04,42,0,0,0,0,0,0,42.85
2025-03-31,PRD0108,AB0108,2026-09-28,17,0,0,0,0,0,0,42.85
2025-03-31,PRD0108,L0108-01,2026-11-04,42,1,0,0,0,0,0,42.85
2025-04-07,PRD0108,AB0108,2026-09-28,17,0,0,0,0,0,0,42.85
2025-04-07,PRD0108,L0108-01,2026-11-04,42,2,0,0,0,0,0,42.85
2025-04-14,PRD0108,AB0108,2026-09-28,17,1,0,0,0,0,0,42.85
2025-04-14,PRD0108,L0108-01,2026-11-04,42,3,0,0,0,0,0,42.85
2025-04-21,PRD0108,AB0108,2026-09-28,17,0,0,0,0,0,0,42.85
2025-04-21,PRD0108,L0108-01,2026-11-04,42,0,0,0,0,0,0,42.85
2025-04-28,PRD0108,AB0108,2026-09-28,8,0,0,9,0,0,0,42.85
2025-04-28,PRD0108,L0108-01,2026-11-04,42,0,0,0,0,0,0,42.85
2025-05-05,PRD0108,AB0108,2026-09-28,7,0,0,1,0,0,0,42.85
2025-05-05,PRD0108,L0108-01,2026-11-04,42,2,0,0,0,0,0,42.85
2025-05-12,PRD0108,AB0108,2026-09-28,7,0,0,0,0,0,0,42.85
2025-05-12,PRD0108,L0108-01,2026-11-04,42,0,0,0,0,0,0,42.85
2025-05-19,PRD0108,AB0108,2026-09-28,7,0,0,0,0,0,0,42.85
2025-05-19,PRD0108,L0108-01,2026-11-04,42,2,0,0,0,0,0,42.85
2025-05-26,PRD0108,AB0108,2026-09-28,6,0,0,1,0,0,0,42.85
2025-05-26,PRD0108,L0108-01,2026-11-04,42,0,0,0,0,0,0,42.85
2025-06-02,PRD0108,L0108-01,2026-11-04,39,2,0,9,0,0,0,42.85
2025-06-09,PRD0108,L0108-01,2026-11-04,38,1,49,1,0,0,0,42.85
2025-06-09,PRD0108,L0108-02,2027-03-09,49,0,0,0,0,0,0,42.85
2025-06-16,PRD0108,L0108-01,2026-11-04,34,2,0,4,0,0,0,42.85
2025-06-16,PRD0108,L0108-02,2027-03-09,49,2,0,0,0,0,0,42.85
2025-06-23,PRD0108,L0108-01,2026-11-04,29,0,0,5,0,0,0,42.85
2025-06-23,PRD0108,L0108-02,2027-03-09,49,0,0,0,0,0,0,42.85
2025-06-30,PRD0108,L0108-01,2026-11-04,27,1,0,2,0,0,0,42.85
2025-06-30,PRD0108,L0108-02,2027-03-09,49,1,0,0,0,0,0,42.85
2025-07-07,PRD0108,L0108-01,2026-11-04,21,0,0,6,0,0,0,42.85
2025-07-07,PRD0108,L0108-02,2027-03-09,49,1,0,0,0,0,0,42.85
2025-07-14,PRD0108,L0108-01,2026-11-04,10,0,0,11,0,0,0,42.85
2025-07-14,PRD0108,L0108-02,2027-03-09,49,1,0,0,0,0,0,42.85
2025-07-21,PRD0108,L0108-01,2026-11-04,9,0,0,1,0,0,0,42.85
2025-07-21,PRD0108,L0108-02,2027-03-09,49,1,0,0,0,0,0,42.85
2025-07-28,PRD0108,L0108-01,2026-11-04,6,0,0,3,0,0,0,42.85
2025-07-28,PRD0108,L0108-02,2027-03-09,49,3,0,0,0,0,0,42.85
2025-08-04,PRD0108,L0108-01,2026-11-04,6,0,0,0,0,0,0,42.85
2025-08-04,PRD0108,L0108-02,2027-03-09,49,,0,0,0,0,0,42.85
2025-08-11,PRD0108,L0108-01,2026-11-04,5,0,0,1,0,0,0,42.85
2025-08-11,PRD0108,L0108-02,2027-03-09,49,2,0,0,0,0,0,42.85
2025-08-18,PRD0108,L0108-01,2026-11-04,5,0,0,0,0,0,0,42.85
2025-08-18,PRD0108,L0108-02,2027-03-09,49,3,0,0,0,0,0,42.85
2025-08-25,PRD0108,L0108-01,2026-11-04,5,0,0,0,0,0,0,42.85
2025-08-25,PRD0108,L0108-02,2027-03-09,49,2,0,0,0,0,0,42.85
2025-09-01,PRD0108,L0108-01,2026-11-04,5,0,0,0,0,0,0,42.85
2025-09-01,PRD0108,L0108-02,2027-03-09,49,1,0,0,0,0,0,42.85
2025-09-08,PRD0108,L0108-01,2026-11-04,3,0,0,2,0,0,0,42.85
2025-09-08,PRD0108,L0108-02,2027-03-09,49,2,0,0,0,0,0,42.85
2025-09-15,PRD0108,L0108-01,2026-11-04,3,0,0,0,0,0,0,42.85
2025-09-15,PRD0108,L0108-02,2027-03-09,49,0,0,0,0,0,0,42.85
2025-09-22,PRD0108,L0108-01,2026-11-04,3,0,0,0,0,0,0,42.85
2025-09-22,PRD0108,L0108-02,2027-03-09,49,3,0,0,0,0,0,42.85
2025-09-29,PRD0108,L0108-01,2026-11-04,3,0,0,0,0,0,0,42.85
2025-09-29,PRD0108,L0108-02,2027-03-09,49,1,0,0,0,0,0,42.85
2025-10-06,PRD0108,L0108-01,2026-11-04,2,0,0,1,0,0,0,42.85
2025-10-06,PRD0108,L0108-02,2027-03-09,49,0,0,0,0,0,0,42.85
2025-10-13,PRD0108,L0108-02,2027-03-09,41,0,0,10,0,0,0,42.85
2025-10-20,PRD0108,L0108-02,2027-03-09,41,1,0,0,0,0,0,42.85
2025-10-27,PRD0108,L0108-02,2027-03-09,39,2,43,2,0,0,0,42.85
2025-10-27,PRD0108,L0108-03,2027-07-30,43,2,0,0,0,0,0,42.85
2025-11-03,PRD0108,L0108-02,2027-03-09,38,2,0,1,0,0,0,42.85
2025-11-03,PRD0108,L0108-03,2027-07-30,43,0,0,0,0,0,0,42.85
2025-11-10,PRD0108,L0108-02,2027-03-09,33,2,0,5,0,0,0,42.85
2025-11-10,PRD0108,L0108-03,2027-07-30,43,1,0,0,0,0,0,42.85
2025-11-17,PRD0108,L0108-02,2027-03-09,33,,0,0,0,0,0,42.85
2025-11-17,PRD0108,L0108-03,2027-07-30,43,1,0,0,0,0,0,42.85
2025-11-24,PRD0108,L0108-02,2027-03-09,29,2,0,4,0,0,0,42.85
2025-11-24,PRD0108,L0108-03,2027-07-30,43,1,0,0,0,0,0,42.85
2025-12-01,PRD0108,L0108-02,2027-03-09,29,2,0,0,0,0,0,42.85
2025-12-01,PRD0108,L0108-03,2027-07-30,43,2,0,0,0,0,0,42.85
2025-12-08,PRD0108,L0108-02,2027-03-09,28,0,0,1,0,0,0,42.85
2025-12-08,PRD0108,L0108-03,2027-07-30,43,2,0,0,0,0,0,42.85
2025-12-15,PRD0108,L0108-02,2027-03-09,28,1,0,0,0,0,0,42.85
2025-12-15,PRD0108,L0108-03,2027-07-30,43,2,0,0,0,0,0,42.85
2025-12-22,PRD0108,L0108-02,2027-03-09,25,1,0,3,0,0,0,42.85
2025-12-22,PRD0108,L0108-03,2027-07-30,43,0,0,0,0,0,0,42.85
2025-12-29,PRD0108,L0108-02,2027-03-09,24,1,0,1,0,0,0,42.85
2025-12-29,PRD0108,L0108-03,2027-07-30,43,1,0,0,0,0,0,42.85
2026-01-05,PRD0108,L0108-02,2027-03-09,24,0,0,0,0,0,0,42.85
2026-01-05,PRD0108,L0108-03,2027-07-30,43,1,0,0,0,0,0,42.85
2026-01-12,PRD0108,L0108-02,2027-03-09,22,1,0,2,0,0,0,42.85
2026-01-12,PRD0108,L0108-03,2027-07-30,43,0,0,0,0,0,0,42.85
2026-01-19,PRD0108,L0108-02,2027-03-09,14,1,0,8,0,0,0,42.85
